Time,VehicleId,Pos_x,Pos_y,Speed,Lane,Acceleration,LeaderID,LeaderSpeed,LeaderGap,Deceleration,RelativeSpeed,TTC,SafeDistance,hard_brake,danger_accel_toward_leader,leader_stopped,no_reaction_to_stopped_leader,SafeDangerZone
58.8,52,87.42,1.6,3.38,14,0.49,51,4.25,6.73,0.0,-0.8700000000000001,999.0,1.0139999999999998,False,False,False,False,1
58.8,53,1.6,-67.81,2.34,19,-0.26,48,1.78,5.12,0.26,0.5599999999999998,9.142857142857146,0.702,False,False,False,False,1
58.8,10101,-60.0,-1.6,0.0,21,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
58.8,11111,-1.6,50.0,0.0,16,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
58.9,15,-1.6,56.5,0.0,16,0.0,11111,0.0,1.5,0.0,0.0,999.0,0.0,False,False,True,True,0
58.9,16,-67.5,-1.6,0.0,21,0.0,10101,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
58.9,21,1.04,0.33,12.0,3,-1.57,-1,-1.0,-1.0,1.57,13.0,999.0,3.5999999999999996,False,False,False,False,0
58.9,22,1.6,85.88,11.44,17,0.36,-1,-1.0,-1.0,0.0,12.44,999.0,3.4319999999999995,False,False,False,False,0
58.9,23,-1.6,64.01,0.01,16,-0.01,15,0.0,2.51,0.01,0.01,250.99999999999997,0.003,False,False,True,False,1
58.9,24,-1.6,-10.37,0.05,18,-0.04,32,0.0,2.55,0.04,0.05,50.99999999999999,0.015,False,False,True,False,1
58.9,25,-1.6,71.58,0.07,16,-0.08,23,0.01,2.57,0.08,0.060000000000000005,42.83333333333333,0.021000000000000005,False,False,False,False,1
58.9,27,-0.33,-2.16,0.92,9,-1.1,24,0.05,3.45,1.1,0.87,3.9655172413793105,0.276,False,False,False,False,1
58.9,30,-1.6,-10.9,2.29,18,13.08,-1,-1.0,-1.0,0.0,3.29,999.0,0.687,False,False,False,False,0
58.9,32,-1.6,-17.91,0.0,18,0.0,30,2.29,-2.01,0.0,-2.29,999.0,0.0,False,False,False,False,0
58.9,33,-1.6,79.36,0.29,16,-0.19,25,0.07,2.79,0.19,0.21999999999999997,12.681818181818183,0.087,False,False,False,False,1
58.9,35,-74.0,-1.6,0.0,21,0.0,16,0.0,1.5,0.0,0.0,999.0,0.0,False,False,True,True,0
58.9,36,-1.6,87.45,0.59,16,-0.03,33,0.29,3.09,0.03,0.3,10.3,0.177,False,False,False,False,1
58.9,37,1.6,-29.48,1.54,19,-0.31,34,1.54,4.08,0.31,0.0,999.0,0.46199999999999997,False,False,False,False,1
58.9,40,-70.3,1.6,14.99,20,2.76,-1,-1.0,-1.0,0.0,15.99,999.0,4.497,False,False,False,False,0
58.9,41,1.6,-38.53,1.5,19,-0.18,37,1.54,4.04,0.18,-0.040000000000000036,999.0,0.44999999999999996,False,False,False,False,1
58.9,44,48.47,1.6,5.7,14,1.21,42,7.18,11.37,0.0,-1.4799999999999995,999.0,1.7100000000000002,False,False,False,False,1
58.9,46,61.21,1.6,5.2,14,1.11,44,5.7,7.73,0.0,-0.5,999.0,1.56,False,False,False,False,1
58.9,47,1.6,-47.61,1.57,19,0.55,41,1.5,4.08,0.0,0.07000000000000006,58.285714285714235,0.471,False,False,False,False,1
58.9,48,1.6,-57.52,1.72,19,-0.55,47,1.57,4.91,0.55,0.1499999999999999,32.733333333333356,0.516,False,False,False,False,1
58.9,49,-85.08,-1.6,3.43,21,-1.45,35,0.0,6.08,1.45,3.43,1.7725947521865888,1.0290000000000001,False,False,True,False,1
58.9,50,-94.39,-1.6,1.55,21,1.6,49,3.43,4.31,0.0,-1.8800000000000001,999.0,0.46499999999999997,False,False,False,False,1
58.9,51,75.27,1.6,4.29,14,0.46,46,5.2,9.06,0.0,-0.9100000000000001,999.0,1.287,False,False,False,False,1
58.9,52,87.08,1.6,3.42,14,0.32,51,4.29,6.81,0.0,-0.8700000000000001,999.0,1.0259999999999998,False,False,False,False,1
58.9,53,1.6,-67.58,2.32,19,-0.27,48,1.72,5.06,0.27,0.5999999999999999,8.433333333333335,0.696,False,False,False,False,1
58.9,56,94.9,1.6,0.0,14,0.0,52,3.42,2.82,0.0,-3.42,999.0,0.0,False,False,False,False,1
58.9,10101,-60.0,-1.6,0.0,21,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
58.9,11111,-1.6,50.0,0.0,16,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
59.0,15,-1.6,56.5,0.0,16,0.0,11111,0.0,1.5,0.0,0.0,999.0,0.0,False,False,True,True,0
59.0,16,-67.5,-1.6,0.0,21,0.0,10101,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
59.0,21,2.06,-0.28,11.9,3,-0.99,-1,-1.0,-1.0,0.99,12.9,999.0,3.57,False,False,False,False,0
59.0,22,1.6,86.97,10.92,17,-5.17,-1,-1.0,-1.0,5.17,11.92,999.0,3.2760000000000002,True,False,False,False,0
59.0,23,-1.6,64.01,0.01,16,-0.01,15,0.0,2.51,0.01,0.01,250.99999999999997,0.003,False,False,True,False,1
59.0,24,-1.6,-10.37,0.05,18,-0.05,32,0.0,2.54,0.05,0.05,50.8,0.015,False,False,True,False,1
59.0,25,-1.6,71.57,0.06,16,-0.05,23,0.01,2.56,0.05,0.049999999999999996,51.2,0.018000000000000002,False,False,False,False,1
59.0,27,-0.38,-2.23,0.88,9,-0.47,24,0.05,3.36,0.47,0.83,4.048192771084337,0.264,False,False,False,False,1
59.0,30,-1.6,-10.56,3.38,18,10.9,-1,-1.0,-1.0,0.0,4.38,999.0,1.0139999999999998,False,False,False,False,0
59.0,32,-1.6,-17.91,0.0,18,0.0,30,3.38,-2.35,0.0,-3.38,999.0,0.0,False,False,False,False,0
59.0,33,-1.6,79.34,0.26,16,-0.29,25,0.06,2.77,0.29,0.2,13.85,0.07800000000000001,False,False,False,False,1
59.0,35,-74.0,-1.6,0.0,21,0.0,16,0.0,1.5,0.0,0.0,999.0,0.0,False,False,True,True,0
59.0,36,-1.6,87.39,0.56,16,-0.26,33,0.26,3.06,0.26,0.30000000000000004,10.2,0.16800000000000004,False,False,False,False,1
59.0,37,1.6,-29.33,1.51,19,-0.23,34,1.59,4.09,0.23,-0.08000000000000007,999.0,0.45299999999999996,False,False,False,False,1
59.0,38,-1.6,94.9,0.0,16,0.0,36,0.56,2.51,0.0,-0.56,999.0,0.0,False,False,False,False,1
59.0,40,-68.82,1.6,14.79,20,-2.05,-1,-1.0,-1.0,2.05,15.79,999.0,4.436999999999999,False,False,False,False,0
59.0,41,1.6,-38.37,1.52,19,0.18,37,1.51,4.04,0.0,0.010000000000000009,403.99999999999966,0.45599999999999996,False,False,False,False,1
59.0,44,47.89,1.6,5.8,14,1.02,42,7.34,11.52,0.0,-1.54,999.0,1.7399999999999998,False,False,False,False,1
59.0,46,60.7,1.6,5.08,14,-1.2,44,5.8,7.8,1.2,-0.7199999999999998,999.0,1.524,False,False,False,False,1
59.0,47,1.6,-47.45,1.56,19,-0.16,41,1.52,4.08,0.16,0.040000000000000036,101.99999999999991,0.46799999999999997,False,False,False,False,1
59.0,48,1.6,-57.34,1.74,19,0.17,47,1.56,4.89,0.0,0.17999999999999994,27.166666666666675,0.522,False,False,False,False,1
59.0,49,-84.77,-1.6,3.08,21,-3.56,35,0.0,5.77,3.56,3.08,1.8733766233766231,0.9239999999999999,False,False,True,False,1
59.0,50,-94.21,-1.6,1.74,21,1.9,49,3.08,4.44,0.0,-1.34,999.0,0.522,False,False,False,False,1
59.0,51,74.84,1.6,4.3,14,0.09,46,5.08,9.14,0.0,-0.7800000000000002,999.0,1.29,False,False,False,False,1
59.0,52,86.73,1.6,3.5,14,0.86,51,4.3,6.89,0.0,-0.7999999999999998,999.0,1.0499999999999998,False,False,False,False,1
59.0,53,1.6,-67.35,2.25,19,-0.63,48,1.74,5.01,0.63,0.51,9.823529411764705,0.675,False,False,False,False,1
59.0,56,94.88,1.6,0.2,14,1.95,52,3.5,3.15,0.0,-3.3,999.0,0.06,False,False,False,False,1
59.0,10101,-60.0,-1.6,0.0,21,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
59.0,11111,-1.6,50.0,0.0,16,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
59.1,15,-1.6,56.5,0.0,16,0.0,11111,0.0,1.5,0.0,0.0,999.0,0.0,False,False,True,True,0
59.1,16,-67.5,-1.6,0.0,21,0.0,10101,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
59.1,21,3.12,-0.91,12.27,3,3.73,-1,-1.0,-1.0,0.0,13.27,999.0,3.6809999999999996,False,False,False,False,0
59.1,22,1.6,88.1,11.25,17,3.29,-1,-1.0,-1.0,0.0,12.25,999.0,3.375,False,False,False,False,0
59.1,23,-1.6,64.01,0.01,16,-0.01,15,0.0,2.51,0.01,0.01,250.99999999999997,0.003,False,False,True,False,1
59.1,24,-1.6,-10.38,0.04,18,-0.06,32,0.0,2.54,0.06,0.04,63.5,0.012,False,False,True,False,1
59.1,25,-1.6,71.56,0.06,16,-0.04,23,0.01,2.56,0.04,0.049999999999999996,51.2,0.018000000000000002,False,False,False,False,1
59.1,27,-0.42,-2.3,0.78,9,-0.95,24,0.04,3.29,0.95,0.74,4.445945945945946,0.23399999999999999,False,False,False,False,1
59.1,30,-1.6,-10.11,4.5,18,11.2,-1,-1.0,-1.0,0.0,5.5,999.0,1.35,False,False,False,False,0
59.1,32,-1.6,-17.91,0.0,18,0.0,30,4.5,-2.8,0.0,-4.5,999.0,0.0,False,False,False,False,0
59.1,33,-1.6,79.31,0.25,16,-0.17,25,0.06,2.75,0.17,0.19,14.473684210526315,0.07500000000000001,False,False,False,False,1
59.1,35,-74.0,-1.6,0.0,21,0.0,16,0.0,1.5,0.0,0.0,999.0,0.0,False,False,True,True,0
59.1,36,-1.6,87.34,0.53,16,-0.31,33,0.25,3.03,0.31,0.28,10.82142857142857,0.15900000000000003,False,False,False,False,1
59.1,37,1.6,-29.18,1.53,19,0.22,34,1.71,4.11,0.0,-0.17999999999999994,999.0,0.45899999999999996,False,False,False,False,1
59.1,38,-1.6,94.9,0.02,16,0.21,36,0.53,2.56,0.0,-0.51,999.0,0.006,False,False,False,False,1
59.1,40,-67.33,1.6,14.88,20,0.94,-1,-1.0,-1.0,0.0,15.88,999.0,4.464,False,False,False,False,0
59.1,41,1.6,-38.22,1.52,19,0.02,37,1.53,4.04,0.0,-0.010000000000000009,999.0,0.45599999999999996,False,False,False,False,1
59.1,44,47.28,1.6,6.12,14,3.18,42,7.53,11.66,0.0,-1.4100000000000001,999.0,1.8359999999999999,False,False,False,False,0
59.1,46,60.17,1.6,5.23,14,1.48,44,6.12,7.89,0.0,-0.8899999999999997,999.0,1.569,False,False,False,False,1
59.1,47,1.6,-47.3,1.52,19,-0.34,41,1.52,4.08,0.34,0.0,999.0,0.45599999999999996,False,False,False,False,1
59.1,48,1.6,-57.17,1.71,19,-0.29,47,1.52,4.87,0.29,0.18999999999999995,25.63157894736843,0.5129999999999999,False,False,False,False,1
59.1,49,-84.48,-1.6,2.89,21,-1.9,35,0.0,5.48,1.9,2.89,1.8961937716262975,0.8670000000000001,False,False,True,False,1
59.1,50,-94.02,-1.6,1.93,21,1.9,49,2.89,4.54,0.0,-0.9600000000000002,999.0,0.579,False,False,False,False,1
59.1,51,74.4,1.6,4.38,14,0.74,46,5.23,9.23,0.0,-0.8500000000000005,999.0,1.314,False,False,False,False,1
59.1,52,86.39,1.6,3.39,14,-1.15,51,4.38,6.99,1.15,-0.9899999999999998,999.0,1.0170000000000001,False,False,False,False,1
59.1,53,1.6,-67.13,2.25,19,-0.05,48,1.71,4.96,0.05,0.54,9.185185185185185,0.675,False,False,False,False,1
59.1,56,94.84,1.6,0.39,14,1.95,52,3.39,3.45,0.0,-3.0,999.0,0.11699999999999999,False,False,False,False,1
59.1,10101,-60.0,-1.6,0.0,21,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
59.1,11111,-1.6,50.0,0.0,16,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
59.2,15,-1.6,56.5,0.0,16,0.0,11111,0.0,1.5,0.0,0.0,999.0,0.0,False,False,True,True,0
59.2,16,-67.5,-1.6,0.0,21,0.0,10101,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
59.2,21,4.28,-1.18,12.07,3,-2.0,-1,-1.0,-1.0,2.0,13.07,999.0,3.6210000000000004,False,False,False,False,0
59.2,22,1.6,89.23,11.28,17,0.28,-1,-1.0,-1.0,0.0,12.28,999.0,3.3839999999999995,False,False,False,False,0
59.2,23,-1.6,64.01,0.01,16,-0.01,15,0.0,2.51,0.01,0.01,250.99999999999997,0.003,False,False,True,False,1
59.2,24,-1.6,-10.38,0.04,18,-0.03,32,0.0,2.54,0.03,0.04,63.5,0.012,False,False,True,False,1
59.2,25,-1.6,71.56,0.05,16,-0.07,23,0.01,2.55,0.07,0.04,63.74999999999999,0.015,False,False,False,False,1
59.2,27,-0.46,-2.36,0.74,9,-0.42,24,0.04,3.22,0.42,0.7,4.6000000000000005,0.22199999999999998,False,False,False,False,1
59.2,30,-1.6,-9.58,5.38,18,8.79,-1,-1.0,-1.0,0.0,6.38,999.0,1.614,False,False,False,False,0
59.2,32,-1.6,-17.91,0.0,18,0.0,30,5.38,-3.34,0.0,-5.38,999.0,0.0,False,False,False,False,0
59.2,33,-1.6,79.29,0.24,16,-0.11,25,0.05,2.73,0.11,0.19,14.368421052631579,0.07200000000000001,False,False,False,False,1
59.2,35,-74.0,-1.6,0.0,21,0.0,16,0.0,1.5,0.0,0.0,999.0,0.0,False,False,True,True,0
59.2,36,-1.6,87.29,0.51,16,-0.22,33,0.24,3.0,0.22,0.27,11.11111111111111,0.15300000000000002,False,False,False,False,1
59.2,37,1.6,-29.02,1.57,19,0.38,34,1.82,4.13,0.0,-0.25,999.0,0.471,False,False,False,False,1
59.2,38,-1.6,94.89,0.07,16,0.48,36,0.51,2.6,0.0,-0.44,999.0,0.021000000000000005,False,False,False,False,1
59.2,40,-65.84,1.6,14.92,20,0.38,-1,-1.0,-1.0,0.0,15.92,999.0,4.476,False,False,False,False,0
59.2,41,1.6,-38.07,1.54,19,0.19,37,1.57,4.05,0.0,-0.030000000000000027,999.0,0.46199999999999997,False,False,False,False,1
59.2,44,46.66,1.6,6.22,14,0.99,42,7.69,11.81,0.0,-1.4700000000000006,999.0,1.866,False,False,False,False,1
59.2,46,59.64,1.6,5.31,14,0.77,44,6.22,7.98,0.0,-0.9100000000000001,999.0,1.5929999999999997,False,False,False,False,1
59.2,47,1.6,-47.15,1.56,19,0.32,41,1.54,4.08,0.0,0.020000000000000018,203.99999999999983,0.46799999999999997,False,False,False,False,1
59.2,48,1.6,-57.0,1.72,19,0.03,47,1.56,4.86,0.0,0.15999999999999992,30.375000000000018,0.516,False,False,False,False,1
59.2,49,-84.22,-1.6,2.61,21,-2.77,35,0.0,5.22,2.77,2.61,2.0,0.783,False,False,True,False,1
59.2,50,-93.82,-1.6,2.04,21,1.04,49,2.61,4.59,0.0,-0.5699999999999998,999.0,0.6120000000000001,False,False,False,False,1
59.2,51,73.96,1.6,4.38,14,0.02,46,5.31,9.32,0.0,-0.9299999999999997,999.0,1.314,False,False,False,False,1
59.2,52,86.05,1.6,3.44,14,0.51,51,4.38,7.09,0.0,-0.94,999.0,1.032,False,False,False,False,1
59.2,53,1.6,-66.91,2.18,19,-0.71,48,1.72,4.91,0.71,0.4600000000000002,10.673913043478256,0.6540000000000001,False,False,False,False,1
59.2,56,94.78,1.6,0.58,14,1.95,52,3.44,3.73,0.0,-2.86,999.0,0.174,False,False,False,False,1
59.2,10101,-60.0,-1.6,0.0,21,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
59.2,11111,-1.6,50.0,0.0,16,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
59.3,15,-1.6,56.5,0.0,16,0.0,11111,0.0,1.5,0.0,0.0,999.0,0.0,False,False,True,True,0
59.3,16,-67.5,-1.6,0.0,21,0.0,10101,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
59.3,21,5.45,-1.35,11.87,3,-2.0,-1,-1.0,-1.0,2.0,12.87,999.0,3.5609999999999995,False,False,False,False,0
59.3,22,1.6,90.33,11.01,17,-2.62,-1,-1.0,-1.0,2.62,12.01,999.0,3.303,False,False,False,False,0
59.3,23,-1.6,64.01,0.01,16,-0.01,15,0.0,2.51,0.01,0.01,250.99999999999997,0.003,False,False,True,False,1
59.3,24,-1.6,-10.38,0.03,18,-0.04,32,0.0,2.53,0.04,0.03,84.33333333333333,0.009000000000000001,False,False,True,False,1
59.3,25,-1.6,71.55,0.05,16,-0.04,23,0.01,2.55,0.04,0.04,63.74999999999999,0.015,False,False,False,False,1
59.3,27,-0.49,-2.42,0.68,9,-0.55,24,0.03,3.16,0.55,0.65,4.861538461538462,0.20400000000000001,False,False,False,False,1
59.3,30,-1.6,-8.97,6.05,18,6.69,-1,-1.0,-1.0,0.0,7.05,999.0,1.815,False,False,False,False,0
59.3,32,-1.6,-17.91,0.0,18,0.0,30,6.05,-3.94,0.0,-6.05,999.0,0.0,False,False,False,False,0
59.3,33,-1.6,79.27,0.21,16,-0.22,25,0.05,2.71,0.22,0.15999999999999998,16.937500000000004,0.063,False,False,False,False,1
59.3,35,-74.0,-1.6,0.0,21,0.0,16,0.0,1.5,0.0,0.0,999.0,0.0,False,False,True,True,0
59.3,36,-1.6,87.24,0.49,16,-0.2,33,0.21,2.98,0.2,0.28,10.642857142857142,0.14700000000000002,False,False,False,False,1
59.3,37,1.6,-28.86,1.6,19,0.27,34,1.97,4.17,0.0,-0.3699999999999999,999.0,0.48,False,False,False,False,1
59.3,38,-1.6,94.88,0.11,16,0.37,36,0.49,2.64,0.0,-0.38,999.0,0.033,False,False,False,False,1
59.3,40,-64.39,1.6,14.56,20,-3.66,-1,-1.0,-1.0,3.66,15.56,999.0,4.368,False,False,False,False,0
59.3,41,1.6,-37.92,1.53,19,-0.06,37,1.6,4.05,0.06,-0.07000000000000006,999.0,0.45899999999999996,False,False,False,False,1
59.3,44,46.02,1.6,6.36,14,1.4,42,7.88,11.96,0.0,-1.5199999999999996,999.0,1.908,False,False,False,False,1
59.3,46,59.09,1.6,5.5,14,1.87,44,6.36,8.07,0.0,-0.8600000000000003,999.0,1.6500000000000001,False,False,False,False,1
59.3,47,1.6,-46.99,1.57,19,0.16,41,1.53,4.07,0.0,0.040000000000000036,101.74999999999991,0.471,False,False,False,False,1
59.3,48,1.6,-56.83,1.69,19,-0.22,47,1.57,4.84,0.22,0.11999999999999988,40.33333333333337,0.5069999999999999,False,False,False,False,1
59.3,49,-83.97,-1.6,2.5,21,-1.16,35,0.0,4.97,1.16,2.5,1.988,0.75,False,False,True,False,1
59.3,50,-93.62,-1.6,2.02,21,-0.11,49,2.5,4.64,0.11,-0.48,999.0,0.6060000000000001,False,False,False,False,1
59.3,51,73.51,1.6,4.51,14,1.33,46,5.5,9.42,0.0,-0.9900000000000002,999.0,1.3529999999999998,False,False,False,False,1
59.3,52,85.7,1.6,3.49,14,0.52,51,4.51,7.19,0.0,-1.0199999999999996,999.0,1.0470000000000002,False,False,False,False,1
59.3,53,1.6,-66.69,2.16,19,-0.19,48,1.69,4.86,0.19,0.4700000000000002,10.34042553191489,0.6480000000000001,False,False,False,False,1
59.3,56,94.71,1.6,0.77,14,1.82,52,3.49,4.01,0.0,-2.72,999.0,0.23099999999999998,False,False,False,False,1
59.3,10101,-60.0,-1.6,0.0,21,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
59.3,11111,-1.6,50.0,0.0,16,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
59.4,15,-1.6,56.5,0.0,16,0.0,11111,0.0,1.5,0.0,0.0,999.0,0.0,False,False,True,True,0
59.4,16,-67.5,-1.6,0.0,21,0.0,10101,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
59.4,21,6.63,-1.52,11.86,3,-0.16,-1,-1.0,-1.0,0.16,12.86,999.0,3.558,False,False,False,False,0
59.4,22,1.6,91.46,11.36,17,3.46,-1,-1.0,-1.0,0.0,12.36,999.0,3.4079999999999995,False,False,False,False,0
59.4,23,-1.6,64.01,0.01,16,-0.01,15,0.0,2.51,0.01,0.01,250.99999999999997,0.003,False,False,True,False,1
59.4,24,-1.6,-10.39,0.03,18,-0.04,32,0.0,2.53,0.04,0.03,84.33333333333333,0.009000000000000001,False,False,True,False,1
59.4,25,-1.6,71.55,0.04,16,-0.04,23,0.01,2.54,0.04,0.03,84.66666666666667,0.012,False,False,False,False,1
59.4,27,-0.52,-2.47,0.61,9,-0.78,24,0.03,3.1,0.78,0.58,5.344827586206897,0.183,False,False,False,False,1
59.4,30,-1.6,-8.28,6.9,18,8.49,-1,-1.0,-1.0,0.0,7.9,999.0,2.0700000000000003,False,False,False,False,0
59.4,32,-1.6,-17.91,0.0,18,0.0,30,6.9,-4.63,0.0,-6.9,999.0,0.0,False,False,False,False,0
59.4,33,-1.6,79.24,0.2,16,-0.11,25,0.04,2.7,0.11,0.16,16.875,0.06,False,False,False,False,1
59.4,35,-74.0,-1.6,0.0,21,0.0,16,0.0,1.5,0.0,0.0,999.0,0.0,False,False,True,True,0
59.4,36,-1.6,87.2,0.45,16,-0.4,33,0.2,2.95,0.4,0.25,11.8,0.135,False,False,False,False,1
59.4,37,1.6,-28.69,1.7,19,1.0,34,2.07,4.21,0.0,-0.3699999999999999,999.0,0.51,False,False,False,False,1
59.4,38,-1.6,94.87,0.14,16,0.35,36,0.45,2.67,0.0,-0.31,999.0,0.04200000000000001,False,False,False,False,1
59.4,40,-62.87,1.6,15.14,20,5.87,-1,-1.0,-1.0,0.0,16.14,999.0,4.542,False,False,False,False,0
59.4,41,1.6,-37.76,1.56,19,0.28,37,1.7,4.07,0.0,-0.1399999999999999,999.0,0.46799999999999997,False,False,False,False,1
59.4,44,45.4,1.6,6.28,14,-0.77,42,7.98,12.13,0.77,-1.7000000000000002,999.0,1.884,False,False,False,False,1
59.4,46,58.53,1.6,5.61,14,1.12,44,6.28,8.14,0.0,-0.6699999999999999,999.0,1.6830000000000003,False,False,False,False,1
59.4,47,1.6,-46.83,1.54,19,-0.27,41,1.56,4.07,0.27,-0.020000000000000018,999.0,0.46199999999999997,False,False,False,False,1
59.4,48,1.6,-56.66,1.68,19,-0.1,47,1.54,4.83,0.1,0.1399999999999999,34.50000000000002,0.504,False,False,False,False,1
59.4,49,-83.75,-1.6,2.25,21,-2.46,35,0.0,4.75,2.46,2.25,2.111111111111111,0.675,False,False,True,False,1
59.4,50,-93.41,-1.6,2.1,21,0.79,49,2.25,4.66,0.0,-0.1499999999999999,999.0,0.6300000000000001,False,False,False,False,1
59.4,51,73.06,1.6,4.51,14,-0.01,46,5.61,9.53,0.01,-1.1000000000000005,999.0,1.3529999999999998,False,False,False,False,1
59.4,52,85.34,1.6,3.62,14,1.3,51,4.51,7.28,0.0,-0.8899999999999997,999.0,1.0859999999999999,False,False,False,False,1
59.4,53,1.6,-66.49,2.07,19,-0.92,48,1.68,4.82,0.92,0.3899999999999999,12.358974358974363,0.621,False,False,False,False,1
59.4,56,94.61,1.6,0.96,14,1.95,52,3.62,4.27,0.0,-2.66,999.0,0.28800000000000003,False,False,False,False,1
59.4,10101,-60.0,-1.6,0.0,21,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
59.4,11111,-1.6,50.0,0.0,16,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
59.5,15,-1.6,56.5,0.0,16,0.0,11111,0.0,1.5,0.0,0.0,999.0,0.0,False,False,True,True,0
59.5,16,-67.5,-1.6,0.0,21,0.0,10101,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
59.5,21,7.81,-1.6,11.86,15,0.06,-1,-1.0,-1.0,0.0,12.86,999.0,3.558,False,False,False,False,0
59.5,22,1.6,92.57,11.06,17,-2.99,-1,-1.0,-1.0,2.99,12.06,999.0,3.3180000000000005,False,False,False,False,0
59.5,23,-1.6,64.01,0.01,16,-0.01,15,0.0,2.51,0.01,0.01,250.99999999999997,0.003,False,False,True,False,1
59.5,24,-1.6,-10.39,0.03,18,-0.03,30,7.53,2.14,0.03,-7.5,999.0,0.009000000000000001,False,False,False,False,0
59.5,25,-1.6,71.55,0.04,16,-0.03,23,0.01,2.54,0.03,0.03,84.66666666666667,0.012,False,False,False,False,1
59.5,27,-0.55,-2.52,0.57,9,-0.35,24,0.03,3.04,0.35,0.5399999999999999,5.629629629629631,0.17099999999999999,False,False,False,False,1
59.5,30,-1.6,-7.53,7.53,18,6.35,32,0.0,5.39,0.0,7.53,0.7158034528552456,2.259,False,False,True,False,0
59.5,32,-1.6,-17.91,0.0,18,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
59.5,33,-1.6,79.23,0.19,16,-0.1,25,0.04,2.68,0.1,0.15,17.866666666666667,0.056999999999999995,False,False,False,False,1
59.5,35,-74.0,-1.6,0.0,21,0.0,16,0.0,1.5,0.0,0.0,999.0,0.0,False,False,True,True,0
59.5,36,-1.6,87.15,0.43,16,-0.21,33,0.19,2.93,0.21,0.24,12.208333333333334,0.129,False,False,False,False,1
59.5,37,1.6,-28.51,1.77,19,0.72,34,2.22,4.25,0.0,-0.4500000000000002,999.0,0.5309999999999999,False,False,False,False,1
59.5,38,-1.6,94.85,0.17,16,0.32,36,0.43,2.7,0.0,-0.26,999.0,0.051000000000000004,False,False,False,False,1
59.5,40,-61.42,1.6,14.53,20,-6.15,-1,-1.0,-1.0,6.15,15.53,999.0,4.359,True,False,False,False,0
59.5,41,1.6,-37.6,1.58,19,0.21,37,1.77,4.09,0.0,-0.18999999999999995,999.0,0.474,False,False,False,False,1
59.5,46,57.97,1.6,5.62,14,0.14,44,6.48,8.22,0.0,-0.8600000000000003,999.0,1.6860000000000002,False,False,False,False,1
59.5,47,1.6,-46.68,1.56,19,0.18,41,1.58,4.08,0.0,-0.020000000000000018,999.0,0.46799999999999997,False,False,False,False,1
59.5,48,1.6,-56.49,1.71,19,0.28,47,1.56,4.81,0.0,0.1499999999999999,32.066666666666684,0.5129999999999999,False,False,False,False,1
59.5,49,-83.55,-1.6,2.03,21,-2.17,35,0.0,4.54,2.17,2.03,2.2364532019704435,0.609,False,False,True,False,1
59.5,50,-93.19,-1.6,2.1,21,0.01,49,2.03,4.65,0.0,0.07000000000000028,66.42857142857116,0.6300000000000001,False,False,False,False,1
59.5,51,72.6,1.6,4.63,14,1.16,46,5.62,9.63,0.0,-0.9900000000000002,999.0,1.3889999999999998,False,False,False,False,1
59.5,52,84.97,1.6,3.68,14,0.55,51,4.63,7.37,0.0,-0.9499999999999997,999.0,1.104,False,False,False,False,1
59.5,53,1.6,-66.28,2.05,19,-0.21,48,1.71,4.79,0.21,0.33999999999999986,14.088235294117654,0.615,False,False,False,False,1
59.5,56,94.49,1.6,1.16,14,1.93,52,3.68,4.52,0.0,-2.5200000000000005,999.0,0.348,False,False,False,False,1
59.5,10101,-60.0,-1.6,0.0,21,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
59.5,11111,-1.6,50.0,0.0,16,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
