Time,VehicleId,Pos_x,Pos_y,Speed,Lane,Acceleration,LeaderID,LeaderSpeed,LeaderGap,Deceleration,RelativeSpeed,TTC,SafeDistance,hard_brake,danger_accel_toward_leader,leader_stopped,no_reaction_to_stopped_leader,SafeDangerZone
38.1,28,73.41,1.6,2.41,14,-0.01,27,2.27,5.15,0.01,0.14000000000000012,36.785714285714256,0.7230000000000001,False,False,False,False,1
38.1,29,-68.69,1.6,15.34,20,-1.8,-1,-1.0,-1.0,1.8,16.34,999.0,4.602,False,False,False,False,0
38.1,31,83.46,1.6,2.47,14,-0.35,28,2.41,5.05,0.35,0.06000000000000005,84.16666666666659,0.7410000000000001,False,False,False,False,1
38.1,32,-82.55,-1.6,0.05,21,-0.06,16,0.0,2.55,0.06,0.05,50.99999999999999,0.015,False,False,True,False,1
38.1,34,1.6,-65.36,3.07,19,1.92,19,2.49,16.08,0.0,0.5799999999999996,27.724137931034498,0.921,False,False,False,False,1
38.1,35,-90.27,-1.6,0.92,21,-0.3,32,0.05,2.72,0.3,0.87,3.1264367816091956,0.276,False,False,False,False,1
38.1,37,1.6,-76.01,2.86,19,0.97,34,3.07,5.64,0.0,-0.20999999999999996,999.0,0.8579999999999999,False,False,False,False,1
38.1,41,1.6,-86.31,2.77,19,0.33,37,2.86,5.3,0.0,-0.08999999999999986,999.0,0.8310000000000001,False,False,False,False,1
38.1,42,93.08,1.6,1.83,14,0.26,31,2.47,4.62,0.0,-0.6400000000000001,999.0,0.5489999999999999,False,False,False,False,1
38.1,8,8.76,-1.6,5.02,15,0.29,-1,-1.0,-1.0,0.0,6.02,999.0,1.506,False,False,False,False,0
38.2,11,-1.6,-92.96,15.21,18,0.91,-1,-1.0,-1.0,0.0,16.21,999.0,4.563000000000001,False,False,False,False,0
38.2,12,-1.13,3.9,5.21,6,1.16,8,5.06,7.92,0.0,0.15000000000000036,52.799999999999876,1.5630000000000002,False,False,False,False,1
38.2,14,-67.5,-1.6,0.0,21,0.0,10101,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
38.2,15,-1.6,56.63,0.14,16,-0.17,11111,0.0,1.63,0.17,0.14,11.64285714285714,0.04200000000000001,False,False,True,True,0
38.2,16,-75.0,-1.6,0.0,21,0.0,14,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
38.2,17,33.32,1.6,1.93,14,0.0,13,1.82,4.55,0.0,0.10999999999999988,41.36363636363641,0.579,False,False,False,False,1
38.2,19,1.6,-44.04,2.45,19,-0.44,18,2.32,4.98,0.44,0.13000000000000034,38.307692307692214,0.7350000000000001,False,False,False,False,1
38.2,21,-1.6,64.66,0.51,16,-0.28,15,0.14,3.03,0.28,0.37,8.18918918918919,0.15300000000000002,False,False,False,False,1
38.2,22,42.91,1.6,2.06,14,0.33,17,1.93,4.59,0.0,0.13000000000000012,35.30769230769228,0.6180000000000001,False,False,False,False,1
38.2,23,-1.6,73.17,0.93,16,-0.67,21,0.51,3.51,0.67,0.42000000000000004,8.357142857142856,0.279,False,False,False,False,1
38.2,24,52.61,1.6,2.13,14,-0.19,22,2.06,4.69,0.19,0.06999999999999984,67.00000000000016,0.639,False,False,False,False,1
38.2,25,-1.6,82.14,1.38,16,0.11,23,0.93,3.97,0.0,0.44999999999999984,8.822222222222226,0.4139999999999999,False,False,False,False,1
38.2,26,-1.6,91.22,1.53,16,-0.48,25,1.38,4.08,0.48,0.15000000000000013,27.199999999999978,0.45899999999999996,False,False,False,False,1
38.2,27,63.02,1.6,2.34,14,0.65,24,2.13,5.42,0.0,0.20999999999999996,25.809523809523814,0.702,False,False,False,False,1
38.2,28,73.17,1.6,2.42,14,0.07,27,2.34,5.15,0.0,0.08000000000000007,64.37499999999994,0.726,False,False,False,False,1
38.2,29,-70.24,1.6,15.5,20,1.67,-1,-1.0,-1.0,0.0,16.5,999.0,4.65,False,False,False,False,0
38.2,31,83.21,1.6,2.49,14,0.14,28,2.42,5.04,0.0,0.07000000000000028,71.9999999999997,0.7470000000000001,False,False,False,False,1
38.2,32,-82.54,-1.6,0.04,21,-0.06,16,0.0,2.54,0.06,0.04,63.5,0.012,False,False,True,False,1
38.2,34,1.6,-65.04,3.24,19,1.74,19,2.45,16.0,0.0,0.79,20.253164556962023,0.972,False,False,False,False,1
38.2,35,-90.18,-1.6,0.87,21,-0.48,32,0.04,2.64,0.48,0.83,3.1807228915662655,0.261,False,False,False,False,1
38.2,37,1.6,-75.71,2.95,19,0.91,34,3.24,5.67,0.0,-0.29000000000000004,999.0,0.8850000000000001,False,False,False,False,1
38.2,41,1.6,-86.03,2.75,19,-0.18,37,2.95,5.32,0.18,-0.20000000000000018,999.0,0.8250000000000001,False,False,False,False,1
38.2,42,92.89,1.6,1.89,14,0.65,31,2.49,4.68,0.0,-0.6000000000000003,999.0,0.567,False,False,False,False,1
38.2,8,9.27,-1.6,5.06,15,0.31,-1,-1.0,-1.0,0.0,6.06,999.0,1.518,False,False,False,False,0
38.3,11,-1.6,-94.47,15.06,18,-1.46,-1,-1.0,-1.0,1.46,16.060000000000002,999.0,4.518,False,False,False,False,0
38.3,12,-1.05,3.38,5.22,6,0.09,8,5.1,7.91,0.0,0.1200000000000001,65.91666666666661,1.566,False,False,False,False,1
38.3,14,-67.5,-1.6,0.0,21,0.0,10101,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
38.3,15,-1.6,56.62,0.13,16,-0.1,11111,0.0,1.62,0.1,0.13,12.461538461538462,0.03900000000000001,False,False,True,True,0
38.3,16,-75.0,-1.6,0.0,21,0.0,14,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
38.3,17,33.13,1.6,1.9,14,-0.26,13,1.81,4.54,0.26,0.08999999999999986,50.44444444444452,0.5700000000000001,False,False,False,False,1
38.3,19,1.6,-43.8,2.45,19,0.01,18,2.31,4.96,0.0,0.14000000000000012,35.428571428571395,0.7350000000000001,False,False,False,False,1
38.3,21,-1.6,64.61,0.48,16,-0.27,15,0.13,2.99,0.27,0.35,8.542857142857144,0.14400000000000002,False,False,False,False,1
38.3,22,42.72,1.6,1.96,14,-1.0,17,1.9,4.58,1.0,0.06000000000000005,76.33333333333327,0.5880000000000001,False,False,False,False,1
38.3,23,-1.6,73.08,0.91,16,-0.25,21,0.48,3.47,0.25,0.43000000000000005,8.069767441860465,0.273,False,False,False,False,1
38.3,24,52.39,1.6,2.11,14,-0.23,22,1.96,4.68,0.23,0.1499999999999999,31.200000000000017,0.633,False,False,False,False,1
38.3,25,-1.6,82.01,1.36,16,-0.2,23,0.91,3.92,0.2,0.45000000000000007,8.71111111111111,0.40800000000000003,False,False,False,False,1
38.3,26,-1.6,91.07,1.51,16,-0.18,25,1.36,4.06,0.18,0.1499999999999999,27.06666666666668,0.45299999999999996,False,False,False,False,1
38.3,27,62.8,1.6,2.25,14,-0.87,24,2.11,5.4,0.87,0.14000000000000012,38.57142857142854,0.675,False,False,False,False,1
38.3,28,72.93,1.6,2.4,14,-0.15,27,2.25,5.13,0.15,0.1499999999999999,34.20000000000002,0.72,False,False,False,False,1
38.3,29,-71.81,1.6,15.74,20,2.37,-1,-1.0,-1.0,0.0,16.740000000000002,999.0,4.722,False,False,False,False,0
38.3,31,82.97,1.6,2.43,14,-0.53,28,2.4,5.04,0.53,0.03000000000000025,167.9999999999986,0.7290000000000001,False,False,False,False,1
38.3,32,-82.54,-1.6,0.04,21,-0.05,16,0.0,2.54,0.05,0.04,63.5,0.012,False,False,True,False,1
38.3,34,1.6,-64.7,3.39,19,1.49,19,2.45,15.9,0.0,0.94,16.914893617021278,1.0170000000000001,False,False,False,False,1
38.3,35,-90.1,-1.6,0.82,21,-0.5,32,0.04,2.56,0.5,0.7799999999999999,3.2820512820512824,0.24599999999999997,False,False,False,False,1
38.3,37,1.6,-75.42,2.96,19,0.04,34,3.39,5.72,0.0,-0.43000000000000016,999.0,0.8879999999999999,False,False,False,False,1
38.3,41,1.6,-85.75,2.87,19,1.19,37,2.96,5.33,0.0,-0.08999999999999986,999.0,0.8610000000000001,False,False,False,False,1
38.3,42,92.7,1.6,1.93,14,0.41,31,2.43,4.73,0.0,-0.5000000000000002,999.0,0.579,False,False,False,False,1
38.3,8,9.78,-1.6,5.1,15,0.39,-1,-1.0,-1.0,0.0,6.1,999.0,1.53,False,False,False,False,0
38.4,11,-1.6,-95.96,14.93,18,-1.3,-1,-1.0,-1.0,1.3,15.93,999.0,4.478999999999999,False,False,False,False,0
38.4,12,-0.8,2.93,5.24,6,0.15,8,5.12,7.9,0.0,0.1200000000000001,65.83333333333327,1.572,False,False,False,False,1
38.4,14,-67.5,-1.6,0.0,21,0.0,10101,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
38.4,15,-1.6,56.61,0.12,16,-0.08,11111,0.0,1.61,0.08,0.12,13.416666666666668,0.036000000000000004,False,False,True,True,0
38.4,16,-75.0,-1.6,0.0,21,0.0,14,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
38.4,17,32.94,1.6,1.96,14,0.57,13,1.8,4.52,0.0,0.15999999999999992,28.25000000000001,0.5880000000000001,False,False,False,False,1
38.4,19,1.6,-43.56,2.44,19,-0.13,18,2.3,4.95,0.13,0.14000000000000012,35.357142857142826,0.732,False,False,False,False,1
38.4,21,-1.6,64.57,0.44,16,-0.46,15,0.12,2.96,0.46,0.32,9.25,0.132,False,False,False,False,1
38.4,22,42.51,1.6,2.0,14,0.41,17,1.96,4.58,0.0,0.040000000000000036,114.4999999999999,0.6000000000000001,False,False,False,False,1
38.4,23,-1.6,72.99,0.87,16,-0.43,21,0.44,3.43,0.43,0.43,7.9767441860465125,0.261,False,False,False,False,1
38.4,24,52.19,1.6,2.07,14,-0.41,22,2.0,4.67,0.41,0.06999999999999984,66.71428571428586,0.621,False,False,False,False,1
38.4,25,-1.6,81.87,1.31,16,-0.53,23,0.87,3.88,0.53,0.44000000000000006,8.818181818181817,0.393,False,False,False,False,1
38.4,26,-1.6,90.92,1.49,16,-0.15,25,1.31,4.04,0.15,0.17999999999999994,22.444444444444454,0.44699999999999995,False,False,False,False,1
38.4,27,62.57,1.6,2.27,14,0.26,24,2.07,5.38,0.0,0.20000000000000018,26.899999999999977,0.681,False,False,False,False,1
38.4,28,72.69,1.6,2.36,14,-0.48,27,2.27,5.12,0.48,0.08999999999999986,56.88888888888898,0.708,False,False,False,False,1
38.4,29,-73.37,1.6,15.54,20,-2.0,-1,-1.0,-1.0,2.0,16.54,999.0,4.661999999999999,False,False,False,False,0
38.4,31,82.72,1.6,2.46,14,0.29,28,2.36,5.03,0.0,0.10000000000000009,50.299999999999955,0.738,False,False,False,False,1
38.4,32,-82.54,-1.6,0.03,21,-0.04,16,0.0,2.53,0.04,0.03,84.33333333333333,0.009000000000000001,False,False,True,False,1
38.4,34,1.6,-64.35,3.52,19,1.3,19,2.44,15.79,0.0,1.08,14.620370370370368,1.056,False,False,False,False,1
38.4,35,-90.02,-1.6,0.76,21,-0.57,32,0.03,2.49,0.57,0.73,3.4109589041095894,0.22799999999999998,False,False,False,False,0
38.4,37,1.6,-75.1,3.14,19,1.8,34,3.52,5.75,0.0,-0.3799999999999999,999.0,0.942,False,False,False,False,1
38.4,41,1.6,-85.47,2.8,19,-0.73,37,3.14,5.36,0.73,-0.3400000000000003,999.0,0.8399999999999999,False,False,False,False,1
38.4,42,92.5,1.6,1.95,14,0.13,31,2.46,4.78,0.0,-0.51,999.0,0.585,False,False,False,False,1
38.4,8,10.29,-1.6,5.12,15,0.27,-1,-1.0,-1.0,0.0,6.12,999.0,1.536,False,False,False,False,0
38.5,11,-1.6,-97.5,15.37,18,4.38,-1,-1.0,-1.0,0.0,16.369999999999997,999.0,4.611,False,False,False,False,0
38.5,12,-0.53,2.48,5.24,6,0.09,8,5.15,7.89,0.0,0.08999999999999986,87.6666666666668,1.572,False,False,False,False,1
38.5,14,-67.5,-1.6,0.0,21,0.0,10101,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
38.5,15,-1.6,56.6,0.11,16,-0.12,11111,0.0,1.6,0.12,0.11,14.545454545454547,0.033,False,False,True,True,0
38.5,16,-75.0,-1.6,0.0,21,0.0,14,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
38.5,17,32.74,1.6,1.94,14,-0.16,13,1.79,4.51,0.16,0.1499999999999999,30.066666666666684,0.5820000000000001,False,False,False,False,1
38.5,19,1.6,-43.31,2.41,19,-0.26,18,2.29,4.94,0.26,0.1200000000000001,41.166666666666636,0.7230000000000001,False,False,False,False,1
38.5,21,-1.6,64.53,0.41,16,-0.25,15,0.11,2.93,0.25,0.3,9.766666666666667,0.12299999999999998,False,False,False,False,1
38.5,22,42.32,1.6,1.97,14,-0.33,17,1.94,4.57,0.33,0.030000000000000027,152.3333333333332,0.591,False,False,False,False,1
38.5,23,-1.6,72.91,0.86,16,-0.1,21,0.41,3.38,0.1,0.45,7.511111111111111,0.258,False,False,False,False,1
38.5,24,51.98,1.6,2.09,14,0.16,22,1.97,4.66,0.0,0.11999999999999988,38.83333333333337,0.627,False,False,False,False,1
38.5,25,-1.6,81.75,1.24,16,-0.65,23,0.86,3.84,0.65,0.38,10.105263157894736,0.372,False,False,False,False,1
38.5,26,-1.6,90.77,1.47,16,-0.22,25,1.24,4.02,0.22,0.22999999999999998,17.47826086956522,0.44099999999999995,False,False,False,False,1
38.5,27,62.34,1.6,2.27,14,-0.09,24,2.09,5.37,0.09,0.18000000000000016,29.833333333333307,0.681,False,False,False,False,1
38.5,28,72.46,1.6,2.37,14,0.16,27,2.27,5.11,0.0,0.10000000000000009,51.09999999999996,0.7110000000000001,False,False,False,False,1
38.5,29,-74.92,1.6,15.54,20,0.0,-1,-1.0,-1.0,0.0,16.54,999.0,4.661999999999999,False,False,False,False,0
38.5,31,82.47,1.6,2.47,14,0.07,28,2.37,5.02,0.0,0.10000000000000009,50.19999999999995,0.7410000000000001,False,False,False,False,1
38.5,32,-82.53,-1.6,0.03,21,-0.03,16,0.0,2.53,0.03,0.03,84.33333333333333,0.009000000000000001,False,False,True,False,1
38.5,34,1.6,-63.99,3.57,19,0.49,19,2.41,15.68,0.0,1.1599999999999997,13.517241379310349,1.071,False,False,False,False,1
38.5,35,-89.95,-1.6,0.74,21,-0.19,32,0.03,2.41,0.19,0.71,3.394366197183099,0.22199999999999998,False,False,False,False,0
38.5,37,1.6,-74.78,3.24,19,1.01,34,3.57,5.79,0.0,-0.3299999999999996,999.0,0.972,False,False,False,False,1
38.5,41,1.6,-85.17,2.97,19,1.68,37,3.24,5.39,0.0,-0.27,999.0,0.8910000000000001,False,False,False,False,1
38.5,42,92.3,1.6,2.02,14,0.77,31,2.47,4.83,0.0,-0.4500000000000002,999.0,0.6060000000000001,False,False,False,False,1
38.5,8,10.8,-1.6,5.15,15,0.29,-1,-1.0,-1.0,0.0,6.15,999.0,1.545,False,False,False,False,0
38.6,11,-1.6,-98.99,14.96,18,-4.15,-1,-1.0,-1.0,4.15,15.96,999.0,4.4879999999999995,False,False,False,False,0
38.6,12,-0.26,2.03,5.26,6,0.11,8,5.18,7.88,0.0,0.08000000000000007,98.49999999999991,1.578,False,False,False,False,1
38.6,14,-67.5,-1.6,0.0,21,0.0,10101,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
38.6,15,-1.6,56.59,0.09,16,-0.13,11111,0.0,1.59,0.13,0.09,17.666666666666668,0.026999999999999996,False,False,True,True,0
38.6,16,-75.0,-1.6,0.0,21,0.0,14,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
38.6,17,32.56,1.6,1.86,14,-0.84,13,1.78,4.5,0.84,0.08000000000000007,56.24999999999995,0.558,False,False,False,False,1
38.6,19,1.6,-43.07,2.4,19,-0.1,18,2.28,4.92,0.1,0.1200000000000001,40.999999999999964,0.72,False,False,False,False,1
38.6,21,-1.6,64.49,0.39,16,-0.18,15,0.09,2.9,0.18,0.30000000000000004,9.666666666666664,0.11699999999999999,False,False,False,False,1
38.6,22,42.12,1.6,2.0,14,0.33,17,1.86,4.56,0.0,0.1399999999999999,32.57142857142859,0.6000000000000001,False,False,False,False,1
38.6,23,-1.6,72.83,0.82,16,-0.31,21,0.39,3.34,0.31,0.42999999999999994,7.767441860465117,0.24599999999999997,False,False,False,False,1
38.6,24,51.77,1.6,2.12,14,0.3,22,2.0,4.65,0.0,0.1200000000000001,38.74999999999997,0.6360000000000001,False,False,False,False,1
38.6,25,-1.6,81.63,1.25,16,0.13,23,0.82,3.8,0.0,0.43000000000000005,8.83720930232558,0.375,False,False,False,False,1
38.6,26,-1.6,90.62,1.49,16,0.2,25,1.25,4.0,0.0,0.24,16.666666666666668,0.44699999999999995,False,False,False,False,1
38.6,27,62.12,1.6,2.24,14,-0.24,24,2.12,5.35,0.24,0.1200000000000001,44.58333333333329,0.6720000000000002,False,False,False,False,1
38.6,28,72.22,1.6,2.34,14,-0.33,27,2.24,5.1,0.33,0.09999999999999964,51.00000000000018,0.702,False,False,False,False,1
38.6,29,-76.45,1.6,15.34,20,-2.0,-1,-1.0,-1.0,2.0,16.34,999.0,4.602,False,False,False,False,0
38.6,31,82.23,1.6,2.48,14,0.09,28,2.34,5.0,0.0,0.14000000000000012,35.71428571428568,0.744,False,False,False,False,1
38.6,32,-82.53,-1.6,0.03,21,-0.03,16,0.0,2.53,0.03,0.03,84.33333333333333,0.009000000000000001,False,False,True,False,1
38.6,34,1.6,-63.63,3.59,19,0.23,19,2.4,15.56,0.0,1.19,13.075630252100842,1.077,False,False,False,False,1
38.6,35,-89.88,-1.6,0.7,21,-0.45,32,0.03,2.35,0.45,0.6699999999999999,3.5074626865671648,0.20999999999999996,False,False,False,False,0
38.6,37,1.6,-74.45,3.3,19,0.57,34,3.59,5.82,0.0,-0.29000000000000004,999.0,0.9899999999999999,False,False,False,False,1
38.6,41,1.6,-84.87,2.98,19,0.16,37,3.3,5.42,0.0,-0.31999999999999984,999.0,0.8939999999999999,False,False,False,False,1
38.6,42,92.1,1.6,2.01,14,-0.15,31,2.48,4.87,0.15,-0.4700000000000002,999.0,0.603,False,False,False,False,1
38.6,8,11.32,-1.6,5.18,15,0.31,-1,-1.0,-1.0,0.0,6.18,999.0,1.554,False,False,False,False,0
38.6,11111,-1.6,50.0,0.0,16,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
38.7,12,0.01,1.58,5.27,3,0.13,8,5.22,7.88,0.0,0.04999999999999982,157.60000000000056,1.5809999999999997,False,False,False,False,1
38.7,14,-67.5,-1.6,0.0,21,0.0,10101,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
38.7,15,-1.6,56.58,0.09,16,-0.06,11111,0.0,1.58,0.06,0.09,17.555555555555557,0.026999999999999996,False,False,True,True,0
38.7,16,-75.0,-1.6,0.0,21,0.0,14,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
38.7,17,32.37,1.6,1.85,14,-0.09,13,1.77,4.49,0.09,0.08000000000000007,56.12499999999995,0.5549999999999999,False,False,False,False,1
38.7,19,1.6,-42.84,2.38,19,-0.21,18,2.27,4.91,0.21,0.10999999999999988,44.63636363636369,0.714,False,False,False,False,1
38.7,21,-1.6,64.45,0.37,16,-0.24,15,0.09,2.87,0.24,0.28,10.25,0.11099999999999999,False,False,False,False,1
38.7,22,41.92,1.6,2.0,14,-0.07,17,1.85,4.54,0.07,0.1499999999999999,30.266666666666683,0.6000000000000001,False,False,False,False,1
38.7,23,-1.6,72.75,0.76,16,-0.66,21,0.37,3.3,0.66,0.39,8.461538461538462,0.22799999999999998,False,False,False,False,1
38.7,24,51.56,1.6,2.04,14,-0.72,22,2.0,4.64,0.72,0.040000000000000036,115.99999999999989,0.6120000000000001,False,False,False,False,1
38.7,25,-1.6,81.51,1.16,16,-0.93,23,0.76,3.76,0.93,0.3999999999999999,9.400000000000002,0.348,False,False,False,False,1
38.7,26,-1.6,90.47,1.46,16,-0.27,25,1.16,3.96,0.27,0.30000000000000004,13.199999999999998,0.43799999999999994,False,False,False,False,1
38.7,27,61.89,1.6,2.3,14,0.55,24,2.04,5.33,0.0,0.2599999999999998,20.500000000000018,0.69,False,False,False,False,1
38.7,28,71.99,1.6,2.36,14,0.23,27,2.3,5.1,0.0,0.06000000000000005,84.99999999999991,0.708,False,False,False,False,1
38.7,29,-77.98,1.6,15.26,20,-0.86,-1,-1.0,-1.0,0.86,16.259999999999998,999.0,4.578,False,False,False,False,0
38.7,30,-1.6,-50.74,3.49,18,-5.38,-1,-1.0,-1.0,5.38,4.49,999.0,1.0470000000000002,True,False,False,False,0
38.7,31,81.98,1.6,2.43,14,-0.52,28,2.36,5.0,0.52,0.07000000000000028,71.42857142857113,0.7290000000000001,False,False,False,False,1
38.7,32,-82.53,-1.6,0.03,21,-0.03,16,0.0,2.53,0.03,0.03,84.33333333333333,0.009000000000000001,False,False,True,False,1
38.7,34,1.6,-63.27,3.59,19,-0.07,19,2.38,15.44,0.07,1.21,12.760330578512397,1.077,False,False,False,False,1
38.7,35,-89.81,-1.6,0.64,21,-0.59,32,0.03,2.29,0.59,0.61,3.7540983606557377,0.192,False,False,False,False,0
38.7,37,1.6,-74.12,3.32,19,0.28,34,3.59,5.84,0.0,-0.27,999.0,0.9959999999999999,False,False,False,False,1
38.7,41,1.6,-84.57,3.0,19,0.12,37,3.32,5.45,0.0,-0.31999999999999984,999.0,0.8999999999999999,False,False,False,False,1
38.7,42,91.9,1.6,2.01,14,0.05,31,2.43,4.91,0.0,-0.4200000000000004,999.0,0.603,False,False,False,False,1
38.7,8,11.84,-1.6,5.22,15,0.39,-1,-1.0,-1.0,0.0,6.22,999.0,1.566,False,False,False,False,0
38.7,10101,-60.0,-1.6,0.0,21,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
38.7,11111,-1.6,50.0,0.0,16,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
38.8,12,0.28,1.13,5.24,3,-0.25,8,5.25,7.88,0.25,-0.009999999999999787,999.0,1.572,False,False,False,False,1
38.8,14,-67.5,-1.6,0.0,21,0.0,10101,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
38.8,15,-1.6,56.57,0.08,16,-0.11,11111,0.0,1.57,0.11,0.08,19.625,0.024,False,False,True,True,0
38.8,16,-75.0,-1.6,0.0,21,0.0,14,0.0,2.5,0.0,0.0,999.0,0.0,False,False,True,False,1
38.8,17,32.19,1.6,1.86,14,0.08,13,1.76,4.48,0.0,0.10000000000000009,44.79999999999996,0.558,False,False,False,False,1
38.8,19,1.6,-42.6,2.4,19,0.21,18,2.26,4.9,0.0,0.14000000000000012,34.99999999999997,0.72,False,False,False,False,1
38.8,21,-1.6,64.42,0.34,16,-0.29,15,0.08,2.84,0.29,0.26,10.923076923076922,0.10200000000000001,False,False,False,False,1
38.8,22,41.72,1.6,2.0,14,0.05,17,1.86,4.53,0.0,0.1399999999999999,32.35714285714288,0.6000000000000001,False,False,False,False,1
38.8,23,-1.6,72.68,0.72,16,-0.35,21,0.34,3.26,0.35,0.37999999999999995,8.578947368421053,0.21599999999999997,False,False,False,False,1
38.8,24,51.35,1.6,2.12,14,0.76,22,2.0,4.63,0.0,0.1200000000000001,38.5833333333333,0.6360000000000001,False,False,False,False,1
38.8,25,-1.6,81.4,1.13,16,-0.29,23,0.72,3.72,0.29,0.4099999999999999,9.07317073170732,0.33899999999999997,False,False,False,False,1
38.8,26,-1.6,90.33,1.42,16,-0.46,25,1.13,3.94,0.46,0.29000000000000004,13.586206896551722,0.42599999999999993,False,False,False,False,1
38.8,27,61.66,1.6,2.25,14,-0.45,24,2.12,5.31,0.45,0.1299999999999999,40.846153846153875,0.675,False,False,False,False,1
38.8,28,71.75,1.6,2.35,14,-0.16,27,2.25,5.09,0.16,0.10000000000000009,50.899999999999956,0.7050000000000001,False,False,False,False,1
38.8,29,-79.51,1.6,15.26,20,0.0,-1,-1.0,-1.0,0.0,16.259999999999998,999.0,4.578,False,False,False,False,0
38.8,30,-1.6,-50.44,3.01,18,-4.84,-1,-1.0,-1.0,4.84,4.01,999.0,0.903,True,False,False,False,0
38.8,31,81.74,1.6,2.38,14,-0.46,28,2.35,4.99,0.46,0.029999999999999805,166.33333333333442,0.714,False,False,False,False,1
38.8,32,-82.52,-1.6,0.02,21,-0.03,16,0.0,2.52,0.03,0.02,126.0,0.006,False,False,True,False,1
38.8,34,1.6,-62.92,3.56,19,-0.31,19,2.4,15.32,0.31,1.1600000000000001,13.206896551724137,1.068,False,False,False,False,1
38.8,35,-89.75,-1.6,0.62,21,-0.2,32,0.02,2.23,0.2,0.6,3.716666666666667,0.186,False,False,False,False,0
38.8,37,1.6,-73.8,3.2,19,-1.27,34,3.56,5.88,1.27,-0.3599999999999999,999.0,0.96,False,False,False,False,1
38.8,41,1.6,-84.27,3.02,19,0.24,37,3.2,5.47,0.0,-0.18000000000000016,999.0,0.9059999999999999,False,False,False,False,1
38.8,42,91.68,1.6,2.13,14,1.15,31,2.38,4.94,0.0,-0.25,999.0,0.639,False,False,False,False,1
38.8,8,12.37,-1.6,5.25,15,0.31,-1,-1.0,-1.0,0.0,6.25,999.0,1.5750000000000002,False,False,False,False,0
38.8,10101,-60.0,-1.6,0.0,21,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
38.8,11111,-1.6,50.0,0.0,16,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0
38.9,12,0.55,0.68,5.24,3,-0.02,8,5.28,7.88,0.02,-0.040000000000000036,999.0,1.572,False,False,False,False,1
38.9,15,-1.6,56.57,0.07,16,-0.08,11111,0.0,1.57,0.08,0.07,22.428571428571427,0.021000000000000005,False,False,True,True,0
38.9,16,-75.0,-1.6,0.0,21,0.0,10101,0.0,10.0,0.0,0.0,999.0,0.0,False,False,True,False,1
38.9,17,32.01,1.6,1.82,14,-0.31,13,1.75,4.47,0.31,0.07000000000000006,63.8571428571428,0.546,False,False,False,False,1
38.9,19,1.6,-42.36,2.39,19,-0.08,18,2.25,4.88,0.08,0.14000000000000012,34.857142857142826,0.7170000000000001,False,False,False,False,1
38.9,21,-1.6,64.38,0.32,16,-0.18,15,0.07,2.82,0.18,0.25,11.28,0.096,False,False,False,False,1
38.9,22,41.52,1.6,1.97,14,-0.35,17,1.82,4.51,0.35,0.1499999999999999,30.066666666666684,0.591,False,False,False,False,1
38.9,23,-1.6,72.61,0.69,16,-0.34,21,0.32,3.23,0.34,0.36999999999999994,8.729729729729732,0.20699999999999996,False,False,False,False,1
38.9,24,51.14,1.6,2.12,14,0.01,22,1.97,4.62,0.0,0.15000000000000013,30.799999999999972,0.6360000000000001,False,False,False,False,1
38.9,25,-1.6,81.28,1.12,16,-0.14,23,0.69,3.67,0.14,0.43000000000000016,8.53488372093023,0.3360000000000001,False,False,False,False,1
38.9,26,-1.6,90.19,1.39,16,-0.23,25,1.12,3.91,0.23,0.2699999999999998,14.481481481481493,0.4169999999999999,False,False,False,False,1
38.9,27,61.44,1.6,2.25,14,-0.01,24,2.12,5.3,0.01,0.1299999999999999,40.7692307692308,0.675,False,False,False,False,1
38.9,28,71.51,1.6,2.37,14,0.27,27,2.25,5.07,0.0,0.1200000000000001,42.249999999999964,0.7110000000000001,False,False,False,False,1
38.9,29,-81.03,1.6,15.26,20,0.0,-1,-1.0,-1.0,0.0,16.259999999999998,999.0,4.578,False,False,False,False,0
38.9,30,-1.6,-50.18,2.58,18,-4.27,-1,-1.0,-1.0,4.27,3.58,999.0,0.774,False,False,False,False,0
