"Time","VehicleId","Pos_x","Pos_y","Type","Speed","Lane","Slope","LeaderID","LeaderSpeed","LeaderGap","Acceleration"
"15.50","vehicle_1","-31.86","-1.60","type5","9.96","west_right_0","0.00","vehicle_0","12.85","49.38","-0.21"
"15.50","vehicle_10","1.60","-55.61","type4","13.18","south_up_0","0.00","vehicle_9","13.64","16.25","-0.75"
"15.50","vehicle_11","-1.60","88.36","type2","7.00","north_down_0","0.00","y","9.88","7.92","2.88"
"15.50","vehicle_13","90.62","1.60","fast_car","4.08","east_left_0","0.00","vehicle_4","11.00","135.58","-0.10"
"15.50","vehicle_2","-1.60","-74.09","type3","14.66","south_down_0","0.00","-1","-1","-1","-0.85"
"15.50","vehicle_3","1.60","42.97","type3","13.82","north_up_0","0.00","-1","-1","-1","-0.56"
"15.50","vehicle_4","-49.96","1.60","type2","11.00","west_left_0","0.00","-1","-1","-1","-1.04"
"15.50","vehicle_5","37.83","-1.60","type4","14.09","east_right_0","0.00","-1","-1","-1","-2.92"
"15.50","vehicle_6","3.25","-0.99","type2","11.77",":intersection_12_0","0.00","vehicle_5","14.09","29.63","-1.37"
"15.50","vehicle_7","-1.60","16.22","type2","12.82","north_down_0","0.00","vehicle_2","14.66","85.31","3.83"
"15.50","vehicle_8","-90.70","-1.60","slow_car","1.81","west_right_0","0.00","x","0.00","25.70","0.49"
"15.50","vehicle_9","1.60","-34.37","type4","13.64","south_up_0","0.00","vehicle_0","12.85","52.10","-0.49"
"15.50","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","vehicle_1","9.96","23.14","0.00"
"15.50","y","-1.60","75.45","obstacle","9.88","north_down_0","0.00","vehicle_7","12.82","54.23","-0.19"
"15.60","vehicle_0","1.60","24.00","type1","12.66","north_up_0","0.00","vehicle_3","14.02","15.37","-1.90"
"15.60","vehicle_1","-30.86","-1.60","type5","9.93","west_right_0","0.00","vehicle_0","12.66","49.66","-0.35"
"15.60","vehicle_10","1.60","-54.25","type4","13.66","south_up_0","0.00","vehicle_9","13.55","16.24","4.85"
"15.60","vehicle_11","-1.60","87.64","type2","7.28","north_down_0","0.00","y","9.89","8.18","2.71"
"15.60","vehicle_13","90.21","1.60","fast_car","4.07","east_left_0","0.00","vehicle_4","11.11","136.28","-0.10"
"15.60","vehicle_2","-1.60","-75.58","type3","14.85","south_down_0","0.00","-1","-1","-1","1.90"
"15.60","vehicle_3","1.60","44.37","type3","14.02","north_up_0","0.00","-1","-1","-1","1.96"
"15.60","vehicle_4","-51.07","1.60","type2","11.11","west_left_0","0.00","-1","-1","-1","1.09"
"15.60","vehicle_5","39.26","-1.60","type4","14.36","east_right_0","0.00","-1","-1","-1","2.70"
"15.60","vehicle_6","4.40","-1.20","type2","11.78",":intersection_12_0","0.00","vehicle_5","14.36","29.89","0.05"
"15.60","vehicle_7","-1.60","14.92","type2","12.97","north_down_0","0.00","vehicle_2","14.85","85.50","1.49"
"15.60","vehicle_8","-90.51","-1.60","slow_car","1.86","west_right_0","0.00","x","0.00","25.51","0.47"
"15.60","vehicle_9","1.60","-33.01","type4","13.55","south_up_0","0.00","vehicle_0","12.66","52.01","-0.81"
"15.60","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","vehicle_1","9.93","24.14","0.00"
"15.60","y","-1.60","74.46","obstacle","9.89","north_down_0","0.00","vehicle_7","12.97","54.54","0.09"
"15.70","vehicle_0","1.60","25.25","type1","12.47","north_up_0","0.00","vehicle_3","13.82","15.50","-1.90"
"15.70","vehicle_1","-29.87","-1.60","type5","9.95","west_right_0","0.00","vehicle_0","12.47","49.91","0.22"
"15.70","vehicle_10","1.60","-52.88","type4","13.64","south_up_0","0.00","vehicle_9","13.94","16.27","-0.25"
"15.70","vehicle_11","-1.60","86.90","type2","7.39","north_down_0","0.00","y","9.90","8.43","1.18"
"15.70","vehicle_12","-1.60","94.90","type5","0.00","north_down_0","0.00","vehicle_11","7.39","3.00","0.00"
"15.70","vehicle_13","89.80","1.60","fast_car","4.06","east_left_0","0.00","vehicle_4","11.51","137.03","-0.10"
"15.70","vehicle_2","-1.60","-77.04","type3","14.65","south_down_0","0.00","-1","-1","-1","-2.00"
"15.70","vehicle_3","1.60","45.75","type3","13.82","north_up_0","0.00","-1","-1","-1","-2.00"
"15.70","vehicle_4","-52.22","1.60","type2","11.51","west_left_0","0.00","-1","-1","-1","4.07"
"15.70","vehicle_5","40.71","-1.60","type4","14.47","east_right_0","0.00","-1","-1","-1","1.07"
"15.70","vehicle_6","5.57","-1.37","type2","11.81",":intersection_12_0","0.00","vehicle_5","14.47","30.16","0.33"
"15.70","vehicle_7","-1.60","13.65","type2","12.75","north_down_0","0.00","vehicle_2","14.65","85.69","-2.19"
"15.70","vehicle_8","-90.32","-1.60","slow_car","1.89","west_right_0","0.00","x","0.00","25.32","0.33"
"15.70","vehicle_9","1.60","-31.62","type4","13.94","south_up_0","0.00","vehicle_0","12.47","51.87","3.87"
"15.70","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","vehicle_1","9.95","25.13","0.00"
"15.70","y","-1.60","73.47","obstacle","9.90","north_down_0","0.00","vehicle_7","12.75","54.82","0.08"
"15.80","vehicle_0","1.60","26.55","type1","13.03","north_up_0","0.00","vehicle_3","13.94","15.59","5.66"
"15.80","vehicle_1","-28.88","-1.60","type5","9.94","west_right_0","0.00","vehicle_0","13.03","50.22","-0.05"
"15.80","vehicle_10","1.60","-51.55","type4","13.34","south_up_0","0.00","vehicle_9","14.10","16.34","-3.01"
"15.80","vehicle_11","-1.60","86.15","type2","7.43","north_down_0","0.00","y","9.87","8.67","0.37"
"15.80","vehicle_12","-1.60","94.88","type5","0.20","north_down_0","0.00","vehicle_11","7.43","3.73","2.00"
"15.80","vehicle_13","89.40","1.60","fast_car","4.05","east_left_0","0.00","vehicle_4","11.20","137.74","-0.10"
"15.80","vehicle_2","-1.60","-78.49","type3","14.45","south_down_0","0.00","-1","-1","-1","-2.00"
"15.80","vehicle_3","1.60","47.14","type3","13.94","north_up_0","0.00","-1","-1","-1","1.22"
"15.80","vehicle_4","-53.34","1.60","type2","11.20","west_left_0","0.00","-1","-1","-1","-3.16"
"15.80","vehicle_5","42.10","-1.60","type4","13.92","east_right_0","0.00","-1","-1","-1","-5.51"
"15.80","vehicle_6","6.78","-1.54","type2","12.21",":intersection_12_0","0.00","vehicle_5","13.92","30.33","4.02"
"15.80","vehicle_7","-1.60","12.39","type2","12.55","north_down_0","0.00","vehicle_2","14.45","85.88","-1.99"
"15.80","vehicle_8","-90.13","-1.60","slow_car","1.92","west_right_0","0.00","x","0.00","25.13","0.31"
"15.80","vehicle_9","1.60","-30.21","type4","14.10","south_up_0","0.00","vehicle_0","13.03","51.76","1.60"
"15.80","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","vehicle_1","9.94","26.12","0.00"
"15.80","y","-1.60","72.48","obstacle","9.87","north_down_0","0.00","vehicle_7","12.55","55.09","-0.28"
"15.90","vehicle_0","1.60","27.84","type1","12.91","north_up_0","0.00","vehicle_3","14.19","15.72","-1.26"
"15.90","vehicle_1","-27.88","-1.60","type5","9.98","west_right_0","0.00","vehicle_0","12.91","50.51","0.36"
"15.90","vehicle_10","1.60","-50.19","type4","13.58","south_up_0","0.00","vehicle_9","14.07","16.39","2.45"
"15.90","vehicle_11","-1.60","85.38","type2","7.78","north_down_0","0.00","y","9.87","8.88","3.52"
"15.90","vehicle_12","-1.60","94.84","type5","0.38","north_down_0","0.00","vehicle_11","7.78","4.47","1.82"
"15.90","vehicle_13","89.00","1.60","fast_car","4.04","east_left_0","0.00","vehicle_4","11.21","138.46","-0.10"
"15.90","vehicle_2","-1.60","-79.92","type3","14.36","south_down_0","0.00","-1","-1","-1","-0.95"
"15.90","vehicle_3","1.60","48.56","type3","14.19","north_up_0","0.00","-1","-1","-1","2.48"
"15.90","vehicle_4","-54.46","1.60","type2","11.21","west_left_0","0.00","-1","-1","-1","0.12"
"15.90","vehicle_5","43.49","-1.60","type4","13.89","east_right_0","0.00","-1","-1","-1","-0.22"
"15.90","vehicle_6","7.98","-1.60","type2","12.10","east_right_0","0.00","vehicle_5","13.89","30.51","-1.18"
"15.90","vehicle_7","-1.60","11.10","type2","12.93","north_down_0","0.00","vehicle_2","14.36","86.02","3.76"
"15.90","vehicle_8","-89.93","-1.60","slow_car","1.97","west_right_0","0.00","x","0.00","24.93","0.49"
"15.90","vehicle_9","1.60","-28.80","type4","14.07","south_up_0","0.00","vehicle_0","12.91","51.64","-0.36"
"15.90","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","vehicle_1","9.98","27.12","0.00"
"15.90","y","-1.60","71.49","obstacle","9.87","north_down_0","0.00","vehicle_7","12.93","55.40","0.00"
"16.00","vehicle_0","1.60","29.14","type1","12.98","north_up_0","0.00","vehicle_3","13.99","15.82","0.69"
"16.00","vehicle_1","-26.88","-1.60","type5","9.96","west_right_0","0.00","vehicle_0","12.98","50.81","-0.18"
"16.00","vehicle_10","1.60","-48.82","type4","13.75","south_up_0","0.00","vehicle_9","14.20","16.44","1.65"
"16.00","vehicle_11","-1.60","84.61","type2","7.64","north_down_0","0.00","y","9.94","9.11","-1.46"
"16.00","vehicle_12","-1.60","94.78","type5","0.57","north_down_0","0.00","vehicle_11","7.64","5.17","1.89"
"16.00","vehicle_13","88.59","1.60","fast_car","4.03","east_left_0","0.00","vehicle_4","11.30","139.19","-0.10"
"16.00","vehicle_2","-1.60","-81.41","type3","14.85","south_down_0","0.00","-1","-1","-1","4.94"
"16.00","vehicle_3","1.60","49.96","type3","13.99","north_up_0","0.00","-1","-1","-1","-2.00"
"16.00","vehicle_4","-55.59","1.60","type2","11.30","west_left_0","0.00","-1","-1","-1","0.94"
"16.00","vehicle_5","44.87","-1.60","type4","13.81","east_right_0","0.00","-1","-1","-1","-0.81"
"16.00","vehicle_6","9.17","-1.60","type2","11.85","east_right_0","0.00","vehicle_5","13.81","30.70","-2.45"
"16.00","vehicle_7","-1.60","9.82","type2","12.82","north_down_0","0.00","vehicle_2","14.85","86.22","-1.06"
"16.00","vehicle_8","-89.74","-1.60","slow_car","2.00","west_right_0","0.00","x","0.00","24.74","0.26"
"16.00","vehicle_9","1.60","-27.38","type4","14.20","south_up_0","0.00","vehicle_0","12.98","51.52","1.38"
"16.00","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","vehicle_1","9.96","28.12","0.00"
"16.00","y","-1.60","70.50","obstacle","9.94","north_down_0","0.00","vehicle_7","12.82","55.68","0.73"
"16.10","vehicle_0","1.60","30.40","type1","12.63","north_up_0","0.00","vehicle_3","14.04","15.96","-3.50"
"16.10","vehicle_1","-25.89","-1.60","type5","9.91","west_right_0","0.00","vehicle_0","12.63","51.08","-0.51"
"16.10","vehicle_10","1.60","-47.45","type4","13.70","south_up_0","0.00","vehicle_9","14.08","16.48","-0.51"
"16.10","vehicle_11","-1.60","83.84","type2","7.75","north_down_0","0.00","y","9.93","9.33","1.15"
"16.10","vehicle_12","-1.60","94.71","type5","0.74","north_down_0","0.00","vehicle_11","7.75","5.87","1.73"
"16.10","vehicle_13","88.19","1.60","fast_car","4.02","east_left_0","0.00","vehicle_4","11.51","139.94","-0.10"
"16.10","vehicle_2","-1.60","-82.89","type3","14.82","south_down_0","0.00","-1","-1","-1","-0.32"
"16.10","vehicle_3","1.60","51.36","type3","14.04","north_up_0","0.00","-1","-1","-1","0.52"
"16.10","vehicle_4","-56.74","1.60","type2","11.51","west_left_0","0.00","-1","-1","-1","2.05"
"16.10","vehicle_5","46.25","-1.60","type4","13.82","east_right_0","0.00","-1","-1","-1","0.11"
"16.10","vehicle_6","10.38","-1.60","type2","12.12","east_right_0","0.00","vehicle_5","13.82","30.87","2.68"
"16.10","vehicle_7","-1.60","8.55","type2","12.68","north_down_0","0.00","vehicle_2","14.82","86.44","-1.45"
"16.10","vehicle_8","-89.53","-1.60","slow_car","2.05","west_right_0","0.00","x","0.00","24.53","0.48"
"16.10","vehicle_9","1.60","-25.97","type4","14.08","south_up_0","0.00","vehicle_0","12.63","51.37","-1.23"
"16.10","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","vehicle_1","9.91","29.11","0.00"
"16.10","y","-1.60","69.51","obstacle","9.93","north_down_0","0.00","vehicle_7","12.68","55.96","-0.12"
"16.20","vehicle_0","1.60","31.68","type1","12.75","north_up_0","0.00","vehicle_3","13.84","16.07","1.26"
"16.20","vehicle_1","-24.89","-1.60","type5","9.97","west_right_0","0.00","vehicle_0","12.75","51.36","0.60"
"16.20","vehicle_10","1.60","-46.09","type4","13.63","south_up_0","0.00","vehicle_9","13.91","16.51","-0.71"
"16.20","vehicle_11","-1.60","83.03","type2","8.06","north_down_0","0.00","y","9.94","9.52","3.09"
"16.20","vehicle_12","-1.60","94.62","type5","0.92","north_down_0","0.00","vehicle_11","8.06","6.59","1.77"
"16.20","vehicle_13","87.79","1.60","fast_car","4.01","east_left_0","0.00","vehicle_4","11.42","140.68","-0.10"
"16.20","vehicle_2","-1.60","-84.38","type3","14.94","south_down_0","0.00","-1","-1","-1","1.19"
"16.20","vehicle_3","1.60","52.75","type3","13.84","north_up_0","0.00","-1","-1","-1","-2.00"
"16.20","vehicle_4","-57.89","1.60","type2","11.42","west_left_0","0.00","-1","-1","-1","-0.93"
"16.20","vehicle_5","47.68","-1.60","type4","14.27","east_right_0","0.00","-1","-1","-1","4.46"
"16.20","vehicle_6","11.60","-1.60","type2","12.20","east_right_0","0.00","vehicle_5","14.27","31.08","0.78"
"16.20","vehicle_7","-1.60","7.26","type2","12.90","north_down_0","0.00","vehicle_2","14.94","86.64","2.27"
"16.20","vehicle_8","-89.32","-1.60","slow_car","2.07","west_right_0","0.00","x","0.00","24.32","0.26"
"16.20","vehicle_9","1.60","-24.58","type4","13.91","south_up_0","0.00","vehicle_0","12.75","51.26","-1.69"
"16.20","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","vehicle_1","9.97","30.11","0.00"
"16.20","y","-1.60","68.51","obstacle","9.94","north_down_0","0.00","vehicle_7","12.90","56.26","0.07"
"16.30","vehicle_0","1.60","32.97","type1","12.90","north_up_0","0.00","vehicle_3","13.85","16.16","1.46"
"16.30","vehicle_1","-23.89","-1.60","type5","10.00","west_right_0","0.00","vehicle_0","12.90","51.65","0.25"
"16.30","vehicle_10","1.60","-44.72","type4","13.67","south_up_0","0.00","vehicle_9","14.01","16.54","0.40"
"16.30","vehicle_11","-1.60","82.20","type2","8.34","north_down_0","0.00","y","9.88","9.67","2.82"
"16.30","vehicle_12","-1.60","94.51","type5","1.09","north_down_0","0.00","vehicle_11","8.34","7.31","1.69"
"16.30","vehicle_13","87.39","1.60","fast_car","4.00","east_left_0","0.00","vehicle_4","11.09","141.39","-0.10"
"16.30","vehicle_2","-1.60","-85.88","type3","14.93","south_down_0","0.00","-1","-1","-1","-0.07"
"16.30","vehicle_3","1.60","54.13","type3","13.85","north_up_0","0.00","-1","-1","-1","0.11"
"16.30","vehicle_4","-58.99","1.60","type2","11.09","west_left_0","0.00","-1","-1","-1","-3.27"
"16.30","vehicle_5","49.08","-1.60","type4","13.99","east_right_0","0.00","-1","-1","-1","-2.77"
"16.30","vehicle_6","12.78","-1.60","type2","11.76","east_right_0","0.00","vehicle_5","13.99","31.30","-4.38"
"16.30","vehicle_7","-1.60","6.01","type2","12.47",":intersection_1_0","0.00","vehicle_2","14.93","86.89","-4.30"
"16.30","vehicle_8","-89.11","-1.60","slow_car","2.11","west_right_0","0.00","x","0.00","24.11","0.38"
"16.30","vehicle_9","1.60","-23.18","type4","14.01","south_up_0","0.00","vehicle_0","12.90","51.15","1.00"
"16.30","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","vehicle_1","10.00","31.11","0.00"
"16.30","y","-1.60","67.52","obstacle","9.88","north_down_0","0.00","vehicle_7","12.47","56.51","-0.53"
"16.40","vehicle_0","1.60","34.24","type1","12.76","north_up_0","0.00","vehicle_3","14.22","16.31","-1.41"
"16.40","vehicle_1","-22.90","-1.60","type5","9.97","west_right_0","0.00","vehicle_0","12.76","51.93","-0.28"
"16.40","vehicle_10","1.60","-43.39","type4","13.34","south_up_0","0.00","vehicle_9","13.98","16.60","-3.27"
"16.40","vehicle_11","-1.60","81.36","type2","8.40","north_down_0","0.00","y","9.91","9.82","0.57"
"16.40","vehicle_12","-1.60","94.39","type5","1.23","north_down_0","0.00","vehicle_11","8.40","8.03","1.42"
"16.40","vehicle_13","86.99","1.60","fast_car","3.99","east_left_0","0.00","vehicle_4","11.27","142.12","-0.10"
"16.40","vehicle_2","-1.60","-87.35","type3","14.73","south_down_0","0.00","-1","-1","-1","-2.00"
"16.40","vehicle_3","1.60","55.56","type3","14.22","north_up_0","0.00","-1","-1","-1","3.76"
"16.40","vehicle_4","-60.12","1.60","type2","11.27","west_left_0","0.00","-1","-1","-1","1.83"
"16.40","vehicle_5","50.49","-1.60","type4","14.14","east_right_0","0.00","-1","-1","-1","1.44"
"16.40","vehicle_6","14.00","-1.60","type2","12.21","east_right_0","0.00","vehicle_5","14.14","31.50","4.53"
"16.40","vehicle_7","-1.60","4.71","type2","13.03",":intersection_1_0","0.00","vehicle_2","14.73","87.06","5.54"
"16.40","vehicle_8","-88.90","-1.60","slow_car","2.14","west_right_0","0.00","x","0.00","23.90","0.30"
"16.40","vehicle_9","1.60","-21.78","type4","13.98","south_up_0","0.00","vehicle_0","12.76","51.02","-0.32"
"16.40","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","vehicle_1","9.97","32.10","0.00"
"16.40","y","-1.60","66.53","obstacle","9.91","north_down_0","0.00","vehicle_7","13.03","56.83","0.27"
"16.50","vehicle_0","1.60","35.51","type1","12.64","north_up_0","0.00","vehicle_3","14.09","16.46","-1.11"
"16.50","vehicle_1","-21.90","-1.60","type5","9.97","west_right_0","0.00","vehicle_0","12.64","52.20","-0.00"
"16.50","vehicle_10","1.60","-42.00","type4","13.85","south_up_0","0.00","vehicle_9","13.92","16.61","5.14"
"16.50","vehicle_11","-1.60","80.51","type2","8.50","north_down_0","0.00","y","9.87","9.96","0.97"
"16.50","vehicle_12","-1.60","94.25","type5","1.40","north_down_0","0.00","vehicle_11","8.50","8.74","1.64"
"16.50","vehicle_13","86.60","1.60","fast_car","3.98","east_left_0","0.00","vehicle_4","11.04","142.82","-0.10"
"16.50","vehicle_2","-1.60","-88.81","type3","14.59","south_down_0","0.00","-1","-1","-1","-1.47"
"16.50","vehicle_3","1.60","56.96","type3","14.09","north_up_0","0.00","-1","-1","-1","-1.33"
"16.50","vehicle_4","-61.23","1.60","type2","11.04","west_left_0","0.00","-1","-1","-1","-2.35"
"16.50","vehicle_5","51.92","-1.60","type4","14.28","east_right_0","0.00","-1","-1","-1","1.44"
"16.50","vehicle_6","15.18","-1.60","type2","11.88","east_right_0","0.00","vehicle_5","14.28","31.74","-3.37"
"16.50","vehicle_7","-1.60","3.43","type2","12.82",":intersection_1_0","0.00","vehicle_2","14.59","87.24","-2.01"
"16.50","vehicle_8","-88.68","-1.60","slow_car","2.17","west_right_0","0.00","x","0.00","23.68","0.30"
"16.50","vehicle_9","1.60","-20.39","type4","13.92","south_up_0","0.00","vehicle_0","12.64","50.90","-0.56"
"16.50","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","vehicle_1","9.97","33.10","0.00"
"16.50","y","-1.60","65.55","obstacle","9.87","north_down_0","0.00","vehicle_7","12.82","57.12","-0.42"
"16.60","vehicle_0","1.60","36.79","type1","12.83","north_up_0","0.00","vehicle_3","13.89","16.56","1.85"
"16.60","vehicle_1","-20.91","-1.60","type5","9.92","west_right_0","0.00","vehicle_0","12.83","52.49","-0.47"
"16.60","vehicle_10","1.60","-40.59","type4","14.07","south_up_0","0.00","vehicle_9","14.01","16.61","2.19"
"16.60","vehicle_11","-1.60","79.69","type2","8.19","north_down_0","0.00","y","9.95","10.13","-3.04"
"16.60","vehicle_12","-1.60","94.09","type5","1.57","north_down_0","0.00","vehicle_11","8.19","9.40","1.74"
"16.60","vehicle_13","86.20","1.60","fast_car","3.97","east_left_0","0.00","vehicle_4","11.27","143.55","-0.10"
"16.60","vehicle_2","-1.60","-90.30","type3","14.85","south_down_0","0.00","-1","-1","-1","2.64"
"16.60","vehicle_3","1.60","58.35","type3","13.89","north_up_0","0.00","-1","-1","-1","-2.00"
"16.60","vehicle_4","-62.35","1.60","type2","11.27","west_left_0","0.00","-1","-1","-1","2.38"
"16.60","vehicle_5","53.35","-1.60","type4","14.28","east_right_0","0.00","-1","-1","-1","-0.05"
"16.60","vehicle_6","16.39","-1.60","type2","12.02","east_right_0","0.00","vehicle_5","14.28","31.96","1.48"
"16.60","vehicle_7","-1.60","2.17","type2","12.57",":intersection_1_0","0.00","vehicle_2","14.85","87.46","-2.57"
"16.60","vehicle_8","-88.46","-1.60","slow_car","2.21","west_right_0","0.00","x","0.00","23.46","0.36"
"16.60","vehicle_9","1.60","-18.99","type4","14.01","south_up_0","0.00","vehicle_0","12.83","50.78","0.82"
"16.60","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","vehicle_1","9.92","34.09","0.00"
"16.60","y","-1.60","64.55","obstacle","9.95","north_down_0","0.00","-1","-1","-1","0.82"
"16.70","vehicle_0","1.60","38.06","type1","12.66","north_up_0","0.00","vehicle_3","13.98","16.69","-1.70"
"16.70","vehicle_1","-19.91","-1.60","type5","9.98","west_right_0","0.00","vehicle_0","12.66","52.76","0.55"
"16.70","vehicle_10","1.60","-39.21","type4","13.82","south_up_0","0.00","vehicle_9","13.72","16.59","-2.49"
"16.70","vehicle_11","-1.60","78.82","type2","8.67","north_down_0","0.00","y","9.95","10.26","4.72"
"16.70","vehicle_12","-1.60","93.91","type5","1.77","north_down_0","0.00","vehicle_11","8.67","10.09","2.00"
"16.70","vehicle_13","85.80","1.60","fast_car","3.96","east_left_0","0.00","vehicle_4","11.41","144.30","-0.10"
"16.70","vehicle_2","-1.60","-91.77","type3","14.72","south_down_0","0.00","-1","-1","-1","-1.33"
"16.70","vehicle_3","1.60","59.75","type3","13.98","north_up_0","0.00","-1","-1","-1","0.86"
"16.70","vehicle_4","-63.49","1.60","type2","11.41","west_left_0","0.00","-1","-1","-1","1.41"
"16.70","vehicle_5","54.75","-1.60","type4","14.04","east_right_0","0.00","-1","-1","-1","-2.33"
"16.70","vehicle_6","17.57","-1.60","type2","11.81","east_right_0","0.00","vehicle_5","14.04","32.19","-2.17"
"16.70","vehicle_7","-1.60","0.91","type2","12.60",":intersection_1_0","0.00","vehicle_2","14.72","87.68","0.32"
"16.70","vehicle_8","-88.24","-1.60","slow_car","2.23","west_right_0","0.00","x","0.00","23.24","0.26"
"16.70","vehicle_9","1.60","-17.62","type4","13.72","south_up_0","0.00","vehicle_0","12.66","50.67","-2.88"
"16.70","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","vehicle_1","9.98","35.09","0.00"
"16.70","y","-1.60","63.56","obstacle","9.95","north_down_0","0.00","-1","-1","-1","0.05"
"16.80","vehicle_0","1.60","39.36","type1","13.01","north_up_0","0.00","vehicle_3","13.78","16.77","3.55"
"16.80","vehicle_1","-18.93","-1.60","type5","9.77","west_right_0","0.00","vehicle_0","13.01","53.08","-2.03"
"16.80","vehicle_10","1.60","-37.83","type4","13.77","south_up_0","0.00","vehicle_9","14.25","16.64","-0.49"
"16.80","vehicle_11","-1.60","77.97","type2","8.48","north_down_0","0.00","y","9.85","10.40","-1.84"
"16.80","vehicle_12","-1.60","93.72","type5","1.89","north_down_0","0.00","vehicle_11","8.48","10.75","1.22"
"16.80","vehicle_13","85.41","1.60","fast_car","3.95","east_left_0","0.00","vehicle_4","10.99","145.00","-0.10"
"16.80","vehicle_2","-1.60","-93.22","type3","14.52","south_down_0","0.00","-1","-1","-1","-2.00"
"16.80","vehicle_3","1.60","61.13","type3","13.78","north_up_0","0.00","-1","-1","-1","-2.00"
"16.80","vehicle_4","-64.59","1.60","type2","10.99","west_left_0","0.00","-1","-1","-1","-4.27"
"16.80","vehicle_5","56.15","-1.60","type4","13.99","east_right_0","0.00","-1","-1","-1","-0.57"
"16.80","vehicle_6","18.77","-1.60","type2","11.99","east_right_0","0.00","vehicle_5","13.99","32.38","1.81"
"16.80","vehicle_7","-1.60","-0.35","type2","12.58",":intersection_1_0","0.00","vehicle_2","14.52","87.87","-0.17"
"16.80","vehicle_8","-88.01","-1.60","slow_car","2.28","west_right_0","0.00","x","0.00","23.01","0.49"
"16.80","vehicle_9","1.60","-16.19","type4","14.25","south_up_0","0.00","vehicle_0","13.01","50.55","5.30"
"16.80","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","vehicle_1","9.77","36.07","0.00"
"16.80","y","-1.60","62.57","obstacle","9.85","north_down_0","0.00","-1","-1","-1","-0.99"
"16.90","vehicle_0","1.60","40.63","type1","12.70","north_up_0","0.00","vehicle_3","13.99","16.90","-3.20"
"16.90","vehicle_1","-17.99","-1.60","type5","9.44","west_right_0","0.00","vehicle_0","12.70","53.41","-3.28"
"16.90","vehicle_10","1.60","-36.47","type4","13.61","south_up_0","0.00","vehicle_9","14.01","16.68","-1.67"
"16.90","vehicle_11","-1.60","77.09","type2","8.78","north_down_0","0.00","y","9.77","10.50","2.94"
"16.90","vehicle_12","-1.60","93.52","type5","2.05","north_down_0","0.00","vehicle_11","8.78","11.42","1.60"
"16.90","vehicle_13","85.02","1.60","fast_car","3.94","east_left_0","0.00","vehicle_4","11.54","145.76","-0.10"
"16.90","vehicle_2","-1.60","-94.67","type3","14.46","south_down_0","0.00","-1","-1","-1","-0.61"
"16.90","vehicle_3","1.60","62.53","type3","13.99","north_up_0","0.00","-1","-1","-1","2.10"
"16.90","vehicle_4","-65.75","1.60","type2","11.54","west_left_0","0.00","-1","-1","-1","5.49"
"16.90","vehicle_5","57.60","-1.60","type4","14.45","east_right_0","0.00","-1","-1","-1","4.67"
"16.90","vehicle_6","19.99","-1.60","type2","12.21","east_right_0","0.00","vehicle_5","14.45","32.61","2.21"
"16.90","vehicle_7","-1.60","-1.59","type2","12.41",":intersection_1_0","0.00","vehicle_2","14.46","88.07","-1.72"
"16.90","vehicle_8","-87.78","-1.60","slow_car","2.31","west_right_0","0.00","x","0.00","22.78","0.28"
"16.90","vehicle_9","1.60","-14.79","type4","14.01","south_up_0","0.00","vehicle_0","12.70","50.42","-2.40"
"16.90","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","vehicle_1","9.44","37.01","0.00"
"16.90","y","-1.60","61.59","obstacle","9.77","north_down_0","0.00","-1","-1","-1","-0.80"
"17.00","vehicle_0","1.60","41.93","type1","13.01","north_up_0","0.00","vehicle_3","13.94","16.99","3.14"
"17.00","vehicle_1","-17.08","-1.60","type5","9.04","west_right_0","0.00","vehicle_0","13.01","53.80","-4.00"
"17.00","vehicle_10","1.60","-35.07","type4","14.05","south_up_0","0.00","vehicle_9","13.97","16.67","4.48"
"17.00","vehicle_11","-1.60","76.21","type2","8.81","north_down_0","0.00","y","9.37","10.56","0.38"
"17.00","vehicle_12","-1.60","93.30","type5","2.18","north_down_0","0.00","vehicle_11","8.81","12.09","1.24"
"17.00","vehicle_13","84.62","1.60","fast_car","3.93","east_left_0","0.00","vehicle_4","11.42","146.51","-0.10"
"17.00","vehicle_2","-1.60","-96.16","type3","14.96","south_down_0","0.00","-1","-1","-1","5.03"
"17.00","vehicle_3","1.60","63.92","type3","13.94","north_up_0","0.00","-1","-1","-1","-0.48"
"17.00","vehicle_4","-66.89","1.60","type2","11.42","west_left_0","0.00","-1","-1","-1","-1.21"
"17.00","vehicle_5","59.01","-1.60","type4","14.15","east_right_0","0.00","-1","-1","-1","-3.00"
