"Time","VehicleId","Pos_x","Pos_y","Type","Speed","Lane","Slope","LeaderID","LeaderSpeed","LeaderGap","Acceleration"
"72.80","vehicle_63","91.85","1.60","type5","3.03","east_left_0","0.00","vehicle_56","5.42","63.94","1.17"
"72.80","vehicle_65","1.60","-89.79","type2","6.92","south_up_0","0.00","vehicle_62","7.57","9.59","0.98"
"72.80","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"72.80","y","-1.60","50.00","obstacle","0.00","north_down_0","0.00","-1","-1","-1","0.00"
"72.90","vehicle_15","-1.60","56.50","slow_car","0.00","north_down_0","0.00","y","0.00","1.50","0.00"
"72.90","vehicle_16","-67.50","-1.60","type3","0.00","west_right_0","0.00","x","0.00","2.50","0.00"
"72.90","vehicle_23","-1.60","64.00","type1","0.00","north_down_0","0.00","vehicle_15","0.00","2.50","0.00"
"72.90","vehicle_25","-1.60","71.50","type5","0.00","north_down_0","0.00","vehicle_23","0.00","2.50","0.00"
"72.90","vehicle_33","-1.60","79.00","type3","0.00","north_down_0","0.00","vehicle_25","0.00","2.50","0.00"
"72.90","vehicle_34","-85.62","1.60","type5","9.97","west_left_0","0.00","-1","-1","-1","0.74"
"72.90","vehicle_35","-74.00","-1.60","slow_car","0.00","west_right_0","0.00","vehicle_16","0.00","1.50","0.00"
"72.90","vehicle_36","-1.60","86.51","type5","0.00","north_down_0","0.00","vehicle_33","0.00","2.50","0.00"
"72.90","vehicle_37","-66.51","1.60","type1","9.74","west_left_0","0.00","vehicle_34","9.97","14.10","0.43"
"72.90","vehicle_38","-1.60","94.01","type3","0.00","north_down_0","0.00","vehicle_36","0.00","2.50","-0.00"
"72.90","vehicle_41","1.60","57.07","type5","9.99","north_up_0","0.00","vehicle_42","9.95","28.65","0.43"
"72.90","vehicle_42","1.60","90.72","type5","9.95","north_up_0","0.00","-1","-1","-1","-0.17"
"72.90","vehicle_44","-44.93","1.60","type3","8.46","west_left_0","0.00","vehicle_37","9.74","16.58","2.46"
"72.90","vehicle_46","-1.60","-63.01","type4","11.58","south_down_0","0.00","-1","-1","-1","-3.03"
"72.90","vehicle_47","1.60","39.28","type2","9.71","north_up_0","0.00","vehicle_41","9.99","12.78","-2.61"
"72.90","vehicle_48","-2.78","0.71","type3","7.69",":intersection_13_0","0.00","vehicle_51","9.99","13.29","2.84"
"72.90","vehicle_49","-81.50","-1.60","type2","0.00","west_right_0","0.00","vehicle_35","0.00","2.50","0.00"
"72.90","vehicle_50","-89.00","-1.60","type4","0.00","west_right_0","0.00","vehicle_49","0.00","2.50","-0.00"
"72.90","vehicle_51","-20.94","1.60","type5","9.99","west_left_0","0.00","vehicle_44","8.46","18.99","-0.02"
"72.90","vehicle_52","4.66","1.24","type3","13.59",":intersection_5_0","0.00","vehicle_46","11.58","62.43","-0.86"
"72.90","vehicle_53","1.60","-12.59","type5","6.43","south_up_0","0.00","vehicle_48","7.69","10.03","1.48"
"72.90","vehicle_56","22.36","1.60","type5","5.56","east_left_0","0.00","vehicle_52","13.59","12.72","1.34"
"72.90","vehicle_59","1.60","-25.94","type4","5.72","south_up_0","0.00","vehicle_53","6.43","8.34","-0.34"
"72.90","vehicle_62","1.60","-74.43","type5","7.67","south_up_0","0.00","vehicle_59","5.72","43.50","1.04"
"72.90","vehicle_63","91.53","1.60","type5","3.22","east_left_0","0.00","vehicle_56","5.56","64.17","1.87"
"72.90","vehicle_65","1.60","-89.06","type2","7.28","south_up_0","0.00","vehicle_62","7.67","9.63","3.63"
"72.90","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"72.90","y","-1.60","50.00","obstacle","0.00","north_down_0","0.00","-1","-1","-1","0.00"
"73.00","vehicle_15","-1.60","56.50","slow_car","0.00","north_down_0","0.00","y","0.00","1.50","0.00"
"73.00","vehicle_16","-67.50","-1.60","type3","0.00","west_right_0","0.00","x","0.00","2.50","0.00"
"73.00","vehicle_23","-1.60","64.00","type1","0.00","north_down_0","0.00","vehicle_15","0.00","2.50","0.00"
"73.00","vehicle_25","-1.60","71.50","type5","0.00","north_down_0","0.00","vehicle_23","0.00","2.50","0.00"
"73.00","vehicle_33","-1.60","79.00","type3","0.00","north_down_0","0.00","vehicle_25","0.00","2.50","0.00"
"73.00","vehicle_34","-86.61","1.60","type5","9.91","west_left_0","0.00","-1","-1","-1","-0.66"
"73.00","vehicle_35","-74.00","-1.60","slow_car","0.00","west_right_0","0.00","vehicle_16","0.00","1.50","0.00"
"73.00","vehicle_36","-1.60","86.51","type5","0.00","north_down_0","0.00","vehicle_33","0.00","2.50","0.00"
"73.00","vehicle_37","-67.49","1.60","type1","9.79","west_left_0","0.00","vehicle_34","9.91","14.11","0.52"
"73.00","vehicle_38","-1.60","94.01","type3","0.00","north_down_0","0.00","vehicle_36","0.00","2.50","-0.00"
"73.00","vehicle_41","1.60","58.06","type5","9.94","north_up_0","0.00","vehicle_42","9.95","28.65","-0.46"
"73.00","vehicle_42","1.60","91.72","type5","9.95","north_up_0","0.00","-1","-1","-1","0.02"
"73.00","vehicle_44","-45.76","1.60","type3","8.31","west_left_0","0.00","vehicle_37","9.79","16.73","-1.45"
"73.00","vehicle_46","-1.60","-64.22","type4","12.09","south_down_0","0.00","-1","-1","-1","5.14"
"73.00","vehicle_47","1.60","40.25","type2","9.66","north_up_0","0.00","vehicle_41","9.94","12.81","-0.44"
"73.00","vehicle_48","-3.47","1.07","type3","7.77",":intersection_13_0","0.00","vehicle_51","9.92","13.50","0.82"
"73.00","vehicle_49","-81.50","-1.60","type2","0.00","west_right_0","0.00","vehicle_35","0.00","2.50","0.00"
"73.00","vehicle_50","-89.00","-1.60","type4","0.00","west_right_0","0.00","vehicle_49","0.00","2.50","-0.00"
"73.00","vehicle_51","-21.93","1.60","type5","9.92","west_left_0","0.00","vehicle_44","8.31","18.83","-0.65"
"73.00","vehicle_52","3.33","1.04","type3","13.48",":intersection_5_0","0.00","vehicle_46","12.09","62.29","-1.17"
"73.00","vehicle_53","1.60","-11.97","type5","6.26","south_up_0","0.00","vehicle_48","7.77","10.19","-1.77"
"73.00","vehicle_56","21.79","1.60","type5","5.70","east_left_0","0.00","vehicle_52","13.48","13.50","1.43"
"73.00","vehicle_59","1.60","-25.35","type4","5.87","south_up_0","0.00","vehicle_53","6.26","8.38","1.56"
"73.00","vehicle_62","1.60","-73.65","type5","7.81","south_up_0","0.00","vehicle_59","5.87","43.30","1.36"
"73.00","vehicle_63","91.20","1.60","type5","3.32","east_left_0","0.00","vehicle_56","5.70","64.41","1.05"
"73.00","vehicle_65","1.60","-88.36","type2","7.01","south_up_0","0.00","vehicle_62","7.81","9.71","-2.67"
"73.00","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"73.00","y","-1.60","50.00","obstacle","0.00","north_down_0","0.00","-1","-1","-1","0.00"
"73.10","vehicle_15","-1.60","56.50","slow_car","0.00","north_down_0","0.00","y","0.00","1.50","0.00"
"73.10","vehicle_16","-67.50","-1.60","type3","0.00","west_right_0","0.00","x","0.00","2.50","0.00"
"73.10","vehicle_23","-1.60","64.00","type1","0.00","north_down_0","0.00","vehicle_15","0.00","2.50","0.00"
"73.10","vehicle_25","-1.60","71.50","type5","0.00","north_down_0","0.00","vehicle_23","0.00","2.50","0.00"
"73.10","vehicle_33","-1.60","79.00","type3","0.00","north_down_0","0.00","vehicle_25","0.00","2.50","0.00"
"73.10","vehicle_34","-87.60","1.60","type5","9.92","west_left_0","0.00","-1","-1","-1","0.09"
"73.10","vehicle_35","-74.00","-1.60","slow_car","0.00","west_right_0","0.00","vehicle_16","0.00","1.50","0.00"
"73.10","vehicle_36","-1.60","86.51","type5","0.00","north_down_0","0.00","vehicle_33","0.00","2.50","0.00"
"73.10","vehicle_37","-68.45","1.60","type1","9.55","west_left_0","0.00","vehicle_34","9.92","14.15","-2.42"
"73.10","vehicle_38","-1.60","94.01","type3","0.00","north_down_0","0.00","vehicle_36","0.00","2.50","-0.00"
"73.10","vehicle_41","1.60","59.06","type5","9.98","north_up_0","0.00","vehicle_42","9.98","28.65","0.36"
"73.10","vehicle_42","1.60","92.71","type5","9.98","north_up_0","0.00","-1","-1","-1","0.27"
"73.10","vehicle_44","-46.62","1.60","type3","8.60","west_left_0","0.00","vehicle_37","9.55","16.82","2.86"
"73.10","vehicle_46","-1.60","-65.40","type4","11.81","south_down_0","0.00","-1","-1","-1","-2.78"
"73.10","vehicle_47","1.60","41.26","type2","10.06","north_up_0","0.00","vehicle_41","9.98","12.80","4.03"
"73.10","vehicle_48","-4.22","1.17","type3","7.57",":intersection_13_0","0.00","vehicle_51","9.94","13.74","-2.00"
"73.10","vehicle_49","-81.50","-1.60","type2","0.00","west_right_0","0.00","vehicle_35","0.00","2.50","0.00"
"73.10","vehicle_50","-89.00","-1.60","type4","0.00","west_right_0","0.00","vehicle_49","0.00","2.50","-0.00"
"73.10","vehicle_51","-22.93","1.60","type5","9.94","west_left_0","0.00","vehicle_44","8.60","18.70","0.23"
"73.10","vehicle_52","2.19","0.35","type3","13.28",":intersection_5_0","0.00","vehicle_46","11.81","62.15","-2.00"
"73.10","vehicle_53","1.60","-11.38","type5","5.87","south_up_0","0.00","vehicle_48","7.57","10.36","-3.83"
"73.10","vehicle_56","21.20","1.60","type5","5.84","east_left_0","0.00","vehicle_51","9.94","39.13","1.40"
"73.10","vehicle_59","1.60","-24.78","type4","5.72","south_up_0","0.00","vehicle_53","5.87","8.40","-1.58"
"73.10","vehicle_62","1.60","-72.86","type5","7.93","south_up_0","0.00","vehicle_59","5.72","43.08","1.26"
"73.10","vehicle_63","90.85","1.60","type5","3.45","east_left_0","0.00","vehicle_56","5.84","64.65","1.26"
"73.10","vehicle_65","1.60","-87.61","type2","7.45","south_up_0","0.00","vehicle_62","7.93","9.76","4.36"
"73.10","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"73.10","y","-1.60","50.00","obstacle","0.00","north_down_0","0.00","-1","-1","-1","0.00"
"73.20","vehicle_15","-1.60","56.50","slow_car","0.00","north_down_0","0.00","y","0.00","1.50","0.00"
"73.20","vehicle_16","-67.50","-1.60","type3","0.00","west_right_0","0.00","x","0.00","2.50","0.00"
"73.20","vehicle_23","-1.60","64.00","type1","0.00","north_down_0","0.00","vehicle_15","0.00","2.50","0.00"
"73.20","vehicle_25","-1.60","71.50","type5","0.00","north_down_0","0.00","vehicle_23","0.00","2.50","0.00"
"73.20","vehicle_33","-1.60","79.00","type3","0.00","north_down_0","0.00","vehicle_25","0.00","2.50","0.00"
"73.20","vehicle_34","-88.59","1.60","type5","9.92","west_left_0","0.00","-1","-1","-1","-0.03"
"73.20","vehicle_35","-74.00","-1.60","slow_car","0.00","west_right_0","0.00","vehicle_16","0.00","1.50","0.00"
"73.20","vehicle_36","-1.60","86.51","type5","0.00","north_down_0","0.00","vehicle_33","0.00","2.50","0.00"
"73.20","vehicle_37","-69.41","1.60","type1","9.64","west_left_0","0.00","vehicle_34","9.92","14.18","0.91"
"73.20","vehicle_38","-1.60","94.01","type3","0.00","north_down_0","0.00","vehicle_36","0.00","2.50","-0.00"
"73.20","vehicle_41","1.60","60.05","type5","9.94","north_up_0","0.00","vehicle_42","9.90","28.65","-0.37"
"73.20","vehicle_42","1.60","93.70","type5","9.90","north_up_0","0.00","-1","-1","-1","-0.73"
"73.20","vehicle_44","-47.46","1.60","type3","8.40","west_left_0","0.00","vehicle_37","9.64","16.95","-2.00"
"73.20","vehicle_46","-1.60","-66.61","type4","12.11","south_down_0","0.00","-1","-1","-1","2.99"
"73.20","vehicle_47","1.60","42.22","type2","9.66","north_up_0","0.00","vehicle_41","9.94","12.83","-4.06"
"73.20","vehicle_48","-4.96","1.28","type3","7.52",":intersection_13_0","0.00","vehicle_51","9.92","13.98","-0.54"
"73.20","vehicle_49","-81.50","-1.60","type2","0.00","west_right_0","0.00","vehicle_35","0.00","2.50","0.00"
"73.20","vehicle_50","-89.00","-1.60","type4","0.00","west_right_0","0.00","vehicle_49","0.00","2.50","-0.00"
"73.20","vehicle_51","-23.92","1.60","type5","9.92","west_left_0","0.00","vehicle_44","8.40","18.55","-0.25"
"73.20","vehicle_52","1.01","-0.35","type3","13.73",":intersection_5_0","0.00","vehicle_46","12.11","61.98","4.48"
"73.20","vehicle_53","1.60","-10.77","type5","6.07","south_up_0","0.00","vehicle_48","7.52","10.50","2.00"
"73.20","vehicle_56","20.60","1.60","type5","6.03","east_left_0","0.00","vehicle_51","9.92","39.52","1.89"
"73.20","vehicle_59","1.60","-24.19","type4","5.82","south_up_0","0.00","vehicle_53","6.07","8.42","1.00"
"73.20","vehicle_62","1.60","-72.05","type5","8.11","south_up_0","0.00","vehicle_59","5.82","42.85","1.76"
"73.20","vehicle_63","90.49","1.60","type5","3.58","east_left_0","0.00","vehicle_56","6.03","64.89","1.25"
"73.20","vehicle_65","1.60","-86.87","type2","7.39","south_up_0","0.00","vehicle_62","8.11","9.83","-0.58"
"73.20","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"73.20","y","-1.60","50.00","obstacle","0.00","north_down_0","0.00","-1","-1","-1","0.00"
"73.30","vehicle_15","-1.60","56.50","slow_car","0.00","north_down_0","0.00","y","0.00","1.50","0.00"
"73.30","vehicle_16","-67.50","-1.60","type3","0.00","west_right_0","0.00","x","0.00","2.50","0.00"
"73.30","vehicle_23","-1.60","64.00","type1","0.00","north_down_0","0.00","vehicle_15","0.00","2.50","0.00"
"73.30","vehicle_25","-1.60","71.50","type5","0.00","north_down_0","0.00","vehicle_23","0.00","2.50","0.00"
"73.30","vehicle_33","-1.60","79.00","type3","0.00","north_down_0","0.00","vehicle_25","0.00","2.50","0.00"
"73.30","vehicle_34","-89.59","1.60","type5","9.96","west_left_0","0.00","-1","-1","-1","0.45"
"73.30","vehicle_35","-74.00","-1.60","slow_car","0.00","west_right_0","0.00","vehicle_16","0.00","1.50","0.00"
"73.30","vehicle_36","-1.60","86.51","type5","0.00","north_down_0","0.00","vehicle_33","0.00","2.50","0.00"
"73.30","vehicle_37","-70.36","1.60","type1","9.45","west_left_0","0.00","vehicle_34","9.96","14.23","-1.95"
"73.30","vehicle_38","-1.60","94.01","type3","0.00","north_down_0","0.00","vehicle_36","0.00","2.50","-0.00"
"73.30","vehicle_41","1.60","61.04","type5","9.91","north_up_0","0.00","vehicle_42","9.91","28.65","-0.37"
"73.30","vehicle_42","1.60","94.69","type5","9.91","north_up_0","0.00","-1","-1","-1","0.08"
"73.30","vehicle_44","-48.30","1.60","type3","8.38","west_left_0","0.00","vehicle_37","9.45","17.05","-0.15"
"73.30","vehicle_46","-1.60","-67.80","type4","11.96","south_down_0","0.00","-1","-1","-1","-1.53"
"73.30","vehicle_47","1.60","43.20","type2","9.78","north_up_0","0.00","vehicle_41","9.91","12.84","1.26"
"73.30","vehicle_48","-5.74","1.39","type3","7.88",":intersection_13_0","0.00","vehicle_51","9.91","14.18","3.59"
"73.30","vehicle_49","-81.50","-1.60","type2","0.00","west_right_0","0.00","vehicle_35","0.00","2.50","0.00"
"73.30","vehicle_50","-89.00","-1.60","type4","0.00","west_right_0","0.00","vehicle_49","0.00","2.50","-0.00"
"73.30","vehicle_51","-24.91","1.60","type5","9.91","west_left_0","0.00","vehicle_44","8.38","18.39","-0.10"
"73.30","vehicle_52","0.15","-1.35","type3","13.53",":intersection_5_0","0.00","vehicle_46","11.96","61.83","-2.00"
"73.30","vehicle_53","1.60","-10.15","type5","6.27","south_up_0","0.00","vehicle_48","7.88","10.66","2.00"
"73.30","vehicle_56","19.99","1.60","type5","6.15","east_left_0","0.00","vehicle_51","9.91","39.90","1.24"
"73.30","vehicle_59","1.60","-23.61","type4","5.84","south_up_0","0.00","vehicle_53","6.27","8.46","0.20"
"73.30","vehicle_62","1.60","-71.22","type5","8.28","south_up_0","0.00","vehicle_59","5.84","42.61","1.65"
"73.30","vehicle_63","90.13","1.60","type5","3.68","east_left_0","0.00","vehicle_56","6.15","65.14","1.01"
"73.30","vehicle_65","1.60","-86.14","type2","7.35","south_up_0","0.00","vehicle_62","8.28","9.92","-0.44"
"73.30","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"73.30","y","-1.60","50.00","obstacle","0.00","north_down_0","0.00","-1","-1","-1","0.00"
"73.40","vehicle_15","-1.60","56.50","slow_car","0.00","north_down_0","0.00","y","0.00","1.50","0.00"
"73.40","vehicle_16","-67.50","-1.60","type3","0.00","west_right_0","0.00","x","0.00","2.50","0.00"
"73.40","vehicle_23","-1.60","64.00","type1","0.00","north_down_0","0.00","vehicle_15","0.00","2.50","0.00"
"73.40","vehicle_25","-1.60","71.50","type5","0.00","north_down_0","0.00","vehicle_23","0.00","2.50","0.00"
"73.40","vehicle_33","-1.60","79.00","type3","0.00","north_down_0","0.00","vehicle_25","0.00","2.50","0.00"
"73.40","vehicle_34","-90.58","1.60","type5","9.94","west_left_0","0.00","-1","-1","-1","-0.17"
"73.40","vehicle_35","-74.00","-1.60","slow_car","0.00","west_right_0","0.00","vehicle_16","0.00","1.50","0.00"
"73.40","vehicle_36","-1.60","86.51","type5","0.00","north_down_0","0.00","vehicle_33","0.00","2.50","0.00"
"73.40","vehicle_37","-71.35","1.60","type1","9.95","west_left_0","0.00","vehicle_34","9.94","14.23","4.97"
"73.40","vehicle_38","-1.60","94.01","type3","0.00","north_down_0","0.00","vehicle_36","0.00","2.50","-0.00"
"73.40","vehicle_41","1.60","62.04","type5","9.96","north_up_0","0.00","vehicle_42","9.97","28.65","0.52"
"73.40","vehicle_42","1.60","95.69","type5","9.97","north_up_0","0.00","-1","-1","-1","0.62"
"73.40","vehicle_44","-49.12","1.60","type3","8.22","west_left_0","0.00","vehicle_37","9.95","17.23","-1.68"
"73.40","vehicle_46","-1.60","-68.97","type4","11.61","south_down_0","0.00","-1","-1","-1","-3.47"
"73.40","vehicle_47","1.60","44.19","type2","9.86","north_up_0","0.00","vehicle_41","9.96","12.85","0.79"
"73.40","vehicle_48","-6.50","1.50","type3","7.71",":intersection_13_0","0.00","vehicle_51","9.95","14.41","-1.73"
"73.40","vehicle_49","-81.50","-1.60","type2","0.00","west_right_0","0.00","vehicle_35","0.00","2.50","0.00"
"73.40","vehicle_50","-89.00","-1.60","type4","0.00","west_right_0","0.00","vehicle_49","0.00","2.50","-0.00"
"73.40","vehicle_51","-25.90","1.60","type5","9.95","west_left_0","0.00","vehicle_44","8.22","18.22","0.43"
"73.40","vehicle_52","-0.53","-2.49","type3","13.33",":intersection_5_0","0.00","vehicle_46","11.61","61.66","-2.00"
"73.40","vehicle_53","1.60","-9.50","type5","6.47","south_up_0","0.00","vehicle_48","7.71","10.79","2.00"
"73.40","vehicle_56","19.36","1.60","type5","6.25","east_left_0","0.00","vehicle_51","9.95","40.27","1.03"
"73.40","vehicle_59","1.60","-23.02","type4","5.95","south_up_0","0.00","vehicle_53","6.47","8.52","1.11"
"73.40","vehicle_62","1.60","-70.38","type5","8.38","south_up_0","0.00","vehicle_59","5.95","42.36","1.03"
"73.40","vehicle_63","89.74","1.60","type5","3.87","east_left_0","0.00","vehicle_56","6.25","65.38","1.98"
"73.40","vehicle_65","1.60","-85.38","type2","7.62","south_up_0","0.00","vehicle_62","8.38","10.00","2.73"
"73.40","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"73.40","y","-1.60","50.00","obstacle","0.00","north_down_0","0.00","-1","-1","-1","0.00"
"73.50","vehicle_15","-1.60","56.50","slow_car","0.00","north_down_0","0.00","y","0.00","1.50","0.00"
"73.50","vehicle_16","-67.50","-1.60","type3","0.00","west_right_0","0.00","x","0.00","2.50","0.00"
"73.50","vehicle_23","-1.60","64.00","type1","0.00","north_down_0","0.00","vehicle_15","0.00","2.50","0.00"
"73.50","vehicle_25","-1.60","71.50","type5","0.00","north_down_0","0.00","vehicle_23","0.00","2.50","0.00"
"73.50","vehicle_33","-1.60","79.00","type3","0.00","north_down_0","0.00","vehicle_25","0.00","2.50","0.00"
"73.50","vehicle_34","-91.57","1.60","type5","9.91","west_left_0","0.00","-1","-1","-1","-0.36"
"73.50","vehicle_35","-74.00","-1.60","slow_car","0.00","west_right_0","0.00","vehicle_16","0.00","1.50","0.00"
"73.50","vehicle_36","-1.60","86.51","type5","0.00","north_down_0","0.00","vehicle_33","0.00","2.50","0.00"
"73.50","vehicle_37","-72.34","1.60","type1","9.94","west_left_0","0.00","vehicle_34","9.91","14.23","-0.05"
"73.50","vehicle_38","-1.60","94.01","type3","0.00","north_down_0","0.00","vehicle_36","0.00","2.50","-0.00"
"73.50","vehicle_41","1.60","63.04","type5","10.00","north_up_0","0.00","vehicle_42","9.99","28.65","0.39"
"73.50","vehicle_42","1.60","96.69","type5","9.99","north_up_0","0.00","-1","-1","-1","0.22"
"73.50","vehicle_44","-49.99","1.60","type3","8.63","west_left_0","0.00","vehicle_37","9.94","17.36","4.10"
"73.50","vehicle_46","-1.60","-70.17","type4","12.05","south_down_0","0.00","-1","-1","-1","4.36"
"73.50","vehicle_47","1.60","45.17","type2","9.80","north_up_0","0.00","vehicle_41","10.00","12.87","-0.68"
"73.50","vehicle_48","-7.28","1.60","type3","7.88","west_left_0","0.00","vehicle_51","9.92","14.61","1.71"
"73.50","vehicle_49","-81.50","-1.60","type2","0.00","west_right_0","0.00","vehicle_35","0.00","2.50","0.00"
"73.50","vehicle_50","-89.00","-1.60","type4","0.00","west_right_0","0.00","vehicle_49","0.00","2.50","-0.00"
"73.50","vehicle_51","-26.90","1.60","type5","9.92","west_left_0","0.00","vehicle_44","8.63","18.09","-0.29"
"73.50","vehicle_52","-1.09","-3.66","type3","13.13",":intersection_5_0","0.00","vehicle_46","12.05","61.55","-2.00"
"73.50","vehicle_53","1.60","-8.83","type5","6.67","south_up_0","0.00","vehicle_48","7.88","10.91","2.00"
"73.50","vehicle_56","18.72","1.60","type5","6.41","east_left_0","0.00","vehicle_48","7.88","21.00","1.55"
"73.50","vehicle_59","1.60","-22.43","type4","5.89","south_up_0","0.00","vehicle_53","6.67","8.60","-0.57"
"73.50","vehicle_62","1.60","-69.52","type5","8.57","south_up_0","0.00","vehicle_59","5.89","42.10","1.97"
"73.50","vehicle_63","89.34","1.60","type5","4.02","east_left_0","0.00","vehicle_56","6.41","65.62","1.45"
"73.50","vehicle_65","1.60","-84.61","type2","7.69","south_up_0","0.00","vehicle_62","8.57","10.09","0.67"
"73.50","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"73.50","y","-1.60","50.00","obstacle","0.00","north_down_0","0.00","-1","-1","-1","0.00"
"73.60","vehicle_15","-1.60","56.50","slow_car","0.00","north_down_0","0.00","y","0.00","1.50","0.00"
"73.60","vehicle_16","-67.50","-1.60","type3","0.00","west_right_0","0.00","x","0.00","2.50","0.00"
"73.60","vehicle_23","-1.60","64.00","type1","0.00","north_down_0","0.00","vehicle_15","0.00","2.50","0.00"
"73.60","vehicle_25","-1.60","71.50","type5","0.00","north_down_0","0.00","vehicle_23","0.00","2.50","0.00"
"73.60","vehicle_33","-1.60","79.00","type3","0.00","north_down_0","0.00","vehicle_25","0.00","2.50","0.00"
"73.60","vehicle_34","-92.57","1.60","type5","9.98","west_left_0","0.00","-1","-1","-1","0.74"
"73.60","vehicle_35","-74.00","-1.60","slow_car","0.00","west_right_0","0.00","vehicle_16","0.00","1.50","0.00"
"73.60","vehicle_36","-1.60","86.51","type5","0.00","north_down_0","0.00","vehicle_33","0.00","2.50","0.00"
"73.60","vehicle_37","-73.30","1.60","type1","9.59","west_left_0","0.00","vehicle_34","9.98","14.26","-3.50"
"73.60","vehicle_38","-1.60","94.01","type3","0.00","north_down_0","0.00","vehicle_36","0.00","2.50","-0.00"
"73.60","vehicle_41","1.60","64.04","type5","9.98","north_up_0","0.00","vehicle_42","9.97","28.65","-0.21"
"73.60","vehicle_42","1.60","97.69","type5","9.97","north_up_0","0.00","-1","-1","-1","-0.24"
"73.60","vehicle_44","-50.86","1.60","type3","8.70","west_left_0","0.00","vehicle_37","9.59","17.45","0.78"
"73.60","vehicle_46","-1.60","-71.38","type4","12.13","south_down_0","0.00","-1","-1","-1","0.80"
"73.60","vehicle_47","1.60","46.16","type2","9.91","north_up_0","0.00","vehicle_41","9.98","12.88","1.12"
"73.60","vehicle_48","-8.05","1.60","type3","7.68","west_left_0","0.00","vehicle_51","9.93","14.84","-2.00"
"73.60","vehicle_49","-81.50","-1.60","type2","0.00","west_right_0","0.00","vehicle_35","0.00","2.50","0.00"
"73.60","vehicle_50","-89.00","-1.60","type4","0.00","west_right_0","0.00","vehicle_49","0.00","2.50","-0.00"
"73.60","vehicle_51","-27.89","1.60","type5","9.93","west_left_0","0.00","vehicle_44","8.70","17.97","0.06"
"73.60","vehicle_52","-1.28","-4.95","type3","13.07",":intersection_5_0","0.00","vehicle_46","12.13","61.45","-0.59"
"73.60","vehicle_53","1.60","-8.14","type5","6.87","south_up_0","0.00","vehicle_48","7.68","10.99","2.00"
"73.60","vehicle_56","18.06","1.60","type5","6.60","east_left_0","0.00","vehicle_48","7.68","21.11","1.86"
"73.60","vehicle_59","1.60","-21.84","type4","5.90","south_up_0","0.00","vehicle_53","6.87","8.69","0.06"
"73.60","vehicle_62","1.60","-68.65","type5","8.75","south_up_0","0.00","vehicle_59","5.90","41.81","1.78"
"73.60","vehicle_63","88.92","1.60","type5","4.14","east_left_0","0.00","vehicle_56","6.60","65.86","1.23"
"73.60","vehicle_65","1.60","-83.84","type2","7.70","south_up_0","0.00","vehicle_62","8.75","10.19","0.13"
"73.60","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"73.60","y","-1.60","50.00","obstacle","0.00","north_down_0","0.00","-1","-1","-1","0.00"
"73.70","vehicle_15","-1.60","56.50","slow_car","0.00","north_down_0","0.00","y","0.00","1.50","0.00"
"73.70","vehicle_16","-67.50","-1.60","type3","0.00","west_right_0","0.00","x","0.00","2.50","0.00"
"73.70","vehicle_23","-1.60","64.00","type1","0.00","north_down_0","0.00","vehicle_15","0.00","2.50","0.00"
"73.70","vehicle_25","-1.60","71.50","type5","0.00","north_down_0","0.00","vehicle_23","0.00","2.50","0.00"
"73.70","vehicle_33","-1.60","79.00","type3","0.00","north_down_0","0.00","vehicle_25","0.00","2.50","0.00"
"73.70","vehicle_34","-93.57","1.60","type5","9.97","west_left_0","0.00","-1","-1","-1","-0.13"
"73.70","vehicle_35","-74.00","-1.60","slow_car","0.00","west_right_0","0.00","vehicle_16","0.00","1.50","0.00"
"73.70","vehicle_36","-1.60","86.51","type5","0.00","north_down_0","0.00","vehicle_33","0.00","2.50","0.00"
"73.70","vehicle_37","-74.25","1.60","type1","9.51","west_left_0","0.00","vehicle_34","9.97","14.31","-0.83"
"73.70","vehicle_38","-1.60","94.01","type3","0.00","north_down_0","0.00","vehicle_36","0.00","2.50","-0.00"
"73.70","vehicle_41","1.60","65.03","type5","9.91","north_up_0","0.00","vehicle_42","9.95","28.66","-0.70"
"73.70","vehicle_42","1.60","98.68","type5","9.95","north_up_0","0.00","-1","-1","-1","-0.22"
"73.70","vehicle_44","-51.74","1.60","type3","8.77","west_left_0","0.00","vehicle_37","9.51","17.52","0.70"
"73.70","vehicle_46","-1.60","-72.58","type4","11.92","south_down_0","0.00","-1","-1","-1","-2.11"
"73.70","vehicle_47","1.60","47.16","type2","9.97","north_up_0","0.00","vehicle_41","9.91","12.87","0.60"
"73.70","vehicle_48","-8.85","1.60","type3","8.02","west_left_0","0.00","vehicle_51","9.93","15.03","3.46"
