Time,VehicleId,Pos_x,Pos_y,Speed,Lane,LeaderID,LeaderSpeed,LeaderGap,Acceleration,Deceleration,RelativeSpeed,TTC,SafeUnsafeCrossing,Scenario,AccidentTypes,SafeDistance,LanePrev,lane_opposite_change,SafeUnsafeOvertaking,hard_brake,danger_accel_toward_leader,leader_stopped,no_reaction_to_stopped_leader,SafeDangerZone,IsAccidentCase
138.2,1,107.62,1034.24,12.9,336260898500.0,-1.0,-1.0,-1.0,-5.67,5.67,13.9,999.0,1.0,intersection,,,,,,,,,,,0
138.3,10,1026.87,27.37,12.24,36260898570.0,7.0,12.27,15.0,5.01,0.0,-0.0299999999999993,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.3,14,1014.38,43.0,12.24,36260898570.0,10.0,12.24,15.01,-5.15,5.15,0.0,999.0,1.0,intersection,,,,,,,,,,,0
138.3,15,986.95,75.3,12.86,36260898570.0,14.0,12.24,37.37,-6.48,6.48,0.6199999999999992,60.27419354838717,1.0,intersection,,,,,,,,,,,0
138.3,17,647.26,457.41,11.95,36260898570.0,51.0,11.77,14.87,-5.22,5.22,0.1799999999999997,82.61111111111124,1.0,intersection,,,,,,,,,,,0
138.3,18,973.31,90.73,12.77,36260898570.0,15.0,12.86,15.6,8.15,0.0,-0.0899999999999998,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.3,19,959.95,106.34,12.75,36260898570.0,18.0,12.77,15.55,-5.46,5.46,-0.0199999999999995,999.0,1.0,intersection,,,,,,,,,,,0
138.3,23,323.12,838.09,12.27,336260898500.0,21.0,14.02,41.78,-7.14,7.14,-1.75,999.0,1.0,intersection,,,,,,,,,,,0
138.3,25,333.62,818.73,12.06,336260898500.0,23.0,12.27,17.03,5.52,0.0,-0.209999999999999,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.3,27,829.82,257.69,13.15,36260898570.0,50.0,11.7,31.9,-5.29,5.29,1.450000000000001,21.999999999999982,1.0,intersection,,,,,,,,,,,0
138.3,28,563.95,551.21,13.11,36260898570.0,26.0,12.64,1.22,5.05,0.0,0.4699999999999988,2.59574468085107,0.0,intersection,CROSSING,,,,,,,,,,1
138.3,31,946.56,121.93,12.89,36260898570.0,19.0,12.75,15.55,99.0,0.0,0.1400000000000005,111.07142857142811,0.0,intersection,CROSSING,,,,,,,,,,1
138.3,32,816.05,273.39,13.18,36260898570.0,27.0,13.15,15.88,4.7,0.0,0.0299999999999993,529.3333333333446,0.0,intersection,CROSSING,,,,,,,,,,1
138.3,34,406.99,727.38,13.78,336260898520.0,33.0,16.26,26.54,5.57,0.0,-2.480000000000002,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.3,4,123.97,1021.52,13.01,336260898500.0,1.0,12.9,15.72,-7.18,7.18,0.1099999999999994,142.90909090909165,1.0,intersection,,,,,,,,,,,0
138.3,41,802.92,289.63,13.15,36260898570.0,32.0,13.18,15.89,-5.5,5.5,-0.0299999999999993,999.0,1.0,intersection,,,,,,,,,,,0
138.3,42,466.87,661.87,10.48,336260898540.0,39.0,11.68,11.01,4.72,0.0,-1.1999999999999993,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.3,45,477.33,650.45,9.31,336260898560.0,35.0,11.29,37.0,5.24,0.0,-1.9799999999999984,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.3,47,789.8,305.84,13.14,36260898570.0,41.0,13.15,15.86,-5.59,5.59,-0.0099999999999997,999.0,1.0,intersection,,,,,,,,,,,0
138.3,49,712.64,388.09,12.06,36260898570.0,48.0,12.5,29.98,-6.9,6.9,-0.4399999999999995,999.0,1.0,intersection,,,,,,,,,,,0
138.3,51,661.16,443.22,11.77,36260898570.0,8.0,12.98,47.51,4.66,0.0,-1.2100000000000009,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.3,52,487.88,639.76,8.59,336260898560.0,45.0,9.31,10.02,-4.93,4.93,-0.7200000000000006,999.0,1.0,intersection,,,,,,,,,,,0
138.3,7,1038.39,11.05,12.27,36260898570.0,-1.0,-1.0,-1.0,-6.04,6.04,13.27,999.0,1.0,intersection,,,,,,,,,,,0
138.3,8,697.25,405.14,12.98,36260898570.0,49.0,12.06,17.96,6.11,0.0,0.92,19.521739130434785,0.0,intersection,CROSSING,,,,,,,,,,1
138.3,1,106.63,1035.09,13.01,336260898500.0,-1.0,-1.0,-1.0,-6.05,6.05,14.01,999.0,1.0,intersection,,,,,,,,,,,0
138.4,10,1027.64,26.42,12.23,36260898570.0,7.0,12.3,15.01,-7.1,7.1,-0.0700000000000002,999.0,1.0,intersection,,,,,,,,,,,0
138.4,14,1015.14,42.05,12.2,36260898570.0,10.0,12.23,15.02,5.42,0.0,-0.0300000000000011,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.4,15,987.79,74.33,12.82,36260898570.0,14.0,12.2,37.31,-5.36,5.36,0.620000000000001,60.17741935483862,1.0,intersection,,,,,,,,,,,0
138.4,17,648.09,456.56,11.9,36260898570.0,51.0,11.75,14.85,4.51,0.0,0.1500000000000003,98.99999999999976,0.0,intersection,CROSSING,,,,,,,,,,1
138.4,18,974.18,89.78,12.87,36260898570.0,15.0,12.82,15.59,5.97,0.0,0.0499999999999989,311.80000000000666,0.0,intersection,CROSSING,,,,,,,,,,1
138.4,19,960.78,105.37,12.77,36260898570.0,18.0,12.87,15.56,-5.15,5.15,-0.0999999999999996,999.0,1.0,intersection,,,,,,,,,,,0
138.4,23,322.54,839.18,12.34,336260898500.0,21.0,14.0,41.94,4.72,0.0,-1.66,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.4,25,332.98,819.77,12.11,336260898500.0,23.0,12.34,17.05,5.52,0.0,-0.2300000000000004,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.4,27,830.69,256.72,13.1,36260898570.0,50.0,11.78,31.77,-5.59,5.59,1.3200000000000005,24.068181818181813,1.0,intersection,,,,,,,,,,,0
138.4,28,564.81,550.21,13.1,36260898570.0,26.0,12.64,17.17,-6.08,6.08,0.4599999999999991,37.32608695652182,1.0,intersection,,,,,,,,,,,0
138.4,31,947.41,120.98,12.76,36260898570.0,19.0,12.77,15.55,-5.36,5.36,-0.0099999999999997,999.0,1.0,intersection,,,,,,,,,,,0
138.4,32,816.88,272.37,13.16,36260898570.0,27.0,13.1,15.87,7.16,0.0,0.0600000000000005,264.4999999999978,0.0,intersection,CROSSING,,,,,,,,,,1
138.4,34,406.08,728.41,13.75,336260898520.0,33.0,16.24,26.78,5.24,0.0,-2.4899999999999984,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.4,4,122.93,1022.27,12.87,336260898500.0,1.0,13.01,15.74,-5.44,5.44,-0.1400000000000005,999.0,1.0,intersection,,,,,,,,,,,0
138.4,41,803.74,288.61,13.13,36260898570.0,32.0,13.16,15.89,-6.2,6.2,-0.0299999999999993,999.0,1.0,intersection,,,,,,,,,,,0
138.4,42,466.15,662.67,10.74,336260898540.0,39.0,11.89,11.12,5.55,0.0,-1.1500000000000004,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.4,45,476.71,651.08,8.9,336260898560.0,35.0,11.51,37.26,-5.1,5.1,-2.6099999999999994,999.0,1.0,intersection,,,,,,,,,,,0
138.4,47,790.63,304.82,13.17,36260898570.0,41.0,13.13,15.86,5.34,0.0,0.0399999999999991,396.5000000000084,0.0,intersection,CROSSING,,,,,,,,,,1
138.4,49,713.45,387.2,12.06,36260898570.0,48.0,12.4,30.02,5.05,0.0,-0.3399999999999998,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.4,51,661.98,442.38,11.75,36260898570.0,8.0,12.96,47.63,5.23,0.0,-1.2100000000000009,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.4,52,487.28,640.37,8.61,336260898560.0,45.0,8.9,10.05,5.17,0.0,-0.2900000000000009,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.4,7,1038.94,9.95,12.3,36260898570.0,-1.0,-1.0,-1.0,8.32,0.0,13.3,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.4,8,698.12,404.18,12.96,36260898570.0,49.0,12.06,17.87,5.17,0.0,0.9000000000000004,19.855555555555547,0.0,intersection,CROSSING,,,,,,,,,,1
138.4,1,105.65,1035.94,13.01,336260898500.0,-1.0,-1.0,-1.0,5.02,0.0,14.01,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.5,10,1028.4,25.46,12.25,36260898570.0,7.0,12.22,15.0,6.13,0.0,0.0299999999999993,500.0000000000107,0.0,intersection,CROSSING,,,,,,,,,,1
138.5,14,1015.9,41.09,12.26,36260898570.0,10.0,12.25,15.01,-4.62,4.62,0.0099999999999997,1501.000000000032,1.0,intersection,,,,,,,,,,,0
138.5,15,988.62,73.35,12.86,36260898570.0,14.0,12.26,37.25,5.42,0.0,0.5999999999999996,62.08333333333337,0.0,intersection,CROSSING,,,,,,,,,,1
138.5,17,648.93,455.71,11.91,36260898570.0,51.0,11.78,14.84,5.09,0.0,0.1300000000000007,114.15384615384546,0.0,intersection,CROSSING,,,,,,,,,,1
138.5,18,975.03,88.83,12.82,36260898570.0,15.0,12.86,15.6,-6.53,6.53,-0.0399999999999991,999.0,1.0,intersection,,,,,,,,,,,0
138.5,19,961.61,104.4,12.81,36260898570.0,18.0,12.82,15.56,5.4,0.0,-0.0099999999999997,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.5,23,321.97,840.28,12.35,336260898500.0,21.0,13.95,42.1,-7.1,7.1,-1.5999999999999996,999.0,1.0,intersection,,,,,,,,,,,0
138.5,25,332.35,820.8,12.11,336260898500.0,23.0,12.35,17.08,-6.04,6.04,-0.2400000000000002,999.0,1.0,intersection,,,,,,,,,,,0
138.5,27,831.56,255.74,13.11,36260898570.0,50.0,11.81,1.64,5.17,0.0,1.299999999999999,1.2615384615384626,0.0,intersection,CROSSING,,,,,,,,,,1
138.5,28,565.67,549.22,13.15,36260898570.0,26.0,12.63,17.12,5.49,0.0,0.5199999999999996,32.923076923076955,0.0,intersection,CROSSING,,,,,,,,,,1
138.5,31,948.25,120.03,12.71,36260898570.0,19.0,12.81,15.56,-5.58,5.58,-0.0999999999999996,999.0,1.0,intersection,,,,,,,,,,,0
138.5,32,817.71,271.34,13.13,36260898570.0,27.0,13.11,15.87,5.26,0.0,0.0200000000000013,793.4999999999465,0.0,intersection,CROSSING,,,,,,,,,,1
138.5,34,405.16,729.44,13.8,336260898520.0,33.0,16.18,27.02,4.51,0.0,-2.379999999999999,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.5,4,121.87,1023.03,13.04,336260898500.0,1.0,13.01,15.74,4.7,0.0,0.0299999999999993,524.6666666666779,0.0,intersection,CROSSING,,,,,,,,,,1
138.5,41,804.57,287.58,13.19,36260898570.0,32.0,13.13,15.88,-4.62,4.62,0.0599999999999987,264.6666666666723,1.0,intersection,,,,,,,,,,,0
138.5,42,465.43,663.48,10.85,336260898540.0,39.0,12.03,11.24,-5.14,5.14,-1.1799999999999995,999.0,1.0,intersection,,,,,,,,,,,0
138.5,45,476.11,651.68,8.45,336260898560.0,35.0,11.65,37.58,4.55,0.0,-3.200000000000001,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.5,47,791.45,303.8,13.14,36260898570.0,41.0,13.19,15.86,-6.25,6.25,-0.0499999999999989,999.0,1.0,intersection,,,,,,,,,,,0
138.5,49,714.26,386.3,12.11,36260898570.0,48.0,12.48,30.05,5.49,0.0,-0.370000000000001,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.5,51,662.81,441.54,11.78,36260898570.0,8.0,12.94,47.74,5.33,0.0,-1.16,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.5,52,486.69,640.97,8.33,336260898560.0,45.0,8.45,10.06,-4.84,4.84,-0.1199999999999992,999.0,1.0,intersection,,,,,,,,,,,0
138.5,7,1039.49,8.86,12.22,36260898570.0,-1.0,-1.0,-1.0,4.77,0.0,13.22,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.5,8,698.99,403.22,12.94,36260898570.0,49.0,12.11,17.79,-6.21,6.21,0.8300000000000001,21.433734939759034,1.0,intersection,,,,,,,,,,,0
138.5,1,104.67,1036.79,12.98,336260898500.0,-1.0,-1.0,-1.0,-5.36,5.36,13.98,999.0,1.0,intersection,,,,,,,,,,,0
138.6,10,1029.14,24.48,12.28,36260898570.0,7.0,12.2,15.0,8.32,0.0,0.08,187.49999999999983,0.0,intersection,CROSSING,,,,,,,,,,1
138.6,14,1016.67,40.13,12.29,36260898570.0,10.0,12.28,15.01,-5.29,5.29,0.0099999999999997,1501.000000000032,1.0,intersection,,,,,,,,,,,0
138.6,15,989.45,72.38,12.77,36260898570.0,14.0,12.29,37.2,4.92,0.0,0.4800000000000004,77.49999999999994,0.0,intersection,CROSSING,,,,,,,,,,1
138.6,17,649.76,454.86,11.92,36260898570.0,51.0,11.79,14.83,-7.1,7.1,0.1300000000000007,114.0769230769224,1.0,intersection,,,,,,,,,,,0
138.6,18,975.89,87.87,12.82,36260898570.0,15.0,12.77,15.59,-6.01,6.01,0.0500000000000007,311.7999999999956,1.0,intersection,,,,,,,,,,,0
138.6,19,962.44,103.42,12.87,36260898570.0,18.0,12.82,15.56,-5.59,5.59,0.0499999999999989,311.20000000000664,1.0,intersection,,,,,,,,,,,0
138.6,23,321.39,841.37,12.33,336260898500.0,21.0,14.03,42.27,-7.22,7.22,-1.6999999999999993,999.0,1.0,intersection,,,,,,,,,,,0
138.6,25,331.72,821.82,12.01,336260898500.0,23.0,12.33,17.11,5.05,0.0,-0.3200000000000003,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.6,27,832.43,254.76,13.08,36260898570.0,50.0,11.71,31.51,-6.37,6.37,1.3699999999999992,23.00000000000001,1.0,intersection,,,,,,,,,,,0
138.6,28,566.52,548.23,13.03,36260898570.0,26.0,12.65,17.08,-5.15,5.15,0.379999999999999,44.94736842105274,1.0,intersection,,,,,,,,,,,0
138.6,31,949.09,119.06,12.76,36260898570.0,19.0,12.87,15.57,-6.48,6.48,-0.1099999999999994,999.0,1.0,intersection,,,,,,,,,,,0
138.6,32,818.56,270.35,13.08,36260898570.0,27.0,13.08,15.87,4.52,0.0,0.0,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.6,34,404.25,730.47,13.71,336260898520.0,33.0,16.26,27.28,-4.94,4.94,-2.5500000000000007,999.0,1.0,intersection,,,,,,,,,,,0
138.6,4,120.82,1023.79,12.96,336260898500.0,1.0,12.98,15.74,4.77,0.0,-0.0199999999999995,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.6,41,805.4,286.56,13.16,36260898570.0,32.0,13.08,15.88,5.34,0.0,0.08,198.49999999999983,0.0,intersection,CROSSING,,,,,,,,,,1
138.6,42,464.7,664.3,11.01,336260898540.0,39.0,12.25,11.36,-4.63,4.63,-1.2400000000000002,999.0,1.0,intersection,,,,,,,,,,,0
138.6,45,475.54,652.26,8.07,336260898560.0,35.0,11.9,37.96,4.82,0.0,-3.83,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.6,47,792.28,302.78,13.13,36260898570.0,41.0,13.16,15.86,8.15,0.0,-0.0299999999999993,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.6,49,715.07,385.4,12.1,36260898570.0,48.0,12.41,30.08,-6.08,6.08,-0.3100000000000005,999.0,1.0,intersection,,,,,,,,,,,0
138.6,51,663.62,440.68,11.79,36260898570.0,8.0,12.93,47.86,-5.08,5.08,-1.1400000000000006,999.0,1.0,intersection,,,,,,,,,,,0
138.6,52,486.12,641.54,8.1,336260898560.0,45.0,8.07,10.06,5.23,0.0,0.0299999999999993,335.3333333333405,0.0,intersection,CROSSING,,,,,,,,,,1
138.6,7,1040.03,7.77,12.2,36260898570.0,-1.0,-1.0,-1.0,5.23,0.0,13.2,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.6,8,699.85,402.26,12.93,36260898570.0,49.0,12.1,17.71,-6.04,6.04,0.8300000000000001,21.33734939759036,1.0,intersection,,,,,,,,,,,0
138.6,1,103.69,1037.64,13.02,336260898500.0,-1.0,-1.0,-1.0,5.4,0.0,14.02,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.7,10,1029.85,23.48,12.28,36260898570.0,7.0,12.23,14.99,6.97,0.0,0.0499999999999989,299.8000000000064,0.0,intersection,CROSSING,,,,,,,,,,1
138.7,14,1017.44,39.17,12.3,36260898570.0,10.0,12.28,15.01,-7.1,7.1,0.0200000000000013,750.4999999999493,1.0,intersection,,,,,,,,,,,0
138.7,15,990.28,71.4,12.8,36260898570.0,14.0,12.3,37.15,5.35,0.0,0.5,74.3,0.0,intersection,CROSSING,,,,,,,,,,1
138.7,17,650.59,454.02,11.85,36260898570.0,51.0,11.79,14.82,-6.74,6.74,0.0600000000000005,246.99999999999795,1.0,intersection,,,,,,,,,,,0
138.7,18,976.75,86.92,12.8,36260898570.0,15.0,12.8,15.59,-5.13,5.13,0.0,999.0,1.0,intersection,,,,,,,,,,,0
138.7,19,963.28,102.44,12.83,36260898570.0,18.0,12.8,15.56,5.34,0.0,0.0299999999999993,518.6666666666778,0.0,intersection,CROSSING,,,,,,,,,,1
138.7,23,320.81,842.46,12.34,336260898500.0,21.0,14.01,42.44,-5.15,5.15,-1.67,999.0,1.0,intersection,,,,,,,,,,,0
138.7,25,331.15,822.88,12.0,336260898500.0,23.0,12.34,17.14,5.02,0.0,-0.3399999999999998,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.7,27,833.3,253.78,13.1,36260898570.0,50.0,11.73,31.37,-5.25,5.25,1.3699999999999992,22.897810218978115,1.0,intersection,,,,,,,,,,,0
138.7,28,567.37,547.24,13.08,36260898570.0,26.0,12.63,17.04,5.45,0.0,0.4499999999999993,37.86666666666672,0.0,intersection,CROSSING,,,,,,,,,,1
138.7,31,949.92,118.09,12.82,36260898570.0,19.0,12.83,15.57,-4.58,4.58,-0.0099999999999997,999.0,1.0,intersection,,,,,,,,,,,0
138.7,32,819.43,269.37,13.14,36260898570.0,27.0,13.1,15.87,-4.58,4.58,0.0400000000000009,396.7499999999908,1.0,intersection,,,,,,,,,,,0
138.7,34,403.35,731.5,13.71,336260898520.0,33.0,16.21,27.53,-6.04,6.04,-2.5,999.0,1.0,intersection,,,,,,,,,,,0
138.7,4,119.76,1024.55,13.03,336260898500.0,1.0,13.02,15.74,-4.76,4.76,0.0099999999999997,1574.0000000000337,1.0,intersection,,,,,,,,,,,0
138.7,41,806.22,285.54,13.08,36260898570.0,32.0,13.14,15.88,-6.74,6.74,-0.0600000000000005,999.0,1.0,intersection,,,,,,,,,,,0
138.7,42,463.95,665.14,11.23,336260898540.0,39.0,12.48,11.49,-5.11,5.11,-1.25,999.0,1.0,intersection,,,,,,,,,,,0
138.7,45,475.01,652.8,7.63,336260898560.0,35.0,12.09,38.41,4.51,0.0,-4.46,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.7,47,793.1,301.76,13.12,36260898570.0,41.0,13.08,15.86,5.09,0.0,0.0399999999999991,396.5000000000084,0.0,intersection,CROSSING,,,,,,,,,,1
138.7,49,715.88,384.5,12.13,36260898570.0,48.0,12.46,30.12,5.33,0.0,-0.33,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.7,51,664.42,439.82,11.79,36260898570.0,8.0,12.8,47.96,4.69,0.0,-1.0100000000000016,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.7,52,485.57,642.1,7.88,336260898560.0,45.0,7.63,10.03,-5.27,5.27,0.25,40.12,1.0,intersection,,,,,,,,,,,0
138.7,7,1040.58,6.67,12.23,36260898570.0,-1.0,-1.0,-1.0,5.3,0.0,13.23,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.7,8,700.71,401.31,12.8,36260898570.0,49.0,12.13,17.64,5.31,0.0,0.6699999999999999,26.328358208955223,0.0,intersection,CROSSING,,,,,,,,,,1
138.7,1,102.71,1038.49,12.92,336260898500.0,-1.0,-1.0,-1.0,4.99,0.0,13.92,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.8,10,1030.57,22.48,12.26,36260898570.0,7.0,12.27,14.99,5.17,0.0,-0.0099999999999997,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.8,14,1018.2,38.22,12.24,36260898570.0,10.0,12.26,15.01,-5.61,5.61,-0.0199999999999995,999.0,1.0,intersection,,,,,,,,,,,0
138.8,15,991.1,70.43,12.75,36260898570.0,14.0,12.24,37.1,-5.5,5.5,0.5099999999999998,72.74509803921572,1.0,intersection,,,,,,,,,,,0
138.8,17,651.42,453.17,11.86,36260898570.0,51.0,11.75,14.81,-7.1,7.1,0.1099999999999994,134.63636363636434,1.0,intersection,,,,,,,,,,,0
138.8,18,977.61,85.98,12.78,36260898570.0,15.0,12.75,15.59,-5.27,5.27,0.0299999999999993,519.6666666666778,1.0,intersection,,,,,,,,,,,0
138.8,19,964.11,101.47,12.86,36260898570.0,18.0,12.78,15.55,5.24,0.0,0.08,194.37499999999983,0.0,intersection,CROSSING,,,,,,,,,,1
138.8,23,320.24,843.54,12.24,336260898500.0,21.0,13.91,42.61,-5.07,5.07,-1.67,999.0,1.0,intersection,,,,,,,,,,,0
138.8,25,330.59,823.94,12.03,336260898500.0,23.0,12.24,17.16,5.23,0.0,-0.2100000000000008,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.8,27,834.17,252.81,13.07,36260898570.0,50.0,11.79,31.24,-5.36,5.36,1.2800000000000011,24.40624999999998,1.0,intersection,,,,,,,,,,,0
138.8,28,568.23,546.25,13.12,36260898570.0,26.0,12.68,16.99,-5.41,5.41,0.4399999999999995,38.6136363636364,1.0,intersection,,,,,,,,,,,0
138.8,31,950.75,117.11,12.85,36260898570.0,19.0,12.86,15.57,-5.29,5.29,-0.0099999999999997,999.0,1.0,intersection,,,,,,,,,,,0
138.8,32,820.3,268.39,13.1,36260898570.0,27.0,13.07,15.86,-5.41,5.41,0.0299999999999993,528.6666666666779,1.0,intersection,,,,,,,,,,,0
138.8,34,402.43,732.52,13.76,10366970146240.0,33.0,16.2,27.77,-5.59,5.59,-2.4399999999999995,999.0,1.0,intersection,,,,,,,,,,,0
138.8,4,118.7,1025.32,13.03,336260898500.0,1.0,12.92,15.72,5.02,0.0,0.1099999999999994,142.90909090909165,0.0,intersection,CROSSING,,,,,,,,,,1
138.8,41,807.05,284.52,13.17,36260898570.0,32.0,13.1,15.87,4.82,0.0,0.0700000000000002,226.7142857142848,0.0,intersection,CROSSING,,,,,,,,,,1
138.8,42,463.19,665.99,11.4,336260898540.0,39.0,12.47,11.6,4.7,0.0,-1.0700000000000005,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.8,45,474.5,653.31,7.19,336260898560.0,35.0,12.33,38.92,-6.43,6.43,-5.14,999.0,1.0,intersection,,,,,,,,,,,0
138.8,47,793.93,300.74,13.14,36260898570.0,41.0,13.17,15.86,5.24,0.0,-0.0299999999999993,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.8,49,716.7,383.6,12.16,36260898570.0,48.0,12.39,30.14,-4.97,4.97,-0.2300000000000004,999.0,1.0,intersection,,,,,,,,,,,0
138.8,51,665.21,438.95,11.75,36260898570.0,8.0,12.92,48.08,5.4,0.0,-1.17,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.8,52,485.04,642.64,7.48,336260898560.0,45.0,7.19,10.0,-5.2,5.2,0.29,34.48275862068965,1.0,intersection,,,,,,,,,,,0
138.8,7,1041.12,5.58,12.27,36260898570.0,-1.0,-1.0,-1.0,5.43,0.0,13.27,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.8,8,701.58,400.35,12.92,36260898570.0,49.0,12.16,17.56,5.21,0.0,0.7599999999999998,23.105263157894743,0.0,intersection,CROSSING,,,,,,,,,,1
138.8,1,101.73,1039.34,13.01,336260898500.0,-1.0,-1.0,-1.0,-5.95,5.95,14.01,999.0,1.0,intersection,,,,,,,,,,,0
138.9,10,1031.28,21.48,12.29,36260898570.0,7.0,12.26,14.99,-7.31,7.31,0.0299999999999993,499.6666666666773,1.0,intersection,,,,,,,,,,,0
138.9,14,1018.97,37.26,12.23,36260898570.0,10.0,12.29,15.02,-5.78,5.78,-0.0599999999999987,999.0,1.0,intersection,,,,,,,,,,,0
138.9,15,991.94,69.46,12.82,36260898570.0,14.0,12.23,37.04,-4.64,4.64,0.5899999999999999,62.77966101694916,1.0,intersection,,,,,,,,,,,0
138.9,17,652.25,452.32,11.9,36260898570.0,51.0,11.82,14.8,-5.44,5.44,0.08,184.99999999999983,1.0,intersection,,,,,,,,,,,0
138.9,18,978.47,85.02,12.83,36260898570.0,15.0,12.82,15.59,4.51,0.0,0.0099999999999997,1559.0000000000332,0.0,intersection,CROSSING,,,,,,,,,,1
138.9,19,964.94,100.49,12.79,36260898570.0,18.0,12.83,15.55,-5.62,5.62,-0.0400000000000009,999.0,1.0,intersection,,,,,,,,,,,0
138.9,23,319.67,844.63,12.29,336260898500.0,21.0,13.92,42.77,-5.5,5.5,-1.6300000000000008,999.0,1.0,intersection,,,,,,,,,,,0
138.9,25,330.03,825.01,12.04,336260898500.0,23.0,12.29,1.19,7.16,0.0,-0.25,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.9,27,835.05,251.82,13.17,36260898570.0,50.0,11.69,31.09,-6.05,6.05,1.4800000000000004,21.00675675675675,1.0,intersection,,,,,,,,,,,0
138.9,28,569.09,545.25,13.12,36260898570.0,26.0,12.72,16.96,5.02,0.0,0.3999999999999986,42.40000000000016,0.0,intersection,CROSSING,,,,,,,,,,1
138.9,31,951.59,116.13,12.83,36260898570.0,19.0,12.79,15.57,-6.2,6.2,0.0400000000000009,389.249999999991,1.0,intersection,,,,,,,,,,,0
138.9,32,821.17,267.42,13.04,36260898570.0,27.0,13.17,15.88,-5.61,5.61,-0.1300000000000007,999.0,1.0,intersection,,,,,,,,,,,0
138.9,34,401.48,733.52,13.76,10366970146240.0,33.0,16.21,28.02,4.69,0.0,-2.450000000000001,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.9,4,117.67,1026.09,12.94,336260898500.0,1.0,13.01,15.73,-6.93,6.93,-0.0700000000000002,999.0,1.0,intersection,,,,,,,,,,,0
138.9,41,807.87,283.5,13.04,36260898570.0,32.0,13.04,15.87,-5.25,5.25,0.0,999.0,1.0,intersection,,,,,,,,,,,0
138.9,42,462.43,666.85,11.43,336260898540.0,39.0,12.42,11.69,-6.36,6.36,-0.9900000000000002,999.0,1.0,intersection,,,,,,,,,,,0
138.9,45,474.03,653.79,6.76,336260898560.0,35.0,12.49,39.5,5.24,0.0,-5.73,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.9,47,794.76,299.72,13.12,36260898570.0,41.0,13.04,15.85,-6.21,6.21,0.08,198.12499999999983,1.0,intersection,,,,,,,,,,,0
138.9,49,717.51,382.71,12.05,36260898570.0,48.0,12.45,30.18,5.09,0.0,-0.3999999999999986,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.9,51,666.02,438.08,11.82,36260898570.0,8.0,12.82,48.18,4.7,0.0,-1.0,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.9,52,484.53,643.15,7.3,336260898560.0,45.0,6.76,9.95,-5.82,5.82,0.54,18.425925925925924,1.0,intersection,,,,,,,,,,,0
138.9,7,1041.67,4.48,12.26,36260898570.0,-1.0,-1.0,-1.0,8.15,0.0,13.26,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
138.9,8,702.44,399.39,12.82,36260898570.0,49.0,12.05,17.49,-5.03,5.03,0.7699999999999996,22.71428571428573,1.0,intersection,,,,,,,,,,,0
