Time,VehicleId,Pos_x,Pos_y,Speed,Lane,LeaderID,LeaderSpeed,LeaderGap,Acceleration,Deceleration,RelativeSpeed,TTC,SafeUnsafeCrossing,Scenario,AccidentTypes,SafeDistance,LanePrev,lane_opposite_change,SafeUnsafeOvertaking,hard_brake,danger_accel_toward_leader,leader_stopped,no_reaction_to_stopped_leader,SafeDangerZone,IsAccidentCase
0.0,0,0.69,1172.48,12.59,36260898500.0,-1.0,-1.0,-1.0,6.97,0.0,13.59,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
0.1,0,0.7,1172.46,0.25,36260898500.0,-1.0,-1.0,-1.0,4.91,0.0,1.25,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
0.2,0,0.72,1172.41,0.49,36260898500.0,-1.0,-1.0,-1.0,5.49,0.0,1.49,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
0.3,0,0.75,1172.35,0.73,36260898500.0,-1.0,-1.0,-1.0,5.32,0.0,1.73,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
0.4,0,0.79,1172.26,0.95,36260898500.0,-1.0,-1.0,-1.0,4.99,0.0,1.95,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
0.5,0,0.84,1172.15,1.18,36260898500.0,-1.0,-1.0,-1.0,4.73,0.0,2.18,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
0.6,0,0.9,1172.02,1.42,36260898500.0,-1.0,-1.0,-1.0,4.69,0.0,2.42,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
0.7,0,0.97,1171.88,1.6,36260898500.0,-1.0,-1.0,-1.0,-5.82,5.82,2.6,999.0,1.0,intersection,,,,,,,,,,,0
0.8,0,1.04,1171.71,1.82,36260898500.0,-1.0,-1.0,-1.0,5.2,0.0,2.8200000000000003,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
0.9,0,1.13,1171.53,2.05,36260898500.0,-1.0,-1.0,-1.0,5.31,0.0,3.05,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
1.0,0,1.22,1171.33,2.2,36260898500.0,-1.0,-1.0,-1.0,6.5,0.0,3.2,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
1.1,1,1044.85,5.28,12.59,336260898570.0,-1.0,-1.0,-1.0,6.97,0.0,13.59,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
1.1,0,1.32,1171.11,2.45,36260898500.0,-1.0,-1.0,-1.0,4.91,0.0,3.45,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
1.2,1,1044.84,5.3,0.26,336260898570.0,-1.0,-1.0,-1.0,-7.58,7.58,1.26,999.0,1.0,intersection,,,,,,,,,,,0
1.2,0,1.43,1170.87,2.67,36260898500.0,-1.0,-1.0,-1.0,5.18,0.0,3.67,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
1.3,1,1044.81,5.34,0.5,336260898570.0,-1.0,-1.0,-1.0,6.42,0.0,1.5,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
1.3,0,1.56,1170.6,2.91,36260898500.0,-1.0,-1.0,-1.0,-6.42,6.42,3.91,999.0,1.0,intersection,,,,,,,,,,,0
1.4,1,1044.78,5.41,0.75,336260898570.0,-1.0,-1.0,-1.0,-6.45,6.45,1.75,999.0,1.0,intersection,,,,,,,,,,,0
1.4,0,1.69,1170.32,3.11,36260898500.0,-1.0,-1.0,-1.0,5.02,0.0,4.109999999999999,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
1.5,1,1044.74,5.5,0.97,336260898570.0,-1.0,-1.0,-1.0,5.18,0.0,1.97,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
1.5,0,1.83,1170.02,3.31,36260898500.0,-1.0,-1.0,-1.0,5.01,0.0,4.3100000000000005,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
1.6,1,1044.69,5.6,1.18,336260898570.0,-1.0,-1.0,-1.0,-5.12,5.12,2.18,999.0,1.0,intersection,,,,,,,,,,,0
1.6,0,1.97,1169.71,3.45,36260898500.0,-1.0,-1.0,-1.0,5.39,0.0,4.45,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
1.7,1,1044.62,5.73,1.39,336260898570.0,-1.0,-1.0,-1.0,-5.14,5.14,2.39,999.0,1.0,intersection,,,,,,,,,,,0
1.7,0,2.13,1169.37,3.71,36260898500.0,-1.0,-1.0,-1.0,-7.59,7.59,4.71,999.0,1.0,intersection,,,,,,,,,,,0
1.8,1,1044.55,5.87,1.58,336260898570.0,-1.0,-1.0,-1.0,-6.85,6.85,2.58,999.0,1.0,intersection,,,,,,,,,,,0
1.8,0,2.29,1169.02,3.87,36260898500.0,-1.0,-1.0,-1.0,4.61,0.0,4.87,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
1.9,1,1044.47,6.03,1.77,336260898570.0,-1.0,-1.0,-1.0,5.97,0.0,2.77,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
1.9,0,2.46,1168.65,4.04,36260898500.0,-1.0,-1.0,-1.0,-4.76,4.76,5.04,999.0,1.0,intersection,,,,,,,,,,,0
2.0,1,1044.39,6.2,1.94,336260898570.0,-1.0,-1.0,-1.0,4.69,0.0,2.94,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
2.0,0,2.64,1168.26,4.25,36260898500.0,-1.0,-1.0,-1.0,-5.06,5.06,5.25,999.0,1.0,intersection,,,,,,,,,,,0
2.1,1,1044.29,6.39,2.15,336260898570.0,-1.0,-1.0,-1.0,5.05,0.0,3.15,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
2.1,0,2.82,1167.87,4.39,36260898500.0,-1.0,-1.0,-1.0,5.45,0.0,5.39,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
2.2,1,1044.19,6.61,2.38,336260898570.0,-1.0,-1.0,-1.0,-5.29,5.29,3.38,999.0,1.0,intersection,,,,,,,,,,,0
2.2,0,3.01,1167.45,4.62,36260898500.0,-1.0,-1.0,-1.0,5.24,0.0,5.62,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
2.3,1,1044.07,6.84,2.56,336260898570.0,-1.0,-1.0,-1.0,-6.87,6.87,3.56,999.0,1.0,intersection,,,,,,,,,,,0
2.3,0,3.22,1167.01,4.82,36260898500.0,-1.0,-1.0,-1.0,5.01,0.0,5.82,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
2.4,1,1043.95,7.09,2.81,336260898570.0,-1.0,-1.0,-1.0,-6.45,6.45,3.81,999.0,1.0,intersection,,,,,,,,,,,0
2.4,0,3.42,1166.56,4.97,36260898500.0,-1.0,-1.0,-1.0,4.52,0.0,5.97,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
2.5,1,1043.81,7.36,3.03,336260898570.0,-1.0,-1.0,-1.0,-5.16,5.16,4.029999999999999,999.0,1.0,intersection,,,,,,,,,,,0
2.5,0,3.64,1166.09,5.16,36260898500.0,-1.0,-1.0,-1.0,-6.89,6.89,6.16,999.0,1.0,intersection,,,,,,,,,,,0
2.6,1,1043.67,7.64,3.16,336260898570.0,-1.0,-1.0,-1.0,5.39,0.0,4.16,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
2.6,0,3.87,1165.6,5.35,36260898500.0,-1.0,-1.0,-1.0,4.88,0.0,6.35,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
2.7,1,1043.52,7.94,3.3,336260898570.0,-1.0,-1.0,-1.0,5.34,0.0,4.3,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
2.7,2,0.69,1172.48,12.59,36260898500.0,0.0,5.35,2.05,6.97,0.0,7.24,0.2831491712707182,0.0,intersection,CROSSING,,,,,,,,,,1
2.7,0,4.1,1165.1,5.55,36260898500.0,-1.0,-1.0,-1.0,-5.04,5.04,6.55,999.0,1.0,intersection,,,,,,,,,,,0
2.8,1,1043.37,8.25,3.53,336260898570.0,-1.0,-1.0,-1.0,5.32,0.0,4.529999999999999,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
2.8,2,0.7,1172.46,0.25,36260898500.0,0.0,5.55,2.1,-7.5,7.5,-5.3,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
2.8,0,4.34,1164.58,5.73,36260898500.0,-1.0,-1.0,-1.0,4.73,0.0,6.73,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
2.9,1,1043.2,8.58,3.69,336260898570.0,-1.0,-1.0,-1.0,4.54,0.0,4.69,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
2.9,2,0.72,1172.41,0.49,36260898500.0,0.0,5.73,3.63,6.44,0.0,-5.24,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
2.9,0,4.59,1164.04,5.93,36260898500.0,-1.0,-1.0,-1.0,5.09,0.0,6.93,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.0,1,1043.03,8.93,3.82,336260898570.0,-1.0,-1.0,-1.0,5.39,0.0,4.82,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.0,2,0.75,1172.34,0.75,36260898500.0,0.0,5.93,4.15,-7.54,7.54,-5.18,999.0,1.0,intersection,,,,,,,,,,,0
3.0,0,4.84,1163.49,6.1,36260898500.0,-1.0,-1.0,-1.0,4.69,0.0,7.1,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.1,1,1042.85,9.29,4.07,336260898570.0,-1.0,-1.0,-1.0,-6.45,6.45,5.07,999.0,1.0,intersection,,,,,,,,,,,0
3.1,2,0.79,1172.26,0.98,36260898500.0,0.0,6.1,4.66,5.32,0.0,-5.119999999999999,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.1,3,403.61,726.38,12.59,36260898520.0,-1.0,-1.0,-1.0,6.97,0.0,13.59,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.1,0,5.11,1162.91,6.35,36260898500.0,-1.0,-1.0,-1.0,4.52,0.0,7.35,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.2,1,1042.66,9.67,4.22,336260898570.0,-1.0,-1.0,-1.0,4.52,0.0,5.22,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.2,2,0.84,1172.15,1.21,36260898500.0,0.0,6.35,5.17,5.28,0.0,-5.14,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.2,3,403.62,726.36,0.26,36260898520.0,-1.0,-1.0,-1.0,-7.56,7.56,1.26,999.0,1.0,intersection,,,,,,,,,,,0
3.2,0,5.38,1162.32,6.55,36260898500.0,-1.0,-1.0,-1.0,5.01,0.0,7.55,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.3,1,1042.47,10.07,4.45,336260898570.0,-1.0,-1.0,-1.0,-5.29,5.29,5.45,999.0,1.0,intersection,,,,,,,,,,,0
3.3,2,0.9,1172.02,1.44,36260898500.0,0.0,6.55,5.68,5.3,0.0,-5.109999999999999,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.3,3,403.66,726.32,0.51,36260898520.0,-1.0,-1.0,-1.0,-7.58,7.58,1.51,999.0,1.0,intersection,,,,,,,,,,,0
3.3,0,5.67,1161.7,6.75,36260898500.0,-1.0,-1.0,-1.0,4.99,0.0,7.75,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.4,1,1042.26,10.49,4.68,336260898570.0,-1.0,-1.0,-1.0,5.35,0.0,5.68,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.4,2,0.97,1171.86,1.68,36260898500.0,0.0,6.75,6.19,-6.42,6.42,-5.07,999.0,1.0,intersection,,,,,,,,,,,0
3.4,3,403.71,726.26,0.74,36260898520.0,-1.0,-1.0,-1.0,-5.22,5.22,1.74,999.0,1.0,intersection,,,,,,,,,,,0
3.4,0,5.96,1161.07,6.94,36260898500.0,-1.0,-1.0,-1.0,-5.82,5.82,7.94,999.0,1.0,intersection,,,,,,,,,,,0
3.5,1,1042.04,10.93,4.94,336260898570.0,-1.0,-1.0,-1.0,-7.59,7.59,5.94,999.0,1.0,intersection,,,,,,,,,,,0
3.5,2,1.05,1171.69,1.93,36260898500.0,0.0,6.94,6.69,-7.5,7.5,-5.010000000000001,999.0,1.0,intersection,,,,,,,,,,,0
3.5,3,403.77,726.19,0.95,36260898520.0,-1.0,-1.0,-1.0,-5.15,5.15,1.95,999.0,1.0,intersection,,,,,,,,,,,0
3.5,0,6.26,1160.42,7.18,36260898500.0,-1.0,-1.0,-1.0,6.42,0.0,8.18,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.6,1,1041.81,11.39,5.17,336260898570.0,-1.0,-1.0,-1.0,5.31,0.0,6.17,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.6,2,1.15,1171.49,2.17,36260898500.0,0.0,7.18,7.19,-6.43,6.43,-5.01,999.0,1.0,intersection,,,,,,,,,,,0
3.6,3,403.85,726.11,1.16,36260898520.0,-1.0,-1.0,-1.0,5.2,0.0,2.16,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.6,0,6.57,1159.75,7.43,36260898500.0,-1.0,-1.0,-1.0,-7.53,7.53,8.43,999.0,1.0,intersection,,,,,,,,,,,0
3.7,1,1041.57,11.88,5.4,336260898570.0,-1.0,-1.0,-1.0,-5.27,5.27,6.4,999.0,1.0,intersection,,,,,,,,,,,0
3.7,2,1.25,1171.28,2.37,36260898500.0,0.0,7.43,7.7,5.97,0.0,-5.06,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.7,3,403.94,726.0,1.35,36260898520.0,-1.0,-1.0,-1.0,4.92,0.0,2.35,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.7,0,6.89,1159.06,7.61,36260898500.0,-1.0,-1.0,-1.0,4.78,0.0,8.61,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.8,1,1041.32,12.37,5.57,336260898570.0,-1.0,-1.0,-1.0,5.65,0.0,6.57,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.8,2,1.35,1171.04,2.59,36260898500.0,0.0,7.61,8.2,-5.16,5.16,-5.0200000000000005,999.0,1.0,intersection,,,,,,,,,,,0
3.8,3,404.04,725.89,1.59,36260898520.0,-1.0,-1.0,-1.0,5.37,0.0,2.59,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.8,0,7.22,1158.35,7.81,36260898500.0,-1.0,-1.0,-1.0,-4.93,4.93,8.809999999999999,999.0,1.0,intersection,,,,,,,,,,,0
3.9,1,1041.06,12.9,5.82,336260898570.0,-1.0,-1.0,-1.0,7.57,0.0,6.82,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.9,2,1.47,1170.79,2.74,36260898500.0,0.0,7.81,8.71,-4.53,4.53,-5.069999999999999,999.0,1.0,intersection,,,,,,,,,,,0
3.9,3,404.16,725.75,1.8,36260898520.0,-1.0,-1.0,-1.0,5.05,0.0,2.8,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
3.9,0,7.55,1157.62,7.98,36260898500.0,-1.0,-1.0,-1.0,4.71,0.0,8.98,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.0,1,1040.79,13.44,6.07,336260898570.0,-1.0,-1.0,-1.0,-6.42,6.42,7.07,999.0,1.0,intersection,,,,,,,,,,,0
4.0,2,1.59,1170.52,2.97,36260898500.0,0.0,7.98,9.21,5.32,0.0,-5.01,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.0,3,404.29,725.6,2.01,36260898520.0,-1.0,-1.0,-1.0,-5.16,5.16,3.01,999.0,1.0,intersection,,,,,,,,,,,0
4.0,0,7.9,1156.88,8.21,36260898500.0,-1.0,-1.0,-1.0,-5.36,5.36,9.21,999.0,1.0,intersection,,,,,,,,,,,0
4.1,1,1040.51,14.0,6.25,336260898570.0,-1.0,-1.0,-1.0,4.88,0.0,7.25,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.1,2,1.73,1170.23,3.23,36260898500.0,0.0,8.21,9.71,4.6,0.0,-4.98,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.1,3,404.44,725.43,2.22,36260898520.0,-1.0,-1.0,-1.0,5.09,0.0,3.22,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.1,0,8.25,1156.12,8.36,36260898500.0,-1.0,-1.0,-1.0,-5.47,5.47,9.36,999.0,1.0,intersection,,,,,,,,,,,0
4.2,1,1040.18,14.56,6.51,336260898570.0,-1.0,-1.0,-1.0,7.57,0.0,7.51,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.2,2,1.87,1169.92,3.42,36260898500.0,0.0,8.36,10.2,-6.86,6.86,-4.94,999.0,1.0,intersection,,,,,,,,,,,0
4.2,3,404.6,725.25,2.39,36260898520.0,-1.0,-1.0,-1.0,4.67,0.0,3.39,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.2,0,8.61,1155.34,8.59,36260898500.0,-1.0,-1.0,-1.0,5.31,0.0,9.59,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.3,1,1039.79,15.11,6.74,336260898570.0,-1.0,-1.0,-1.0,4.73,0.0,7.74,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.3,2,2.03,1169.58,3.67,36260898500.0,0.0,8.59,10.69,-7.56,7.56,-4.92,999.0,1.0,intersection,,,,,,,,,,,0
4.3,3,404.77,725.06,2.57,36260898520.0,-1.0,-1.0,-1.0,-6.85,6.85,3.57,999.0,1.0,intersection,,,,,,,,,,,0
4.3,0,8.97,1154.54,8.76,36260898500.0,-1.0,-1.0,-1.0,5.65,0.0,9.76,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.4,1,1039.38,15.68,6.98,336260898570.0,-1.0,-1.0,-1.0,5.32,0.0,7.98,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.4,2,2.19,1169.24,3.85,36260898500.0,0.0,8.76,1.18,4.72,0.0,-4.91,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.4,3,404.95,724.86,2.73,36260898520.0,-1.0,-1.0,-1.0,-4.53,4.53,3.73,999.0,1.0,intersection,,,,,,,,,,,0
4.4,0,9.35,1153.73,8.96,36260898500.0,-1.0,-1.0,-1.0,-5.03,5.03,9.96,999.0,1.0,intersection,,,,,,,,,,,0
4.5,1,1038.97,16.26,7.12,336260898570.0,-1.0,-1.0,-1.0,5.35,0.0,8.120000000000001,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.5,2,2.36,1168.87,4.02,36260898500.0,0.0,8.96,11.68,4.69,0.0,-4.940000000000001,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.5,3,405.14,724.63,2.97,36260898520.0,-1.0,-1.0,-1.0,5.32,0.0,3.97,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.5,0,9.74,1152.9,9.18,36260898500.0,-1.0,-1.0,-1.0,5.26,0.0,10.18,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.6,1,1038.55,16.85,7.3,336260898570.0,-1.0,-1.0,-1.0,-6.84,6.84,8.3,999.0,1.0,intersection,,,,,,,,,,,0
4.6,2,2.53,1168.49,4.17,36260898500.0,0.0,9.18,2.18,4.52,0.0,-5.01,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.6,3,405.36,724.39,3.2,36260898520.0,-1.0,-1.0,-1.0,-5.36,5.36,4.2,999.0,1.0,intersection,,,,,,,,,,,0
4.6,0,10.13,1152.04,9.44,36260898500.0,-1.0,-1.0,-1.0,4.52,0.0,10.44,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.7,1,1038.11,17.46,7.55,336260898570.0,-1.0,-1.0,-1.0,6.42,0.0,8.55,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.7,2,2.71,1168.1,4.34,36260898500.0,0.0,9.44,1.69,-5.74,5.74,-5.1,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.7,3,405.58,724.14,3.37,36260898520.0,-1.0,-1.0,-1.0,5.65,0.0,4.37,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.7,0,10.54,1151.16,9.64,36260898500.0,-1.0,-1.0,-1.0,-5.04,5.04,10.64,999.0,1.0,intersection,,,,,,,,,,,0
4.8,1,1037.66,18.09,7.68,336260898570.0,-1.0,-1.0,-1.0,5.35,0.0,8.68,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.8,2,2.9,1167.68,4.57,36260898500.0,0.0,9.64,1.2,5.3,0.0,-5.07,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.8,3,405.82,723.87,3.6,36260898520.0,-1.0,-1.0,-1.0,5.35,0.0,4.6,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.8,0,10.95,1150.27,9.81,36260898500.0,-1.0,-1.0,-1.0,4.67,0.0,10.81,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.9,1,1037.2,18.73,7.86,336260898570.0,-1.0,-1.0,-1.0,-5.74,5.74,8.86,999.0,1.0,intersection,,,,,,,,,,,0
4.9,2,3.1,1167.25,4.77,36260898500.0,0.0,9.81,1.7,-4.96,4.96,-5.040000000000001,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.9,3,406.07,723.59,3.77,36260898520.0,-1.0,-1.0,-1.0,4.71,0.0,4.77,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
4.9,0,11.38,1149.36,10.06,36260898500.0,-1.0,-1.0,-1.0,-7.54,7.54,11.06,999.0,1.0,intersection,,,,,,,,,,,0
5.0,1,1036.73,19.38,8.08,336260898570.0,-1.0,-1.0,-1.0,5.24,0.0,9.08,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.0,2,3.31,1166.8,4.98,36260898500.0,0.0,10.06,1.21,5.2,0.0,-5.08,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.0,3,406.33,723.3,3.92,36260898520.0,-1.0,-1.0,-1.0,5.45,0.0,4.92,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.0,0,11.86,1148.47,10.2,36260898500.0,-1.0,-1.0,-1.0,5.34,0.0,11.2,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.1,1,1036.25,20.06,8.3,336260898570.0,-1.0,-1.0,-1.0,5.2,0.0,9.3,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.1,2,3.53,1166.32,5.23,36260898500.0,0.0,10.2,1.71,5.55,0.0,-4.969999999999999,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.1,3,406.6,722.99,4.14,36260898520.0,-1.0,-1.0,-1.0,5.23,0.0,5.14,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.1,0,12.35,1147.55,10.35,36260898500.0,-1.0,-1.0,-1.0,6.5,0.0,11.35,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.2,1,1035.76,20.75,8.44,336260898570.0,-1.0,-1.0,-1.0,5.42,0.0,9.44,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.2,2,3.76,1165.83,5.41,36260898500.0,0.0,10.35,1.2,-5.82,5.82,-4.94,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.2,3,406.89,722.66,4.39,36260898520.0,-1.0,-1.0,-1.0,-7.5,7.5,5.39,999.0,1.0,intersection,,,,,,,,,,,0
5.2,0,12.84,1146.62,10.53,36260898500.0,-1.0,-1.0,-1.0,-6.86,6.86,11.53,999.0,1.0,intersection,,,,,,,,,,,0
5.3,1,1035.25,21.45,8.65,336260898570.0,-1.0,-1.0,-1.0,-5.06,5.06,9.65,999.0,1.0,intersection,,,,,,,,,,,0
5.3,2,3.99,1165.32,5.61,36260898500.0,0.0,10.53,1.69,-6.98,6.98,-4.919999999999999,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.3,3,407.19,722.32,4.52,36260898520.0,-1.0,-1.0,-1.0,5.32,0.0,5.52,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.3,0,13.35,1145.68,10.75,36260898500.0,-1.0,-1.0,-1.0,-5.16,5.16,11.75,999.0,1.0,intersection,,,,,,,,,,,0
5.4,1,1034.74,22.17,8.83,336260898570.0,-1.0,-1.0,-1.0,-5.82,5.82,9.83,999.0,1.0,intersection,,,,,,,,,,,0
5.4,2,4.24,1164.8,5.78,36260898500.0,0.0,10.75,1.19,4.69,0.0,-4.97,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.4,3,407.51,721.96,4.78,36260898520.0,-1.0,-1.0,-1.0,-7.53,7.53,5.78,999.0,1.0,intersection,,,,,,,,,,,0
5.4,0,13.87,1144.71,10.96,36260898500.0,-1.0,-1.0,-1.0,-5.11,5.11,11.96,999.0,1.0,intersection,,,,,,,,,,,0
5.5,1,1034.22,22.9,9.04,336260898570.0,-1.0,-1.0,-1.0,-5.06,5.06,10.04,999.0,1.0,intersection,,,,,,,,,,,0
5.5,2,4.49,1164.26,5.95,36260898500.0,0.0,10.96,1.69,4.71,0.0,-5.010000000000001,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.5,3,407.84,721.59,4.98,36260898520.0,-1.0,-1.0,-1.0,5.33,0.0,5.98,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.5,0,14.39,1143.73,11.1,36260898500.0,-1.0,-1.0,-1.0,5.37,0.0,12.1,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.6,1,1033.68,23.65,9.21,336260898570.0,-1.0,-1.0,-1.0,4.71,0.0,10.21,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.6,2,4.74,1163.7,6.15,36260898500.0,0.0,11.1,1.17,5.33,0.0,-4.949999999999999,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.6,3,408.18,721.2,5.12,36260898520.0,-1.0,-1.0,-1.0,5.48,0.0,6.12,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.6,0,14.92,1142.74,11.27,36260898500.0,-1.0,-1.0,-1.0,4.71,0.0,12.27,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.7,1,1033.13,24.42,9.42,336260898570.0,-1.0,-1.0,-1.0,-5.12,5.12,10.42,999.0,1.0,intersection,,,,,,,,,,,0
5.7,2,5.01,1163.12,6.4,36260898500.0,0.0,11.27,1.67,4.52,0.0,-4.869999999999999,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.7,3,408.53,720.81,5.29,36260898520.0,-1.0,-1.0,-1.0,-4.63,4.63,6.29,999.0,1.0,intersection,,,,,,,,,,,0
5.7,0,15.46,1141.73,11.43,36260898500.0,-1.0,-1.0,-1.0,4.66,0.0,12.43,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.8,1,1032.57,25.2,9.64,336260898570.0,-1.0,-1.0,-1.0,5.18,0.0,10.64,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.8,2,5.29,1162.52,6.62,36260898500.0,0.0,11.43,18.15,5.18,0.0,-4.81,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.8,3,408.89,720.4,5.46,36260898520.0,-1.0,-1.0,-1.0,4.78,0.0,6.46,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.8,0,16.01,1140.7,11.63,36260898500.0,-1.0,-1.0,-1.0,5.34,0.0,12.63,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.9,1,1032.0,26.01,9.89,336260898570.0,-1.0,-1.0,-1.0,-7.51,7.51,10.89,999.0,1.0,intersection,,,,,,,,,,,0
5.9,2,5.57,1161.9,6.76,36260898500.0,0.0,11.63,1.64,5.42,0.0,-4.870000000000001,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.9,3,409.26,719.97,5.64,36260898520.0,-1.0,-1.0,-1.0,4.78,0.0,6.64,999.0,0.0,intersection,CROSSING,,,,,,,,,,1
5.9,0,16.56,1139.66,11.81,36260898500.0,-1.0,-1.0,-1.0,-5.82,5.82,12.81,999.0,1.0,intersection,,,,,,,,,,,0
