Time,VehicleId,Pos_x,Pos_y,Angle,Type,Speed,Lane,Slope,Acceleration,LeaderID,LeaderSpeed,LeaderGap
25.9,1,1.6,60.43,0,type5,9.93,north_up_0,0,-0.13,-1,-1,-1
25.9,10,96.35,-1.6,90,type4,14,east_right_0,0,-3.69,-1,-1,-1
25.9,11,-1.6,57.51,180,type2,0.01,north_down_0,0,-0.01,11111,0,2.51
25.9,12,-1.6,65.15,180,type5,0.15,north_down_0,0,-0.19,11,0.01,2.64
25.9,13,53.63,1.6,270,FastCar,3.04,east_left_0,0,-0.1,-1,-1,-1
25.9,14,-67.78,-1.6,90,type1,0.3,west_right_0,0,-0.29,10101,0,2.78
25.9,15,-1.6,84.71,180,SlowCar,2.74,north_down_0,0,0.43,12,0.15,14.55
25.9,16,-76.78,-1.6,90,type3,1.24,west_right_0,0,-0.68,14,0.3,4
25.9,17,64.79,1.6,270,type1,3.34,east_left_0,0,0.97,13,3.04,6.15
25.9,18,1.6,-70.07,0,FastCar,3.55,south_up_0,0,-0.1,-1,-1,-1
25.9,19,1.6,-81.25,0,type4,3.57,south_up_0,0,-1.2,18,3.55,6.19
25.9,20,-86.11,-1.6,90,type2,1.78,west_right_0,0,-0.63,16,1.24,4.33
25.9,21,-1.6,93.36,180,type3,1.87,north_down_0,0,0.24,15,2.74,3.66
25.9,22,75.92,1.6,270,type2,3.43,east_left_0,0,0.06,17,3.34,6.14
25.9,24,86.97,1.6,270,type4,3.38,east_left_0,0,-0.62,22,3.43,6.05
25.9,27,94.89,1.6,270,type5,0.09,east_left_0,0,0.87,24,3.38,2.92
25.9,29,-1.6,-85.39,0,type3,15.52,south_down_0,0,-2,-1,-1,-1
25.9,8,-51.52,-1.6,90,SlowCar,5.73,west_right_0,0,0.27,10,14,142.87
25.9,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,8,5.73,3.48
25.9,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
26,1,1.6,61.42,0,type5,9.9,north_up_0,0,-0.26,-1,-1,-1
26,10,97.78,-1.6,90,type4,14.29,east_right_0,0,2.82,-1,-1,-1
26,11,-1.6,57.51,180,type2,0.01,north_down_0,0,-0.01,11111,0,2.51
26,12,-1.6,65.14,180,type5,0.14,north_down_0,0,-0.15,11,0.01,2.63
26,13,53.33,1.6,270,FastCar,3.03,east_left_0,0,-0.1,-1,-1,-1
26,14,-67.75,-1.6,90,type1,0.28,west_right_0,0,-0.24,10101,0,2.75
26,15,-1.6,84.43,180,SlowCar,2.78,north_down_0,0,0.42,12,0.14,14.29
26,16,-76.66,-1.6,90,type3,1.19,west_right_0,0,-0.54,14,0.28,3.91
26,17,64.46,1.6,270,type1,3.29,east_left_0,0,-0.48,13,3.03,6.13
26,18,1.6,-69.72,0,FastCar,3.54,south_up_0,0,-0.1,-1,-1,-1
26,19,1.6,-80.89,0,type4,3.65,south_up_0,0,0.8,18,3.54,6.17
26,20,-85.93,-1.6,90,type2,1.72,west_right_0,0,-0.59,16,1.19,4.27
26,21,-1.6,93.16,180,type3,1.99,north_down_0,0,1.22,15,2.78,3.74
26,22,75.58,1.6,270,type2,3.4,east_left_0,0,-0.34,17,3.29,6.13
26,24,86.63,1.6,270,type4,3.41,east_left_0,0,0.25,22,3.4,6.05
26,27,94.86,1.6,270,type5,0.28,east_left_0,0,1.92,24,3.41,3.23
26,29,-1.6,-83.81,0,type3,15.88,south_down_0,0,3.53,-1,-1,-1
26,30,1.6,-94.9,0,type4,0,south_up_0,0,0,19,3.65,9.01
26,8,-50.94,-1.6,90,SlowCar,5.76,west_right_0,0,0.29,10,14.29,143.72
26,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,8,5.76,4.06
26,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
26.1,1,1.6,62.42,0,type5,10,north_up_0,0,0.91,-1,-1,-1
26.1,10,99.18,-1.6,90,type4,13.97,east_right_0,0,-3.14,-1,-1,-1
26.1,11,-1.6,57.51,180,type2,0,north_down_0,0,0,11111,0,2.51
26.1,12,-1.6,65.12,180,type5,0.12,north_down_0,0,-0.16,11,0,2.62
26.1,13,53.03,1.6,270,FastCar,3.02,east_left_0,0,-0.1,-1,-1,-1
26.1,14,-67.73,-1.6,90,type1,0.25,west_right_0,0,-0.28,10101,0,2.73
26.1,15,-1.6,84.15,180,SlowCar,2.81,north_down_0,0,0.29,12,0.12,14.02
26.1,16,-76.55,-1.6,90,type3,1.1,west_right_0,0,-0.82,14,0.25,3.82
26.1,17,64.14,1.6,270,type1,3.19,east_left_0,0,-0.98,13,3.02,6.11
26.1,18,1.6,-69.36,0,FastCar,3.53,south_up_0,0,-0.1,-1,-1,-1
26.1,19,1.6,-80.52,0,type4,3.65,south_up_0,0,0.01,18,3.53,6.16
26.1,20,-85.77,-1.6,90,type2,1.64,west_right_0,0,-0.86,16,1.1,4.22
26.1,21,-1.6,92.96,180,type3,2.05,north_down_0,0,0.63,15,2.81,3.81
26.1,22,75.24,1.6,270,type2,3.45,east_left_0,0,0.47,17,3.19,6.1
26.1,24,86.28,1.6,270,type4,3.52,east_left_0,0,1.11,22,3.45,6.04
26.1,27,94.82,1.6,270,type5,0.47,east_left_0,0,1.95,24,3.52,3.54
26.1,29,-1.6,-82.24,0,type3,15.68,south_down_0,0,-2,-1,-1,-1
26.1,30,1.6,-94.5,0,type4,3.95,south_up_0,0,39.52,19,3.65,8.98
26.1,8,-50.36,-1.6,90,SlowCar,5.81,west_right_0,0,0.49,10,13.97,144.54
26.1,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,8,5.81,4.64
26.1,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
26.2,1,1.6,63.41,0,type5,9.94,north_up_0,0,-0.6,-1,-1,-1
26.2,11,-1.6,57.5,180,type2,0,north_down_0,0,0,11111,0,2.5
26.2,12,-1.6,65.11,180,type5,0.12,north_down_0,0,-0.08,11,0,2.61
26.2,13,52.73,1.6,270,FastCar,3.01,east_left_0,0,-0.1,-1,-1,-1
26.2,14,-67.71,-1.6,90,type1,0.22,west_right_0,0,-0.3,10101,0,2.71
26.2,15,-1.6,83.86,180,SlowCar,2.84,north_down_0,0,0.27,12,0.12,13.75
26.2,16,-76.45,-1.6,90,type3,1.05,west_right_0,0,-0.57,14,0.22,3.74
26.2,17,63.81,1.6,270,type1,3.33,east_left_0,0,1.36,13,3.01,6.08
26.2,18,1.6,-69.01,0,FastCar,3.52,south_up_0,0,-0.1,-1,-1,-1
26.2,19,1.6,-80.16,0,type4,3.66,south_up_0,0,0.07,18,3.52,6.15
26.2,20,-85.6,-1.6,90,type2,1.65,west_right_0,0,0.13,16,1.05,4.16
26.2,21,-1.6,92.75,180,type3,2.08,north_down_0,0,0.25,15,2.84,3.89
26.2,22,74.89,1.6,270,type2,3.47,east_left_0,0,0.22,17,3.33,6.09
26.2,24,85.93,1.6,270,type4,3.49,east_left_0,0,-0.31,22,3.47,6.04
26.2,27,94.75,1.6,270,type5,0.64,east_left_0,0,1.67,24,3.49,3.82
26.2,29,-1.6,-80.66,0,type3,15.83,south_down_0,0,1.57,-1,-1,-1
26.2,30,1.6,-93.89,0,type4,6.1,south_up_0,0,21.53,19,3.66,8.74
26.2,8,-49.78,-1.6,90,SlowCar,5.83,west_right_0,0,0.29,-1,-1,-1
26.2,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,8,5.83,5.22
26.2,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
26.3,1,1.6,64.41,0,type5,9.94,north_up_0,0,0,-1,-1,-1
26.3,11,-1.6,57.5,180,type2,0,north_down_0,0,0,11111,0,2.5
26.3,12,-1.6,65.1,180,type5,0.1,north_down_0,0,-0.12,11,0,2.6
26.3,13,52.43,1.6,270,FastCar,3,east_left_0,0,-0.1,-1,-1,-1
26.3,14,-67.69,-1.6,90,type1,0.2,west_right_0,0,-0.16,10101,0,2.69
26.3,15,-1.6,83.57,180,SlowCar,2.88,north_down_0,0,0.41,12,0.1,13.47
26.3,16,-76.35,-1.6,90,type3,0.98,west_right_0,0,-0.69,14,0.2,3.66
26.3,17,63.49,1.6,270,type1,3.16,east_left_0,0,-1.64,13,3,6.06
26.3,18,1.6,-68.66,0,FastCar,3.51,south_up_0,0,-0.1,-1,-1,-1
26.3,19,1.6,-79.8,0,type4,3.61,south_up_0,0,-0.46,18,3.51,6.14
26.3,20,-85.44,-1.6,90,type2,1.6,west_right_0,0,-0.5,16,0.98,4.1
26.3,21,-1.6,92.54,180,type3,2.12,north_down_0,0,0.42,15,2.88,3.96
26.3,22,74.54,1.6,270,type2,3.48,east_left_0,0,0.15,17,3.16,6.06
26.3,24,85.58,1.6,270,type4,3.5,east_left_0,0,0.12,22,3.48,6.04
26.3,27,94.67,1.6,270,type5,0.83,east_left_0,0,1.87,24,3.5,4.09
26.3,29,-1.6,-79.06,0,type3,15.97,south_down_0,0,1.39,-1,-1,-1
26.3,30,1.6,-93.31,0,type4,5.89,south_up_0,0,-2.15,19,3.61,8.51
26.3,8,-49.19,-1.6,90,SlowCar,5.86,west_right_0,0,0.26,-1,-1,-1
26.3,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,8,5.86,5.81
26.3,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
26.4,1,1.6,65.4,0,type5,9.94,north_up_0,0,0,-1,-1,-1
26.4,11,-1.6,57.5,180,type2,0,north_down_0,0,0,11111,0,2.5
26.4,12,-1.6,65.09,180,type5,0.1,north_down_0,0,-0.08,11,0,2.59
26.4,13,52.13,1.6,270,FastCar,2.99,east_left_0,0,-0.1,-1,-1,-1
26.4,14,-67.67,-1.6,90,type1,0.18,west_right_0,0,-0.24,10101,0,2.67
26.4,15,-1.6,83.28,180,SlowCar,2.92,north_down_0,0,0.4,12,0.1,13.19
26.4,16,-76.25,-1.6,90,type3,0.94,west_right_0,0,-0.4,14,0.18,3.59
26.4,17,63.17,1.6,270,type1,3.24,east_left_0,0,0.72,13,2.99,6.04
26.4,18,1.6,-68.31,0,FastCar,3.5,south_up_0,0,-0.1,-1,-1,-1
26.4,19,1.6,-79.44,0,type4,3.55,south_up_0,0,-0.67,18,3.5,6.13
26.4,20,-85.29,-1.6,90,type2,1.5,west_right_0,0,-1.02,16,0.94,4.04
26.4,21,-1.6,92.32,180,type3,2.15,north_down_0,0,0.31,15,2.92,4.04
26.4,22,74.21,1.6,270,type2,3.32,east_left_0,0,-1.65,17,3.24,6.05
26.4,24,85.24,1.6,270,type4,3.38,east_left_0,0,-1.15,22,3.32,6.03
26.4,27,94.57,1.6,270,type5,1,east_left_0,0,1.76,24,3.38,4.33
26.4,29,-1.6,-77.48,0,type3,15.77,south_down_0,0,-2,-1,-1,-1
26.4,30,1.6,-92.74,0,type4,5.67,south_up_0,0,-2.22,19,3.55,8.3
26.4,8,-48.61,-1.6,90,SlowCar,5.89,west_right_0,0,0.3,-1,-1,-1
26.4,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,8,5.89,6.39
26.4,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
26.5,1,1.6,66.39,0,type5,9.94,north_up_0,0,0,-1,-1,-1
26.5,11,-1.6,57.5,180,type2,0,north_down_0,0,0,11111,0,2.5
26.5,12,-1.6,65.08,180,type5,0.08,north_down_0,0,-0.11,11,0,2.58
26.5,13,51.83,1.6,270,FastCar,2.98,east_left_0,0,-0.1,-1,-1,-1
26.5,14,-67.65,-1.6,90,type1,0.16,west_right_0,0,-0.19,10101,0,2.65
26.5,15,-1.6,82.99,180,SlowCar,2.96,north_down_0,0,0.48,12,0.08,12.9
26.5,16,-76.16,-1.6,90,type3,0.91,west_right_0,0,-0.32,14,0.16,3.51
26.5,17,62.84,1.6,270,type1,3.28,east_left_0,0,0.46,13,2.98,6.01
26.5,18,1.6,-67.96,0,FastCar,3.49,south_up_0,0,-0.1,-1,-1,-1
26.5,19,1.6,-79.08,0,type4,3.61,south_up_0,0,0.62,18,3.49,6.12
26.5,20,-85.15,-1.6,90,type2,1.43,west_right_0,0,-0.68,16,0.91,3.99
26.5,21,-1.6,92.09,180,type3,2.3,north_down_0,0,1.45,15,2.96,4.11
26.5,22,73.88,1.6,270,type2,3.37,east_left_0,0,0.47,17,3.28,6.04
26.5,24,84.9,1.6,270,type4,3.38,east_left_0,0,-0.04,22,3.37,6.03
26.5,27,94.45,1.6,270,type5,1.17,east_left_0,0,1.68,24,3.38,4.55
26.5,29,-1.6,-75.9,0,type3,15.83,south_down_0,0,0.55,-1,-1,-1
26.5,30,1.6,-92.19,0,type4,5.52,south_up_0,0,-1.49,19,3.61,8.1
26.5,8,-48.01,-1.6,90,SlowCar,5.93,west_right_0,0,0.37,-1,-1,-1
26.5,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,8,5.93,6.99
26.5,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
26.6,1,1.6,67.39,0,type5,9.94,north_up_0,0,0,-1,-1,-1
26.6,11,-1.6,57.5,180,type2,0,north_down_0,0,0,11111,0,2.5
26.6,12,-1.6,65.08,180,type5,0.08,north_down_0,0,-0.07,11,0,2.57
26.6,13,51.53,1.6,270,FastCar,2.97,east_left_0,0,-0.1,-1,-1,-1
26.6,14,-67.64,-1.6,90,type1,0.14,west_right_0,0,-0.17,10101,0,2.64
26.6,15,-1.6,82.69,180,SlowCar,3.01,north_down_0,0,0.46,12,0.08,12.61
26.6,16,-76.08,-1.6,90,type3,0.84,west_right_0,0,-0.7,14,0.14,3.44
26.6,17,62.53,1.6,270,type1,3.12,east_left_0,0,-1.65,13,2.97,5.99
26.6,18,1.6,-67.61,0,FastCar,3.48,south_up_0,0,-0.1,-1,-1,-1
26.6,19,1.6,-78.73,0,type4,3.48,south_up_0,0,-1.32,18,3.48,6.12
26.6,20,-85.01,-1.6,90,type2,1.41,west_right_0,0,-0.17,16,0.84,3.93
26.6,21,-1.6,91.86,180,type3,2.31,north_down_0,0,0.1,15,3.01,4.18
26.6,22,73.53,1.6,270,type2,3.44,east_left_0,0,0.77,17,3.12,6.01
26.6,24,84.55,1.6,270,type4,3.52,east_left_0,0,1.38,22,3.44,6.02
26.6,27,94.32,1.6,270,type5,1.32,east_left_0,0,1.53,24,3.52,4.77
26.6,29,-1.6,-74.34,0,type3,15.63,south_down_0,0,-2,-1,-1,-1
26.6,30,1.6,-91.64,0,type4,5.43,south_up_0,0,-0.84,19,3.48,7.91
26.6,8,-47.42,-1.6,90,SlowCar,5.97,west_right_0,0,0.49,-1,-1,-1
26.6,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,8,5.97,7.58
26.6,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
26.7,1,1.6,68.38,0,type5,9.91,north_up_0,0,-0.21,-1,-1,-1
26.7,11,-1.6,57.5,180,type2,0,north_down_0,0,0,11111,0,2.5
26.7,12,-1.6,65.07,180,type5,0.07,north_down_0,0,-0.08,11,0,2.57
26.7,13,51.23,1.6,270,FastCar,2.96,east_left_0,0,-0.1,-1,-1,-1
26.7,14,-67.62,-1.6,90,type1,0.14,west_right_0,0,-0.08,10101,0,2.62
26.7,15,-1.6,82.38,180,SlowCar,3.05,north_down_0,0,0.35,12,0.07,12.31
26.7,16,-76,-1.6,90,type3,0.81,west_right_0,0,-0.3,14,0.14,3.38
26.7,17,62.21,1.6,270,type1,3.18,east_left_0,0,0.67,13,2.96,5.97
26.7,18,1.6,-67.27,0,FastCar,3.47,south_up_0,0,-0.1,-1,-1,-1
26.7,19,1.6,-78.38,0,type4,3.54,south_up_0,0,0.61,18,3.47,6.11
26.7,20,-84.87,-1.6,90,type2,1.37,west_right_0,0,-0.49,16,0.81,3.87
26.7,21,-1.6,91.63,180,type3,2.33,north_down_0,0,0.27,15,3.05,4.25
26.7,22,73.19,1.6,270,type2,3.38,east_left_0,0,-0.59,17,3.18,5.99
26.7,24,84.21,1.6,270,type4,3.38,east_left_0,0,-1.34,22,3.38,6.02
26.7,27,94.17,1.6,270,type5,1.48,east_left_0,0,1.57,24,3.38,4.96
26.7,29,-1.6,-72.79,0,type3,15.43,south_down_0,0,-2,-1,-1,-1
26.7,30,1.6,-91.11,0,type4,5.3,south_up_0,0,-1.35,19,3.54,7.73
26.7,8,-46.81,-1.6,90,SlowCar,6.02,west_right_0,0,0.42,-1,-1,-1
26.7,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,8,6.02,8.19
26.7,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
26.8,1,1.6,69.37,0,type5,9.91,north_up_0,0,0,-1,-1,-1
26.8,11,-1.6,57.5,180,type2,0,north_down_0,0,0,11111,0,2.5
26.8,12,-1.6,65.06,180,type5,0.06,north_down_0,0,-0.07,11,0,2.56
26.8,13,50.94,1.6,270,FastCar,2.95,east_left_0,0,-0.1,-1,-1,-1
26.8,14,-67.61,-1.6,90,type1,0.12,west_right_0,0,-0.15,10101,0,2.61
26.8,15,-1.6,82.07,180,SlowCar,3.09,north_down_0,0,0.43,12,0.06,12.01
26.8,16,-75.93,-1.6,90,type3,0.75,west_right_0,0,-0.6,14,0.12,3.31
26.8,17,61.89,1.6,270,type1,3.14,east_left_0,0,-0.44,13,2.95,5.95
26.8,18,1.6,-66.92,0,FastCar,3.46,south_up_0,0,-0.1,-1,-1,-1
26.8,19,1.6,-78.03,0,type4,3.46,south_up_0,0,-0.73,18,3.46,6.11
26.8,20,-84.74,-1.6,90,type2,1.33,west_right_0,0,-0.34,16,0.75,3.81
26.8,21,-1.6,91.39,180,type3,2.38,north_down_0,0,0.53,15,3.09,4.32
26.8,22,72.86,1.6,270,type2,3.36,east_left_0,0,-0.24,17,3.14,5.96
26.8,24,83.87,1.6,270,type4,3.42,east_left_0,0,0.33,22,3.36,6.01
26.8,27,94.01,1.6,270,type5,1.62,east_left_0,0,1.41,24,3.42,5.14
26.8,29,-1.6,-71.24,0,type3,15.58,south_down_0,0,1.49,-1,-1,-1
26.8,30,1.6,-90.62,0,type4,4.98,south_up_0,0,-3.24,19,3.46,7.58
26.8,8,-46.21,-1.6,90,SlowCar,6.05,west_right_0,0,0.28,-1,-1,-1
26.8,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,8,6.05,8.79
26.8,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
26.9,1,1.6,70.36,0,type5,9.91,north_up_0,0,0,-1,-1,-1
26.9,11,1.6,57.5,180,type2,0,north_up_0,0,0,1,9.91,7.86
26.9,12,-1.6,65.06,180,type5,0.06,north_down_0,0,-0.04,11111,0,10.06
26.9,13,50.65,1.6,270,FastCar,2.94,east_left_0,0,-0.1,-1,-1,-1
26.9,14,-67.6,-1.6,90,type1,0.11,west_right_0,0,-0.14,10101,0,2.6
26.9,15,-1.6,81.76,180,SlowCar,3.14,north_down_0,0,0.47,12,0.06,11.7
26.9,16,-75.86,-1.6,90,type3,0.69,west_right_0,0,-0.62,14,0.11,3.26
26.9,17,61.58,1.6,270,type1,3.17,east_left_0,0,0.34,13,2.94,5.93
26.9,18,1.6,-66.58,0,FastCar,3.45,south_up_0,0,-0.1,-1,-1,-1
26.9,19,1.6,-77.67,0,type4,3.6,south_up_0,0,1.39,18,3.45,6.1
26.9,20,-84.62,-1.6,90,type2,1.24,west_right_0,0,-0.9,16,0.69,3.76
26.9,21,-1.6,91.15,180,type3,2.46,north_down_0,0,0.76,15,3.14,4.39
26.9,22,72.54,1.6,270,type2,3.23,east_left_0,0,-1.34,17,3.17,5.96
26.9,24,83.54,1.6,270,type4,3.35,east_left_0,0,-0.61,22,3.23,6
26.9,27,93.84,1.6,270,type5,1.73,east_left_0,0,1.09,24,3.35,5.3
26.9,29,-1.6,-69.68,0,type3,15.56,south_down_0,0,-0.18,-1,-1,-1
26.9,30,1.6,-90.12,0,type4,4.94,south_up_0,0,-0.36,19,3.6,7.45
26.9,8,-45.6,-1.6,90,SlowCar,6.09,west_right_0,0,0.4,-1,-1,-1
26.9,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,8,6.09,9.4
26.9,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
27,1,1.6,71.36,0,type5,9.99,north_up_0,0,0.77,-1,-1,-1
27,11,1.6,57.11,180,type2,3.91,north_up_0,0,39.07,1,9.99,9.25
27,12,-1.6,65.03,180,type5,0.26,north_down_0,0,1.98,11111,0,10.03
27,13,50.35,1.6,270,FastCar,2.93,east_left_0,0,-0.1,-1,-1,-1
27,14,-67.59,-1.6,90,type1,0.1,west_right_0,0,-0.1,10101,0,2.59
27,15,-1.6,81.44,180,SlowCar,3.17,north_down_0,0,0.38,12,0.26,11.41
27,16,-75.79,-1.6,90,type3,0.67,west_right_0,0,-0.15,14,0.1,3.2
27,17,61.26,1.6,270,type1,3.12,east_left_0,0,-0.48,13,2.93,5.91
27,18,1.6,-66.23,0,FastCar,3.44,south_up_0,0,-0.1,-1,-1,-1
27,19,1.6,-77.33,0,type4,3.44,south_up_0,0,-1.61,18,3.44,6.1
27,20,-84.5,-1.6,90,type2,1.19,west_right_0,0,-0.55,16,0.67,3.71
27,21,-1.6,90.89,180,type3,2.52,north_down_0,0,0.62,15,3.17,4.45
27,22,72.2,1.6,270,type2,3.31,east_left_0,0,0.88,17,3.12,5.94
27,24,83.19,1.6,270,type4,3.47,east_left_0,0,1.1,22,3.31,5.99
27,27,93.65,1.6,270,type5,1.9,east_left_0,0,1.71,24,3.47,5.45
27,29,-1.6,-68.12,0,type3,15.55,south_down_0,0,-0.07,-1,-1,-1
27,30,1.6,-89.64,0,type4,4.86,south_up_0,0,-0.81,19,3.44,7.31
27,8,-44.99,-1.6,90,SlowCar,6.12,west_right_0,0,0.3,-1,-1,-1
27,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,8,6.12,10.01
27,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
27.1,1,1.6,72.36,0,type5,9.97,north_up_0,0,-0.22,-1,-1,-1
27.1,11,1.6,56.35,180,type2,7.66,north_up_0,0,37.47,1,9.97,11.01
27.1,12,-1.6,64.99,180,type5,0.45,north_down_0,0,1.97,11111,0,9.99
27.1,13,50.06,1.6,270,FastCar,2.92,east_left_0,0,-0.1,-1,-1,-1
27.1,14,-67.58,-1.6,90,type1,0.09,west_right_0,0,-0.07,10101,0,2.58
27.1,15,-1.6,81.12,180,SlowCar,3.22,north_down_0,0,0.45,12,0.45,11.13
27.1,16,-75.73,-1.6,90,type3,0.61,west_right_0,0,-0.57,14,0.09,3.15
27.1,17,60.95,1.6,270,type1,3.12,east_left_0,0,-0.06,13,2.92,5.89
27.1,18,1.6,-65.89,0,FastCar,3.43,south_up_0,0,-0.1,-1,-1,-1
27.1,19,1.6,-76.97,0,type4,3.59,south_up_0,0,1.46,18,3.43,6.08
27.1,20,-84.38,-1.6,90,type2,1.18,west_right_0,0,-0.05,16,0.61,3.65
27.1,21,-1.6,90.63,180,type3,2.65,north_down_0,0,1.24,15,3.22,4.51
27.1,22,71.88,1.6,270,type2,3.25,east_left_0,0,-0.63,17,3.12,5.93
27.1,24,82.86,1.6,270,type4,3.31,east_left_0,0,-1.52,22,3.25,5.98
27.1,27,93.44,1.6,270,type5,2.02,east_left_0,0,1.21,24,3.31,5.58
27.1,29,-1.6,-66.58,0,type3,15.4,south_down_0,0,-1.51,-1,-1,-1
27.1,30,1.6,-89.16,0,type4,4.78,south_up_0,0,-0.74,19,3.59,7.19
27.1,8,-44.37,-1.6,90,SlowCar,6.16,west_right_0,0,0.45,-1,-1,-1
27.1,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,8,6.16,10.63
27.1,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
27.2,1,1.6,73.36,0,type5,9.99,north_up_0,0,0.2,-1,-1,-1
27.2,11,1.6,55.21,180,type2,11.4,north_up_0,0,37.42,1,9.99,13.15
27.2,12,-1.6,64.92,180,type5,0.65,north_down_0,0,2,11111,0,9.92
27.2,13,49.77,1.6,270,FastCar,2.91,east_left_0,0,-0.1,-1,-1,-1
27.2,14,-67.57,-1.6,90,type1,0.08,west_right_0,0,-0.09,10101,0,2.57
27.2,15,-1.6,80.79,180,SlowCar,3.25,north_down_0,0,0.29,12,0.65,10.87
27.2,16,-75.67,-1.6,90,type3,0.57,west_right_0,0,-0.39,14,0.08,3.1
27.2,17,60.65,1.6,270,type1,3.06,east_left_0,0,-0.58,13,2.91,5.88
27.2,18,1.6,-65.55,0,FastCar,3.42,south_up_0,0,-0.1,-1,-1,-1
27.2,19,1.6,-76.63,0,type4,3.42,south_up_0,0,-1.66,18,3.42,6.08
27.2,20,-84.27,-1.6,90,type2,1.09,west_right_0,0,-0.95,16,0.57,3.6
27.2,21,-1.6,90.37,180,type3,2.59,north_down_0,0,-0.58,15,3.25,4.58
27.2,22,71.55,1.6,270,type2,3.32,east_left_0,0,0.72,17,3.06,5.9
27.2,24,82.52,1.6,270,type4,3.4,east_left_0,0,0.92,22,3.32,5.97
27.2,27,93.22,1.6,270,type5,2.18,east_left_0,0,1.6,24,3.4,5.71
27.2,29,-1.6,-65.06,0,type3,15.2,south_down_0,0,-2,-1,-1,-1
27.2,30,1.6,-88.71,0,type4,4.52,south_up_0,0,-2.63,19,3.42,7.08
27.2,8,-43.75,-1.6,90,SlowCar,6.19,west_right_0,0,0.31,-1,-1,-1
27.2,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,8,6.19,11.25
27.2,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
27.3,1,1.6,74.35,0,type5,9.97,north_up_0,0,-0.18,-1,-1,-1
27.3,11,1.6,53.7,180,type2,15.11,north_up_0,0,37.11,1,9.97,15.66
27.3,12,-1.6,64.84,180,type5,0.83,north_down_0,0,1.73,11111,0,9.84
27.3,13,49.48,1.6,270,FastCar,2.9,east_left_0,0,-0.1,-1,-1,-1
27.3,14,-67.57,-1.6,90,type1,0.07,west_right_0,0,-0.1,10101,0,2.57
27.3,15,-1.6,80.47,180,SlowCar,3.28,north_down_0,0,0.37,12,0.83,10.63
27.3,16,-75.62,-1.6,90,type3,0.52,west_right_0,0,-0.51,14,0.07,3.05
27.3,17,60.33,1.6,270,type1,3.16,east_left_0,0,1.03,13,2.9,5.85
27.3,18,1.6,-65.21,0,FastCar,3.41,south_up_0,0,-0.1,-1,-1,-1
27.3,19,1.6,-76.28,0,type4,3.51,south_up_0,0,0.91,18,3.41,6.07
27.3,20,-84.16,-1.6,90,type2,1.08,west_right_0,0,-0.02,16,0.52,3.54
27.3,21,-1.6,90.11,180,type3,2.66,north_down_0,0,0.7,15,3.28,4.64
27.3,22,71.22,1.6,270,type2,3.21,east_left_0,0,-1.07,17,3.16,5.9
27.3,24,82.18,1.6,270,type4,3.38,east_left_0,0,-0.28,22,3.21,5.96
27.3,27,92.99,1.6,270,type5,2.32,east_left_0,0,1.37,24,3.38,5.81
27.3,29,-1.6,-63.56,0,type3,15.06,south_down_0,0,-1.44,-1,-1,-1
27.3,30,1.6,-88.26,0,type4,4.45,south_up_0,0,-0.73,19,3.51,6.98
27.3,8,-43.13,-1.6,90,SlowCar,6.23,west_right_0,0,0.34,-1,-1,-1
27.3,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,8,6.23,11.87
27.3,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
27.4,1,1.6,75.35,0,type5,9.98,north_up_0,0,0.12,-1,-1,-1
27.4,11,1.6,52.2,180,type2,15.01,north_up_0,0,-1.03,1,9.98,18.16
27.4,12,-1.6,64.74,180,type5,1.02,north_down_0,0,1.97,11111,0,9.74
