Time,VehicleId,Pos_x,Pos_y,Angle,Type,Speed,Lane,Slope,Acceleration,LeaderID,LeaderSpeed,LeaderGap
60.1,18,-7.56,1.6,280.95,FastCar,4.37,west_left_0,0,-0.25,28,14.7,15.16
60.1,19,1.6,13.97,0,type4,13.62,north_up_0,0,-2.56,22,11.06,80.28
60.1,21,15.06,-1.6,90,type3,11.85,east_right_0,0,-2,-1,-1,-1
60.1,22,1.6,99.25,0,type2,11.06,north_up_0,0,1.28,-1,-1,-1
60.1,23,-1.6,64,180,type1,0,north_down_0,0,0,15,0,2.5
60.1,24,-1.6,-12.01,180.31,type4,5.4,south_down_0,0,7.41,32,13.77,7.78
60.1,25,-1.6,71.53,180,type5,0.02,north_down_0,0,-0.03,23,0,2.52
60.1,27,-0.75,-2.85,224.31,type5,0.98,:intersection_5_0,0,1.97,24,5.4,4.28
60.1,28,-27.71,1.6,270,type1,14.7,west_left_0,0,-3.5,-1,-1,-1
60.1,30,-1.6,-2.4,0,type4,9.05,:intersection_1_0,0,-1.94,24,5.4,4.61
60.1,31,1.6,13.35,0,type2,11.98,north_up_0,0,-10,19,13.62,-4.38
60.1,32,-1.6,-24.79,180,type1,13.77,south_down_0,0,5.2,-1,-1,-1
60.1,33,-1.6,79.14,180,type3,0.11,north_down_0,0,-0.15,25,0.02,2.61
60.1,34,1.6,-17.66,0,type5,2.99,south_up_0,0,1.51,18,4.37,20.01
60.1,35,-74,-1.6,90,SlowCar,0,west_right_0,0,0,16,0,1.5
60.1,36,-1.6,86.94,180,type5,0.31,north_down_0,0,-0.17,33,0.11,2.8
60.1,37,1.6,-27.31,0,type1,2.21,south_up_0,0,0.93,34,2.99,4.65
60.1,38,-1.6,94.71,180,type3,0.26,north_down_0,0,0.16,36,0.31,2.77
60.1,40,-52.45,-1.6,90,type2,14.95,west_right_0,0,0.7,21,11.85,62.51
60.1,41,1.6,-36.58,0,type5,1.82,south_up_0,0,0.16,37,2.21,4.27
60.1,42,22.33,1.6,270,type5,8.87,east_left_0,0,1.59,31,11.98,25.31
60.1,44,40.67,1.6,270,type3,6.97,east_left_0,0,0.33,42,8.87,13.34
60.1,46,54.46,1.6,270,type4,6.03,east_left_0,0,-0.26,44,6.97,8.79
60.1,47,1.6,-45.74,0,type2,1.63,south_up_0,0,0.46,41,1.82,4.15
60.1,48,1.6,-55.5,0,type3,1.65,south_up_0,0,0.4,47,1.63,4.77
60.1,49,-82.62,-1.6,90,type2,1.2,west_right_0,0,-1.34,35,0,3.62
60.1,50,-91.99,-1.6,90,type4,1.87,west_right_0,0,-0.89,49,1.2,4.37
60.1,51,69.75,1.6,270,type5,4.91,east_left_0,0,0.55,46,6.03,10.28
60.1,52,82.66,1.6,270,type3,4.05,east_left_0,0,1.27,51,4.91,7.91
60.1,53,1.6,-65.09,0,type5,1.87,south_up_0,0,-0.82,48,1.65,4.59
60.1,56,93.44,1.6,270,type5,2.19,east_left_0,0,1.99,52,4.05,5.78
60.1,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,40,14.95,2.55
60.1,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
60.2,15,-1.6,56.5,180,SlowCar,0,north_down_0,0,0,11111,0,1.5
60.2,16,-67.5,-1.6,90,type3,0,west_right_0,0,0,10101,0,2.5
60.2,18,-7.99,1.6,278.28,FastCar,4.35,west_left_0,0,-0.25,28,16.09,16.33
60.2,19,1.6,15.37,0,type4,13.99,north_up_0,0,3.66,-1,-1,-1
60.2,21,16.28,-1.6,90,type3,12.26,east_right_0,0,4.11,-1,-1,-1
60.2,23,-1.6,64,180,type1,0,north_down_0,0,0,15,0,2.5
60.2,24,-1.6,-12.62,180,type4,6.08,south_down_0,0,6.79,32,13.8,8.56
60.2,25,-1.6,71.53,180,type5,0.02,north_down_0,0,-0.01,23,0,2.52
60.2,27,-0.81,-2.94,223.66,type5,1.13,:intersection_5_0,0,1.5,24,6.08,4.78
60.2,28,-29.32,1.6,270,type1,16.09,west_left_0,0,13.91,-1,-1,-1
60.2,30,-1.6,-1.52,0,type4,8.86,:intersection_1_0,0,-1.94,24,6.08,6.1
60.2,31,1.6,14.45,0,type2,10.98,north_up_0,0,-10,19,13.99,-4.08
60.2,32,-1.6,-26.17,180,type1,13.8,south_down_0,0,0.36,-1,-1,-1
60.2,33,-1.6,79.13,180,type3,0.11,north_down_0,0,-0.09,25,0.02,2.6
60.2,34,1.6,-17.35,0,type5,3.13,south_up_0,0,1.41,18,4.35,20.13
60.2,35,-74,-1.6,90,SlowCar,0,west_right_0,0,0,16,0,1.5
60.2,36,-1.6,86.91,180,type5,0.28,north_down_0,0,-0.22,33,0.11,2.78
60.2,37,1.6,-27.07,0,type1,2.37,south_up_0,0,1.64,34,3.13,4.72
60.2,38,-1.6,94.69,180,type3,0.26,north_down_0,0,-0.01,36,0.28,2.78
60.2,40,-50.97,-1.6,90,type2,14.83,west_right_0,0,-1.23,21,12.26,62.25
60.2,41,1.6,-36.4,0,type5,1.87,south_up_0,0,0.47,37,2.37,4.33
60.2,42,21.43,1.6,270,type5,8.98,east_left_0,0,1.14,31,10.98,25.51
60.2,44,39.97,1.6,270,type3,7.06,east_left_0,0,0.88,42,8.98,13.53
60.2,46,53.85,1.6,270,type4,6.12,east_left_0,0,0.85,44,7.06,8.89
60.2,47,1.6,-45.57,0,type2,1.63,south_up_0,0,0.04,41,1.87,4.18
60.2,48,1.6,-55.34,0,type3,1.62,south_up_0,0,-0.35,47,1.63,4.77
60.2,49,-82.52,-1.6,90,type2,1.07,west_right_0,0,-1.28,35,0,3.51
60.2,50,-91.8,-1.6,90,type4,1.86,west_right_0,0,-0.09,49,1.07,4.29
60.2,51,69.25,1.6,270,type5,4.96,east_left_0,0,0.52,46,6.12,10.4
60.2,52,82.26,1.6,270,type3,4.04,east_left_0,0,-0.17,51,4.96,8.01
60.2,53,1.6,-64.9,0,type5,1.87,south_up_0,0,0.02,48,1.62,4.56
60.2,56,93.21,1.6,270,type5,2.29,east_left_0,0,1.02,52,4.04,5.95
60.2,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,40,14.83,4.03
60.2,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
60.3,15,-1.6,56.5,180,SlowCar,0,north_down_0,0,0,11111,0,1.5
60.3,16,-67.5,-1.6,90,type3,0,west_right_0,0,0,10101,0,2.5
60.3,18,-8.42,1.6,276.14,FastCar,4.33,west_left_0,0,-0.21,28,16.19,17.52
60.3,19,1.6,16.71,0,type4,13.38,north_up_0,0,-6.07,-1,-1,-1
60.3,21,17.49,-1.6,90,type3,12.06,east_right_0,0,-2,-1,-1,-1
60.3,23,-1.6,64,180,type1,0,north_down_0,0,0,15,0,2.5
60.3,24,-1.6,-13.31,180,type4,6.94,south_down_0,0,8.58,32,13.54,9.22
60.3,25,-1.6,71.52,180,type5,0.02,north_down_0,0,-0.02,23,0,2.52
60.3,27,-0.87,-3.05,222.93,type5,1.29,:intersection_5_0,0,1.54,24,6.94,5.34
60.3,28,-30.94,1.6,270,type1,16.19,west_left_0,0,1.07,-1,-1,-1
60.3,30,1.6,-0.65,0,type4,8.66,:intersection_7_0,0,-1.94,31,9.98,11.09
60.3,31,1.6,15.44,0,type2,9.98,north_up_0,0,-10,19,13.38,-3.74
60.3,32,-1.6,-27.53,180,type1,13.54,south_down_0,0,-2.65,-1,-1,-1
60.3,33,-1.6,79.12,180,type3,0.1,north_down_0,0,-0.06,25,0.02,2.59
60.3,34,1.6,-17.02,0,type5,3.26,south_up_0,0,1.37,18,4.33,20.23
60.3,35,-74,-1.6,90,SlowCar,0,west_right_0,0,0,16,0,1.5
60.3,36,-1.6,86.88,180,type5,0.28,north_down_0,0,-0.04,33,0.1,2.76
60.3,37,1.6,-26.83,0,type1,2.4,south_up_0,0,0.29,34,3.26,4.81
60.3,38,-1.6,94.66,180,type3,0.27,north_down_0,0,0.08,36,0.28,2.78
60.3,40,-49.52,-1.6,90,type2,14.46,west_right_0,0,-3.71,21,12.06,62.01
60.3,41,1.6,-36.2,0,type5,1.93,south_up_0,0,0.63,37,2.4,4.37
60.3,42,20.52,1.6,270,type5,9.1,east_left_0,0,1.17,31,9.98,25.6
60.3,44,39.24,1.6,270,type3,7.22,east_left_0,0,1.61,42,9.1,13.72
60.3,46,53.22,1.6,270,type4,6.36,east_left_0,0,2.39,44,7.22,8.97
60.3,47,1.6,-45.41,0,type2,1.64,south_up_0,0,0.03,41,1.93,4.2
60.3,48,1.6,-55.18,0,type3,1.64,south_up_0,0,0.2,47,1.64,4.77
60.3,49,-82.42,-1.6,90,type2,0.98,west_right_0,0,-0.95,35,0,3.42
60.3,50,-91.63,-1.6,90,type4,1.72,west_right_0,0,-1.39,49,0.98,4.21
60.3,51,68.75,1.6,270,type5,4.99,east_left_0,0,0.3,46,6.36,10.54
60.3,52,81.85,1.6,270,type3,4.1,east_left_0,0,0.66,51,4.99,8.09
60.3,53,1.6,-64.71,0,type5,1.89,south_up_0,0,0.13,48,1.64,4.53
60.3,56,92.97,1.6,270,type5,2.41,east_left_0,0,1.21,52,4.1,6.12
60.3,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,40,14.46,5.48
60.3,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
60.4,15,-1.6,56.5,180,SlowCar,0,north_down_0,0,0,11111,0,1.5
60.4,16,-67.5,-1.6,90,type3,0,west_right_0,0,0,10101,0,2.5
60.4,18,-8.85,1.6,275.44,FastCar,4.3,west_left_0,0,-0.21,28,16.16,18.7
60.4,19,1.6,18.1,0,type4,13.95,north_up_0,0,5.7,-1,-1,-1
60.4,21,18.72,-1.6,90,type3,12.35,east_right_0,0,2.92,-1,-1,-1
60.4,23,-1.6,64,180,type1,0,north_down_0,0,0,15,0,2.5
60.4,24,-1.6,-14.07,180,type4,7.64,south_down_0,0,6.98,32,13.26,9.78
60.4,25,-1.6,71.52,180,type5,0.02,north_down_0,0,-0.01,23,0,2.52
60.4,27,-0.95,-3.18,222.09,type5,1.45,:intersection_5_0,0,1.64,24,7.64,5.96
60.4,28,-32.56,1.6,270,type1,16.16,west_left_0,0,-0.34,-1,-1,-1
60.4,30,1.6,0.22,0,type4,8.68,:intersection_7_0,0,0.23,31,8.98,11.12
60.4,31,1.6,16.34,0,type2,8.98,north_up_0,0,-10,19,13.95,-3.24
60.4,32,-1.6,-28.85,180,type1,13.26,south_down_0,0,-2.75,-1,-1,-1
60.4,33,-1.6,79.11,180,type3,0.09,north_down_0,0,-0.06,25,0.02,2.59
60.4,34,1.6,-16.67,0,type5,3.46,south_up_0,0,1.96,18,4.3,20.32
60.4,35,-74,-1.6,90,SlowCar,0,west_right_0,0,0,16,0,1.5
60.4,36,-1.6,86.86,180,type5,0.26,north_down_0,0,-0.24,33,0.09,2.75
60.4,37,1.6,-26.58,0,type1,2.53,south_up_0,0,1.24,34,3.46,4.9
60.4,38,-1.6,94.63,180,type3,0.27,north_down_0,0,0,36,0.26,2.78
60.4,40,-48.04,-1.6,90,type2,14.88,west_right_0,0,4.23,21,12.35,61.76
60.4,41,1.6,-36.01,0,type5,2,south_up_0,0,0.66,37,2.53,4.43
60.4,42,19.6,1.6,270,type5,9.29,east_left_0,0,1.92,31,8.98,25.57
60.4,44,38.51,1.6,270,type3,7.37,east_left_0,0,1.49,42,9.29,13.91
60.4,46,52.57,1.6,270,type4,6.46,east_left_0,0,1.01,44,7.37,9.06
60.4,47,1.6,-45.24,0,type2,1.69,south_up_0,0,0.54,41,2,4.23
60.4,48,1.6,-55.02,0,type3,1.61,south_up_0,0,-0.25,47,1.69,4.78
60.4,49,-82.33,-1.6,90,type2,0.89,west_right_0,0,-0.89,35,0,3.33
60.4,50,-91.46,-1.6,90,type4,1.7,west_right_0,0,-0.2,49,0.89,4.13
60.4,51,68.24,1.6,270,type5,5.08,east_left_0,0,0.95,46,6.46,10.67
60.4,52,81.43,1.6,270,type3,4.18,east_left_0,0,0.74,51,5.08,8.19
60.4,53,1.6,-64.52,0,type5,1.9,south_up_0,0,0.16,48,1.61,4.51
60.4,56,92.72,1.6,270,type5,2.52,east_left_0,0,1.12,52,4.18,6.29
60.4,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,40,14.88,6.96
60.4,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
60.5,15,-1.6,56.5,180,SlowCar,0,north_down_0,0,0,11111,0,1.5
60.5,16,-67.5,-1.6,90,type3,0,west_right_0,0,0,10101,0,2.5
60.5,18,-9.28,1.6,274.75,FastCar,4.28,west_left_0,0,-0.2,28,16.28,19.9
60.5,19,1.6,19.46,0,type4,13.58,north_up_0,0,-3.68,-1,-1,-1
60.5,21,19.94,-1.6,90,type3,12.19,east_right_0,0,-1.61,-1,-1,-1
60.5,23,-1.6,64,180,type1,0,north_down_0,0,0,15,0,2.5
60.5,24,-1.6,-14.87,180,type4,7.98,south_down_0,0,3.39,32,13.8,10.36
60.5,25,-1.6,71.52,180,type5,0.02,north_down_0,0,-0.02,23,0,2.52
60.5,27,-1.03,-3.31,221.2,type5,1.58,:intersection_5_0,0,1.24,24,7.98,6.6
60.5,28,-34.18,1.6,270,type1,16.28,west_left_0,0,1.19,-1,-1,-1
60.5,30,1.6,1.08,0,type4,8.65,:intersection_7_0,0,-0.32,31,7.98,11.06
60.5,31,1.6,17.14,0,type2,7.98,north_up_0,0,-10,19,13.58,-2.68
60.5,32,-1.6,-30.23,180,type1,13.8,south_down_0,0,5.4,-1,-1,-1
60.5,33,-1.6,79.1,180,type3,0.08,north_down_0,0,-0.09,25,0.02,2.58
60.5,34,1.6,-16.31,0,type5,3.62,south_up_0,0,1.59,18,4.28,20.39
60.5,35,-74,-1.6,90,SlowCar,0,west_right_0,0,0,16,0,1.5
60.5,36,-1.6,86.83,180,type5,0.24,north_down_0,0,-0.21,33,0.08,2.73
60.5,37,1.6,-26.32,0,type1,2.64,south_up_0,0,1.13,34,3.62,5
60.5,38,-1.6,94.61,180,type3,0.27,north_down_0,0,-0.01,36,0.24,2.77
60.5,40,-46.57,-1.6,90,type2,14.62,west_right_0,0,-2.62,21,12.19,61.51
60.5,41,1.6,-35.8,0,type5,2.08,south_up_0,0,0.82,37,2.64,4.48
60.5,42,18.66,1.6,270,type5,9.4,east_left_0,0,1.12,31,7.98,25.43
60.5,44,37.77,1.6,270,type3,7.33,east_left_0,0,-0.45,42,9.4,14.12
60.5,46,51.92,1.6,270,type4,6.48,east_left_0,0,0.21,44,7.33,9.15
60.5,47,1.6,-45.07,0,type2,1.72,south_up_0,0,0.24,41,2.08,4.27
60.5,48,1.6,-54.85,0,type3,1.67,south_up_0,0,0.57,47,1.72,4.78
60.5,49,-82.25,-1.6,90,type2,0.82,west_right_0,0,-0.69,35,0,3.24
60.5,50,-91.3,-1.6,90,type4,1.62,west_right_0,0,-0.73,49,0.82,4.05
60.5,51,67.73,1.6,270,type5,5.16,east_left_0,0,0.8,46,6.48,10.8
60.5,52,81,1.6,270,type3,4.27,east_left_0,0,0.9,51,5.16,8.28
60.5,53,1.6,-64.34,0,type5,1.84,south_up_0,0,-0.67,48,1.67,4.49
60.5,56,92.45,1.6,270,type5,2.68,east_left_0,0,1.53,52,4.27,6.45
60.5,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,40,14.62,8.43
60.5,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
60.6,15,-1.6,56.5,180,SlowCar,0,north_down_0,0,0,11111,0,1.5
60.6,16,-67.5,-1.6,90,type3,0,west_right_0,0,0,10101,0,2.5
60.6,18,-9.71,1.6,274.05,FastCar,4.27,west_left_0,0,-0.19,28,16,21.08
60.6,19,1.6,20.81,0,type4,13.46,north_up_0,0,-1.25,-1,-1,-1
60.6,21,21.15,-1.6,90,type3,12.05,east_right_0,0,-1.34,-1,-1,-1
60.6,23,-1.6,64,180,type1,0,north_down_0,0,0,15,0,2.5
60.6,24,-1.6,-15.73,180,type4,8.64,south_down_0,0,6.59,32,13.59,10.86
60.6,25,-1.6,71.52,180,type5,0.01,north_down_0,0,-0.01,23,0,2.52
60.6,27,-1.07,-3.48,219.62,type5,1.74,:intersection_5_0,0,1.63,24,8.64,7.29
60.6,28,-35.78,1.6,270,type1,16,west_left_0,0,-2.79,-1,-1,-1
60.6,30,1.6,1.91,0,type4,8.22,:intersection_7_0,0,-4.32,31,6.98,10.93
60.6,31,1.6,17.84,0,type2,6.98,north_up_0,0,-10,19,13.46,-2.03
60.6,32,-1.6,-31.59,180,type1,13.59,south_down_0,0,-2.18,-1,-1,-1
60.6,33,-1.6,79.09,180,type3,0.08,north_down_0,0,-0.06,25,0.01,2.57
60.6,34,1.6,-15.93,0,type5,3.78,south_up_0,0,1.61,18,4.27,20.43
60.6,35,-74,-1.6,90,SlowCar,0,west_right_0,0,0,16,0,1.5
60.6,36,-1.6,86.81,180,type5,0.23,north_down_0,0,-0.1,33,0.08,2.72
60.6,37,1.6,-26.03,0,type1,2.86,south_up_0,0,2.16,34,3.78,5.1
60.6,38,-1.6,94.58,180,type3,0.26,north_down_0,0,-0.08,36,0.23,2.77
60.6,40,-45.06,-1.6,90,type2,15.12,west_right_0,0,4.99,21,12.05,61.21
60.6,41,1.6,-35.58,0,type5,2.21,south_up_0,0,1.29,37,2.86,4.55
60.6,42,17.73,1.6,270,type5,9.27,east_left_0,0,-1.3,31,6.98,25.2
60.6,44,37.04,1.6,270,type3,7.35,east_left_0,0,0.19,42,9.27,14.31
60.6,46,51.25,1.6,270,type4,6.69,east_left_0,0,2.06,44,7.35,9.22
60.6,47,1.6,-44.89,0,type2,1.78,south_up_0,0,0.6,41,2.21,4.31
60.6,48,1.6,-54.68,0,type3,1.69,south_up_0,0,0.19,47,1.78,4.79
60.6,49,-82.18,-1.6,90,type2,0.71,west_right_0,0,-1.1,35,0,3.17
60.6,50,-91.15,-1.6,90,type4,1.53,west_right_0,0,-0.98,49,0.71,3.97
60.6,51,67.21,1.6,270,type5,5.2,east_left_0,0,0.38,46,6.69,10.95
60.6,52,80.57,1.6,270,type3,4.32,east_left_0,0,0.56,51,5.2,8.36
60.6,53,1.6,-64.16,0,type5,1.82,south_up_0,0,-0.19,48,1.69,4.48
60.6,56,92.17,1.6,270,type5,2.78,east_left_0,0,1.08,52,4.32,6.6
60.6,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,40,15.12,9.94
60.6,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
60.7,15,-1.6,56.5,180,SlowCar,0,north_down_0,0,0,11111,0,1.5
60.7,16,-67.5,-1.6,90,type3,0,west_right_0,0,0,10101,0,2.5
60.7,18,-10.13,1.6,273.36,FastCar,4.25,west_left_0,0,-0.19,28,15.66,22.22
60.7,19,1.6,22.16,0,type4,13.51,north_up_0,0,0.5,-1,-1,-1
60.7,21,22.36,-1.6,90,type3,12.17,east_right_0,0,1.12,-1,-1,-1
60.7,23,-1.6,64,180,type1,0,north_down_0,0,0,15,0,2.5
60.7,24,-1.6,-16.64,180,type4,9.1,south_down_0,0,4.67,32,13.24,11.27
60.7,25,-1.6,71.52,180,type5,0.01,north_down_0,0,-0.01,23,0,2.51
60.7,27,-1.1,-3.67,217.7,type5,1.9,:intersection_5_0,0,1.58,24,9.1,8.01
60.7,28,-37.35,1.6,270,type1,15.66,west_left_0,0,-3.41,-1,-1,-1
60.7,30,1.6,2.7,0,type4,7.89,:intersection_7_0,0,-3.28,31,5.98,10.74
60.7,31,1.6,18.44,0,type2,5.98,north_up_0,0,-10,19,13.51,-1.28
60.7,32,-1.6,-32.91,180,type1,13.24,south_down_0,0,-3.5,-1,-1,-1
60.7,33,-1.6,79.09,180,type3,0.07,north_down_0,0,-0.07,25,0.01,2.57
60.7,34,1.6,-15.55,0,type5,3.88,south_up_0,0,1.03,18,4.25,20.47
60.7,35,-74,-1.6,90,SlowCar,0,west_right_0,0,0,16,0,1.5
60.7,36,-1.6,86.79,180,type5,0.21,north_down_0,0,-0.2,33,0.07,2.7
60.7,37,1.6,-25.74,0,type1,2.92,south_up_0,0,0.65,34,3.88,5.19
60.7,38,-1.6,94.55,180,type3,0.25,north_down_0,0,-0.06,36,0.21,2.76
60.7,40,-43.61,-1.6,90,type2,14.53,west_right_0,0,-5.83,21,12.17,60.97
60.7,41,1.6,-35.35,0,type5,2.3,south_up_0,0,0.98,37,2.92,4.61
60.7,42,16.84,1.6,270,type5,8.87,east_left_0,0,-4,31,5.98,24.91
60.7,44,36.3,1.6,270,type3,7.37,east_left_0,0,0.28,42,8.87,14.46
60.7,46,50.61,1.6,270,type4,6.46,east_left_0,0,-2.23,44,7.37,9.31
60.7,47,1.6,-44.71,0,type2,1.84,south_up_0,0,0.69,41,2.3,4.36
60.7,48,1.6,-54.51,0,type3,1.68,south_up_0,0,-0.13,47,1.84,4.81
60.7,49,-82.11,-1.6,90,type2,0.65,west_right_0,0,-0.58,35,0,3.11
60.7,50,-91,-1.6,90,type4,1.42,west_right_0,0,-1.03,49,0.65,3.89
60.7,51,66.68,1.6,270,type5,5.25,east_left_0,0,0.46,46,6.46,11.07
60.7,52,80.14,1.6,270,type3,4.26,east_left_0,0,-0.58,51,5.25,8.46
60.7,53,1.6,-63.97,0,type5,1.84,south_up_0,0,0.19,48,1.68,4.46
60.7,56,91.88,1.6,270,type5,2.92,east_left_0,0,1.38,52,4.26,6.74
60.7,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,40,14.53,11.39
60.7,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
60.8,15,-1.6,56.5,180,SlowCar,0,north_down_0,0,0,11111,0,1.5
60.8,16,-67.5,-1.6,90,type3,0,west_right_0,0,0,10101,0,2.5
60.8,18,-10.56,1.6,272.67,FastCar,4.23,west_left_0,0,-0.19,28,15.84,23.38
60.8,19,1.6,23.49,0,type4,13.34,north_up_0,0,-1.66,-1,-1,-1
60.8,21,23.59,-1.6,90,type3,12.27,east_right_0,0,1.08,-1,-1,-1
60.8,23,-1.6,64,180,type1,0,north_down_0,0,0,15,0,2.5
60.8,24,-1.6,-17.55,180,type4,9.09,south_down_0,0,-0.08,32,13.4,11.7
60.8,25,-1.6,71.52,180,type5,0.01,north_down_0,0,-0.01,23,0,2.51
60.8,27,-1.12,-3.87,215.65,type5,2.01,:intersection_5_0,0,1.16,24,9.09,8.72
60.8,28,-38.93,1.6,270,type1,15.84,west_left_0,0,1.8,-1,-1,-1
60.8,30,1.6,3.48,0,type4,7.82,:intersection_7_0,0,-0.7,31,4.98,10.45
60.8,31,1.6,18.93,0,type2,4.98,north_up_0,0,-10,19,13.34,-0.44
60.8,32,-1.6,-34.25,180,type1,13.4,south_down_0,0,1.64,-1,-1,-1
60.8,33,-1.6,79.08,180,type3,0.07,north_down_0,0,-0.04,25,0.01,2.56
60.8,34,1.6,-15.14,0,type5,4.08,south_up_0,0,1.93,18,4.23,20.49
60.8,35,-74,-1.6,90,SlowCar,0,west_right_0,0,0,16,0,1.5
60.8,36,-1.6,86.77,180,type5,0.2,north_down_0,0,-0.03,33,0.07,2.69
60.8,37,1.6,-25.44,0,type1,3.01,south_up_0,0,0.9,34,4.08,5.3
60.8,38,-1.6,94.53,180,type3,0.26,north_down_0,0,0.02,36,0.2,2.76
60.8,40,-42.14,-1.6,90,type2,14.68,west_right_0,0,1.46,21,12.27,60.73
60.8,41,1.6,-35.11,0,type5,2.39,south_up_0,0,0.86,37,3.01,4.67
60.8,42,15.99,1.6,270,type5,8.47,east_left_0,0,-4,31,4.98,24.56
60.8,44,35.55,1.6,270,type3,7.5,east_left_0,0,1.25,42,8.47,14.56
60.8,46,49.94,1.6,270,type4,6.69,east_left_0,0,2.3,44,7.5,9.39
60.8,47,1.6,-44.52,0,type2,1.85,south_up_0,0,0.05,41,2.39,4.41
60.8,48,1.6,-54.34,0,type3,1.72,south_up_0,0,0.41,47,1.85,4.82
60.8,49,-82.05,-1.6,90,type2,0.61,west_right_0,0,-0.47,35,0,3.05
60.8,50,-90.87,-1.6,90,type4,1.34,west_right_0,0,-0.87,49,0.61,3.82
60.8,51,66.15,1.6,270,type5,5.31,east_left_0,0,0.66,46,6.69,11.21
60.8,52,79.71,1.6,270,type3,4.31,east_left_0,0,0.43,51,5.31,8.56
60.8,53,1.6,-63.79,0,type5,1.8,south_up_0,0,-0.4,48,1.72,4.45
60.8,56,91.57,1.6,270,type5,3.08,east_left_0,0,1.6,52,4.31,6.86
60.8,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,40,14.68,12.86
60.8,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
60.9,15,-1.6,56.5,180,SlowCar,0,north_down_0,0,0,11111,0,1.5
60.9,16,-67.5,-1.6,90,type3,0,west_right_0,0,0,10101,0,2.5
60.9,18,-10.98,1.6,271.99,FastCar,4.21,west_left_0,0,-0.18,28,16.37,24.59
60.9,19,1.6,24.89,0,type4,13.99,north_up_0,0,6.46,-1,-1,-1
60.9,21,24.82,-1.6,90,type3,12.32,east_right_0,0,0.44,-1,-1,-1
60.9,23,-1.6,64,180,type1,0,north_down_0,0,0,15,0,2.5
60.9,24,-1.6,-18.51,180,type4,9.57,south_down_0,0,4.78,32,13.62,12.11
60.9,25,-1.6,71.51,180,type5,0.01,north_down_0,0,-0.01,23,0,2.51
60.9,27,-1.15,-4.08,213.43,type5,2.18,:intersection_5_0,0,1.67,24,9.57,9.46
60.9,28,-40.57,1.6,270,type1,16.37,west_left_0,0,5.32,-1,-1,-1
60.9,30,1.6,4.23,0,type4,7.54,:intersection_7_0,0,-2.86,31,3.98,10.1
60.9,31,1.6,19.33,0,type2,3.98,north_up_0,0,-10,19,13.99,0.56
60.9,32,-1.6,-35.62,180,type1,13.62,south_down_0,0,2.21,-1,-1,-1
60.9,33,-1.6,79.07,180,type3,0.06,north_down_0,0,-0.06,25,0.01,2.56
60.9,34,1.6,-14.72,0,type5,4.19,south_up_0,0,1.13,18,4.21,20.49
60.9,35,-74,-1.6,90,SlowCar,0,west_right_0,0,0,16,0,1.5
60.9,36,-1.6,86.75,180,type5,0.18,north_down_0,0,-0.18,33,0.06,2.68
60.9,37,1.6,-25.12,0,type1,3.17,south_up_0,0,1.59,34,4.19,5.4
60.9,38,-1.6,94.5,180,type3,0.24,north_down_0,0,-0.14,36,0.18,2.75
60.9,40,-40.67,-1.6,90,type2,14.67,west_right_0,0,-0.11,21,12.32,60.5
60.9,41,1.6,-34.86,0,type5,2.47,south_up_0,0,0.78,37,3.17,4.74
60.9,42,15.19,1.6,270,type5,8.07,east_left_0,0,-4,31,3.98,24.15
60.9,44,34.82,1.6,270,type3,7.31,east_left_0,0,-1.92,42,8.07,14.63
60.9,46,49.25,1.6,270,type4,6.9,east_left_0,0,2.07,44,7.31,9.43
60.9,47,1.6,-44.33,0,type2,1.95,south_up_0,0,0.96,41,2.47,4.47
60.9,48,1.6,-54.17,0,type3,1.73,south_up_0,0,0.15,47,1.95,4.84
60.9,49,-82,-1.6,90,type2,0.53,west_right_0,0,-0.75,35,0,2.99
60.9,50,-90.74,-1.6,90,type4,1.31,west_right_0,0,-0.29,49,0.53,3.74
60.9,51,65.62,1.6,270,type5,5.35,east_left_0,0,0.34,46,6.9,11.37
60.9,52,79.28,1.6,270,type3,4.3,east_left_0,0,-0.08,51,5.35,8.67
60.9,53,1.6,-63.61,0,type5,1.83,south_up_0,0,0.36,48,1.73,4.44
60.9,56,91.25,1.6,270,type5,3.2,east_left_0,0,1.19,52,4.3,6.97
60.9,10101,-60,-1.6,90,obstacle,0,west_right_0,0,0,40,14.67,14.33
60.9,11111,-1.6,50,180,obstacle,0,north_down_0,0,0,-1,-1,-1
