Time,VehicleId,Pos_x,Pos_y,Speed,Lane,LeaderID,LeaderSpeed,LeaderGap,Acceleration,Deceleration,RelativeSpeed,TTC,SafeDistance,LanePrev,lane_opposite_change,SafeUnsafeOvertaking
51.8,19,1.6,-20.52,1.13,19,18.0,0.96,3.66,-0.19,0.19,0.16999999999999993,21.52941176470589,3.530263157894736,19.0,False,1
51.8,21,1.6,61.92,12.05,17,14.0,12.19,12.48,33.22,0.0,-0.1399999999999988,999.0,999.0,17.0,False,0
51.8,23,-1.6,70.63,4.27,16,15.0,0.0,9.12,-2.44,2.44,4.27,2.1358313817330212,8.00625,16.0,False,1
51.8,25,-1.6,78.98,0.2,16,23.0,4.27,3.36,1.99,0.0,-4.069999999999999,999.0,999.0,16.0,False,0
51.8,28,45.77,1.6,4.22,14,27.0,5.31,6.25,1.3,0.0,-1.0899999999999999,999.0,999.0,14.0,False,0
51.8,31,56.36,1.6,3.2,14,28.0,4.22,5.58,0.65,0.0,-1.0199999999999996,999.0,999.0,14.0,False,0
51.8,32,-1.6,-9.19,6.32,18,30.0,0.0,11.83,-3.5,3.5,6.32,1.8718354430379747,12.026057142857145,18.0,False,0
51.8,33,-1.6,86.51,0.0,16,25.0,0.2,2.52,-0.0,0.0,-0.2,999.0,999.0,16.0,False,0
51.8,34,1.6,-32.11,3.15,19,19.0,1.13,6.59,-1.3,1.3,2.02,3.262376237623762,5.836346153846153,19.0,False,1
51.8,35,-74.22,-1.6,0.22,21,16.0,0.0,1.72,-0.21,0.21,0.22,7.818181818181818,0.3352380952380952,21.0,False,0
51.8,36,-1.6,94.01,0.0,16,33.0,0.0,2.5,-0.0,0.0,0.0,999.0,999.0,16.0,False,0
51.8,37,1.6,-42.85,3.01,19,34.0,3.15,5.74,-0.32,0.32,-0.14000000000000012,999.0,14.016406249999998,19.0,False,0
51.8,40,-82.26,-1.6,0.55,21,35.0,0.22,3.04,-0.3,0.3,0.33000000000000007,9.212121212121211,0.8341666666666668,21.0,False,1
51.8,41,1.6,-53.05,2.8,19,37.0,3.01,5.2,-0.17,0.17,-0.20999999999999996,999.0,22.84882352941176,19.0,False,0
51.8,42,66.54,1.6,2.27,14,31.0,3.2,5.19,0.66,0.0,-0.9300000000000002,999.0,999.0,14.0,False,0
51.8,44,76.34,1.6,1.88,14,42.0,2.27,4.8,0.64,0.0,-0.3900000000000001,999.0,999.0,14.0,False,0
51.8,46,85.61,1.6,1.7,14,44.0,1.88,4.27,-0.18,0.18,-0.17999999999999994,999.0,7.847777777777777,14.0,False,0
51.8,47,-1.6,-59.53,0.47,18,-1.0,-1.0,-1.0,-1.94,1.94,1.47,999.0,1.5269329896907216,18.0,False,0
51.8,48,1.6,-70.61,2.33,19,41.0,2.8,12.56,-0.88,0.88,-0.46999999999999975,999.0,2.6146022727272733,19.0,False,1
51.8,49,-90.67,-1.6,0.93,21,40.0,0.55,3.4,-0.21,0.21,0.38,8.947368421052632,2.4392857142857145,21.0,False,1
51.8,51,94.28,1.6,0.98,14,46.0,1.7,3.67,0.7,0.0,-0.72,999.0,999.0,14.0,False,0
51.8,10101,-60.0,-1.6,0.0,21,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,21.0,False,0
51.8,10111,-1.6,50.0,0.0,16,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,16.0,False,0
51.9,12,97.32,-1.6,9.95,15,-1.0,-1.0,-1.0,-0.2,0.2,10.95,999.0,258.45624999999995,15.0,False,0
51.9,13,-34.18,1.6,12.84,20,-1.0,-1.0,-1.0,-0.1,0.1,13.84,999.0,838.168,20.0,False,0
51.9,14,1.6,80.6,12.03,17,-1.0,-1.0,-1.0,-1.64,1.64,13.03,999.0,57.152225609756094,17.0,False,0
51.9,15,-1.6,56.5,0.0,16,10111.0,0.0,1.5,0.0,0.0,0.0,999.0,999.0,16.0,False,0
51.9,16,-67.5,-1.6,0.0,21,10101.0,0.0,2.5,-0.0,0.0,0.0,999.0,999.0,21.0,False,0
51.9,17,-17.58,1.6,11.62,20,13.0,12.84,11.6,-2.62,2.62,-1.2200000000000006,999.0,24.548015267175565,20.0,False,0
51.9,19,1.6,-20.4,1.15,19,18.0,0.95,3.64,0.2,0.0,0.19999999999999996,18.200000000000006,999.0,19.0,False,0
51.9,23,-1.6,70.22,4.04,16,15.0,0.0,8.72,-2.23,2.23,4.04,2.1584158415841586,7.699551569506727,16.0,False,1
51.9,25,-1.6,78.95,0.39,16,23.0,4.04,3.72,1.9,0.0,-3.65,999.0,999.0,16.0,False,0
51.9,28,45.34,1.6,4.29,14,27.0,5.43,6.36,0.71,0.0,-1.1399999999999997,999.0,999.0,14.0,False,0
51.9,31,56.03,1.6,3.31,14,28.0,4.29,5.68,1.1,0.0,-0.98,999.0,999.0,14.0,False,0
51.9,32,-1.6,-9.79,5.97,18,30.0,0.0,11.23,-3.5,3.5,5.97,1.8810720268006702,11.061557142857142,18.0,False,1
51.9,33,-1.6,86.5,0.02,16,25.0,0.39,2.56,0.2,0.0,-0.37,999.0,999.0,16.0,False,0
51.9,34,1.6,-31.81,2.98,19,19.0,1.15,6.41,-1.7,1.7,1.83,3.5027322404371586,4.441882352941176,19.0,False,1
51.9,35,-74.2,-1.6,0.21,21,16.0,0.0,1.7,-0.16,0.16,0.21,8.095238095238095,0.34781249999999997,21.0,False,0
51.9,36,-1.6,94.01,0.0,16,33.0,0.02,2.51,-0.0,0.0,-0.02,999.0,999.0,16.0,False,0
51.9,37,1.6,-42.55,3.04,19,34.0,2.98,5.74,0.3,0.0,0.06000000000000005,95.66666666666659,999.0,19.0,False,0
51.9,40,-82.21,-1.6,0.53,21,35.0,0.21,3.01,-0.26,0.26,0.32000000000000006,9.406249999999998,0.8601923076923078,21.0,False,1
51.9,41,1.6,-52.77,2.79,19,37.0,3.04,5.23,-0.06,0.06,-0.25,999.0,64.6175,19.0,False,0
51.9,42,66.31,1.6,2.37,14,31.0,3.31,5.28,1.02,0.0,-0.94,999.0,999.0,14.0,False,0
51.9,44,76.15,1.6,1.89,14,42.0,2.37,4.84,0.1,0.0,-0.4800000000000002,999.0,999.0,14.0,False,0
51.9,46,85.43,1.6,1.76,14,44.0,1.89,4.28,0.68,0.0,-0.1299999999999999,999.0,999.0,14.0,False,0
51.9,47,-1.6,-59.5,0.27,18,-1.0,-1.0,-1.0,-1.94,1.94,1.27,999.0,1.2887886597938145,18.0,False,0
51.9,48,1.6,-70.39,2.24,19,41.0,2.79,12.61,-0.93,0.93,-0.5499999999999998,999.0,2.147634408602151,19.0,False,1
51.9,49,-90.58,-1.6,0.88,21,40.0,0.53,3.37,-0.45,0.45,0.35,9.62857142857143,1.2104444444444442,21.0,False,1
51.9,51,94.17,1.6,1.05,14,46.0,1.76,3.74,0.77,0.0,-0.71,999.0,999.0,14.0,False,0
51.9,10101,-60.0,-1.6,0.0,21,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,21.0,False,0
51.9,10111,-1.6,50.0,0.0,16,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,16.0,False,0
52.0,12,98.32,-1.6,9.94,15,-1.0,-1.0,-1.0,-0.1,0.1,10.94,999.0,504.9579999999999,15.0,False,0
52.0,13,-35.47,1.6,12.83,20,-1.0,-1.0,-1.0,-0.1,0.1,13.83,999.0,836.8745,20.0,False,0
52.0,14,1.6,81.79,11.84,17,-1.0,-1.0,-1.0,-1.85,1.85,12.84,999.0,50.727999999999994,17.0,False,0
52.0,15,-1.6,56.5,0.0,16,10111.0,0.0,1.5,0.0,0.0,0.0,999.0,999.0,16.0,False,0
52.0,16,-67.5,-1.6,0.0,21,10101.0,0.0,2.5,-0.0,0.0,0.0,999.0,999.0,21.0,False,0
52.0,17,-18.77,1.6,11.93,20,13.0,12.83,11.69,3.1,0.0,-0.9000000000000004,999.0,999.0,20.0,False,0
52.0,19,1.6,-20.29,1.12,19,18.0,0.94,3.62,-0.32,0.32,0.18000000000000016,20.111111111111093,2.1400000000000006,19.0,False,1
52.0,23,-1.6,69.82,3.99,16,15.0,0.0,8.32,-0.57,0.57,3.99,2.0852130325814535,17.955000000000002,16.0,False,0
52.0,25,-1.6,78.89,0.58,16,23.0,3.99,4.07,1.86,0.0,-3.41,999.0,999.0,16.0,False,0
52.0,28,44.9,1.6,4.39,14,27.0,5.55,6.48,1.06,0.0,-1.1600000000000001,999.0,999.0,14.0,False,0
52.0,31,55.7,1.6,3.29,14,28.0,4.39,5.79,-0.2,0.2,-1.0999999999999996,999.0,25.960249999999995,14.0,False,0
52.0,32,-1.6,-10.35,5.62,18,30.0,0.0,10.67,-3.5,3.5,5.62,1.898576512455516,10.132057142857143,18.0,False,1
52.0,33,-1.6,86.5,0.06,16,25.0,0.58,2.61,0.35,0.0,-0.52,999.0,999.0,16.0,False,0
52.0,34,1.6,-31.52,2.91,19,19.0,1.12,6.23,-0.64,0.64,1.79,3.480446927374302,8.405703125000002,19.0,False,0
52.0,35,-74.19,-1.6,0.18,21,16.0,0.0,1.68,-0.21,0.21,0.18,9.333333333333334,0.2571428571428571,21.0,False,0
52.0,36,-1.6,94.01,0.0,16,33.0,0.06,2.51,0.02,0.0,-0.06,999.0,999.0,16.0,False,0
52.0,37,1.6,-42.25,2.98,19,34.0,2.91,5.73,-0.6,0.6,0.06999999999999984,81.85714285714305,7.470333333333333,19.0,False,0
52.0,40,-82.16,-1.6,0.49,21,35.0,0.18,2.98,-0.36,0.36,0.31,9.612903225806452,0.6434722222222222,21.0,False,1
52.0,41,1.6,-52.49,2.82,19,37.0,2.98,5.24,0.25,0.0,-0.16000000000000014,999.0,999.0,19.0,False,0
52.0,42,66.06,1.6,2.44,14,31.0,3.29,5.36,0.69,0.0,-0.8500000000000001,999.0,999.0,14.0,False,0
52.0,44,75.95,1.6,2.01,14,42.0,2.44,4.89,1.17,0.0,-0.43000000000000016,999.0,999.0,14.0,False,0
52.0,46,85.26,1.6,1.7,14,44.0,2.01,4.31,-0.69,0.69,-0.30999999999999983,999.0,1.7842028985507248,14.0,False,1
52.0,47,-1.6,-59.49,0.08,18,-1.0,-1.0,-1.0,-1.94,1.94,1.08,999.0,1.0816494845360825,18.0,False,0
52.0,48,1.6,-70.17,2.14,19,41.0,2.82,12.68,-1.01,1.01,-0.6799999999999997,999.0,1.5871287128712877,19.0,False,1
52.0,49,-90.49,-1.6,0.86,21,40.0,0.49,3.33,-0.25,0.25,0.37,9.0,1.8491999999999997,21.0,False,1
52.0,51,94.06,1.6,1.11,14,46.0,1.7,3.8,0.58,0.0,-0.5899999999999999,999.0,999.0,14.0,False,0
52.0,10101,-60.0,-1.6,0.0,21,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,21.0,False,0
52.0,10111,-1.6,50.0,0.0,16,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,16.0,False,0
52.1,12,99.32,-1.6,9.98,15,-1.0,-1.0,-1.0,0.35,0.0,10.98,999.0,999.0,15.0,False,0
52.1,13,-36.75,1.6,12.86,20,-1.0,-1.0,-1.0,0.39,0.0,13.86,999.0,999.0,20.0,False,0
52.1,14,1.6,82.97,11.86,17,-1.0,-1.0,-1.0,0.16,0.0,12.86,999.0,999.0,17.0,False,0
52.1,15,-1.6,56.5,0.0,16,10111.0,0.0,1.5,0.0,0.0,0.0,999.0,999.0,16.0,False,0
52.1,16,-67.5,-1.6,0.0,21,10101.0,0.0,2.5,-0.0,0.0,0.0,999.0,999.0,21.0,False,0
52.1,17,-19.94,1.6,11.68,20,13.0,12.86,11.81,-2.49,2.49,-1.1799999999999997,999.0,26.214056224899593,20.0,False,0
52.1,19,1.6,-20.18,1.1,19,18.0,1.39,3.65,-0.12,0.12,-0.2899999999999998,999.0,4.751666666666668,19.0,False,0
52.1,23,-1.6,69.44,3.78,16,15.0,0.0,7.94,-2.01,2.01,3.78,2.100529100529101,7.334328358208955,16.0,False,1
52.1,25,-1.6,78.81,0.77,16,23.0,3.78,4.37,1.93,0.0,-3.01,999.0,999.0,16.0,False,0
52.1,28,44.45,1.6,4.56,14,27.0,5.74,6.6,1.65,0.0,-1.1800000000000006,999.0,999.0,14.0,False,0
52.1,31,55.34,1.6,3.53,14,28.0,4.56,5.9,2.4,0.0,-1.0299999999999998,999.0,999.0,14.0,False,0
52.1,32,-1.6,-10.88,5.27,18,30.0,0.0,10.14,-3.5,3.5,5.27,1.9240986717267554,9.237557142857142,18.0,False,1
52.1,33,-1.6,86.49,0.12,16,25.0,0.77,2.68,0.67,0.0,-0.65,999.0,999.0,16.0,False,0
52.1,34,1.6,-31.24,2.79,19,19.0,1.1,6.06,-1.23,1.23,1.69,3.585798816568047,4.854268292682927,19.0,False,1
52.1,35,-74.17,-1.6,0.17,21,16.0,0.0,1.67,-0.15,0.15,0.17,9.823529411764705,0.26633333333333337,21.0,False,0
52.1,36,-1.6,94.01,0.01,16,33.0,0.12,2.52,0.05,0.0,-0.11,999.0,999.0,16.0,False,0
52.1,37,1.6,-41.95,2.98,19,34.0,2.79,5.71,-0.03,0.03,0.18999999999999995,30.052631578947377,148.19666666666666,19.0,False,0
52.1,40,-82.12,-1.6,0.45,21,35.0,0.17,2.95,-0.4,0.4,0.28,10.535714285714285,0.5331250000000001,21.0,False,1
52.1,41,1.6,-52.21,2.8,19,37.0,2.98,5.26,-0.17,0.17,-0.18000000000000016,999.0,22.87882352941176,19.0,False,0
52.1,42,65.82,1.6,2.46,14,31.0,3.53,5.47,0.25,0.0,-1.0699999999999998,999.0,999.0,14.0,False,0
52.1,44,75.75,1.6,1.96,14,42.0,2.46,4.94,-0.51,0.51,-0.5,999.0,3.266274509803921,14.0,False,1
52.1,46,85.09,1.6,1.73,14,44.0,1.96,4.34,0.39,0.0,-0.22999999999999998,999.0,999.0,14.0,False,0
52.1,47,-1.6,-59.49,0.0,18,-1.0,-1.0,-1.0,-0.77,0.77,1.0,999.0,1.0,18.0,False,0
52.1,48,1.6,-69.97,2.03,19,41.0,2.8,12.76,-1.02,1.02,-0.77,999.0,1.2500490196078426,19.0,False,1
52.1,49,-90.41,-1.6,0.83,21,40.0,0.45,3.29,-0.29,0.29,0.37999999999999995,8.657894736842106,1.567758620689655,21.0,False,1
52.1,51,93.95,1.6,1.13,14,46.0,1.73,3.86,0.15,0.0,-0.6000000000000001,999.0,999.0,14.0,False,0
52.1,10101,-60.0,-1.6,0.0,21,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,21.0,False,0
52.1,10111,-1.6,50.0,0.0,16,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,16.0,False,0
52.2,13,-38.04,1.6,12.85,20,-1.0,-1.0,-1.0,-0.1,0.1,13.85,999.0,839.4625,20.0,False,0
52.2,14,1.6,84.16,11.87,17,-1.0,-1.0,-1.0,0.1,0.0,12.87,999.0,999.0,17.0,False,0
52.2,15,-1.6,56.5,0.0,16,10111.0,0.0,1.5,0.0,0.0,0.0,999.0,999.0,16.0,False,0
52.2,16,-67.5,-1.6,0.0,21,10101.0,0.0,2.5,-0.0,0.0,0.0,999.0,999.0,21.0,False,0
52.2,17,-21.11,1.6,11.76,20,13.0,12.85,11.92,0.77,0.0,-1.0899999999999999,999.0,999.0,20.0,False,0
52.2,19,1.6,-20.07,1.13,19,18.0,1.42,3.68,0.28,0.0,-0.29000000000000004,999.0,999.0,19.0,False,0
52.2,23,-1.6,69.09,3.55,16,15.0,0.0,7.59,-2.38,2.38,3.55,2.1380281690140848,6.197584033613445,16.0,False,1
52.2,25,-1.6,78.71,0.97,16,23.0,3.55,4.62,2.0,0.0,-2.58,999.0,999.0,16.0,False,0
52.2,26,81.88,-1.6,10.44,15,-1.0,-1.0,-1.0,0.59,0.0,11.44,999.0,999.0,17.0,False,0
52.2,28,43.98,1.6,4.71,14,27.0,5.91,6.72,1.55,0.0,-1.2000000000000002,999.0,999.0,14.0,False,0
52.2,30,-1.6,-16.02,0.0,18,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,19.0,True,0
52.2,31,54.98,1.6,3.69,14,28.0,4.71,6.0,1.66,0.0,-1.02,999.0,999.0,14.0,False,0
52.2,32,-1.6,-11.37,4.92,18,30.0,0.0,9.65,-3.5,3.5,4.92,1.9613821138211383,8.378057142857143,18.0,False,1
52.2,33,-1.6,86.47,0.2,16,25.0,0.97,2.75,0.79,0.0,-0.77,999.0,999.0,16.0,False,0
52.2,34,1.6,-30.97,2.73,19,19.0,1.13,5.9,-0.62,0.62,1.6,3.6875,7.610403225806451,19.0,False,0
52.2,35,-74.15,-1.6,0.15,21,16.0,0.0,1.65,-0.16,0.16,0.15,11.0,0.2203125,21.0,False,0
52.2,36,-1.6,94.01,0.02,16,33.0,0.2,2.54,0.11,0.0,-0.18000000000000002,999.0,999.0,16.0,False,0
52.2,37,1.6,-41.66,2.88,19,34.0,2.73,5.7,-0.97,0.97,0.1499999999999999,38.00000000000002,4.425463917525773,19.0,False,1
52.2,40,-82.07,-1.6,0.44,21,35.0,0.15,2.92,-0.14,0.14,0.29000000000000004,10.068965517241377,0.9814285714285714,21.0,False,1
52.2,41,1.6,-51.93,2.82,19,37.0,2.88,5.27,0.19,0.0,-0.06000000000000005,999.0,999.0,19.0,False,0
52.2,42,65.55,1.6,2.66,14,31.0,3.69,5.57,1.97,0.0,-1.0299999999999998,999.0,999.0,14.0,False,0
52.2,44,75.54,1.6,2.07,14,42.0,2.66,4.99,1.14,0.0,-0.5900000000000003,999.0,999.0,14.0,False,0
52.2,46,84.91,1.6,1.82,14,44.0,2.07,4.36,0.89,0.0,-0.24999999999999978,999.0,999.0,14.0,False,0
52.2,47,1.6,-59.46,0.29,19,41.0,2.82,2.53,2.89,0.0,-2.53,999.0,999.0,18.0,True,0
52.2,48,1.6,-69.78,1.93,19,47.0,0.29,5.31,-1.0,1.0,1.64,3.2378048780487805,3.5024499999999996,19.0,False,1
52.2,49,-90.33,-1.6,0.77,21,40.0,0.44,3.26,-0.56,0.56,0.33,9.878787878787877,0.859375,21.0,False,1
52.2,51,93.83,1.6,1.19,14,46.0,1.82,3.93,0.63,0.0,-0.6300000000000001,999.0,999.0,14.0,False,0
52.2,10101,-60.0,-1.6,0.0,21,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,21.0,False,0
52.2,10111,-1.6,50.0,0.0,16,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,16.0,False,0
52.3,13,-39.32,1.6,12.84,20,-1.0,-1.0,-1.0,-0.1,0.1,13.84,999.0,838.168,20.0,False,0
52.3,14,1.6,85.32,11.62,17,-1.0,-1.0,-1.0,-2.53,2.53,12.62,999.0,39.304664031620554,17.0,False,0
52.3,15,-1.6,56.5,0.0,16,10111.0,0.0,1.5,0.0,0.0,0.0,999.0,999.0,16.0,False,0
52.3,16,-67.5,-1.6,0.0,21,10101.0,0.0,2.5,-0.0,0.0,0.0,999.0,999.0,21.0,False,0
52.3,17,-22.26,1.6,11.49,20,13.0,12.84,12.06,-2.68,2.68,-1.3499999999999996,999.0,23.28061567164179,20.0,False,0
52.3,19,1.6,-19.95,1.15,19,18.0,1.41,3.71,0.14,0.0,-0.26,999.0,999.0,19.0,False,0
52.3,23,-1.6,68.74,3.5,16,15.0,0.0,7.24,-0.45,0.45,3.5,2.0685714285714285,17.11111111111111,16.0,False,0
52.3,25,-1.6,78.6,1.16,16,23.0,3.5,4.86,1.88,0.0,-2.34,999.0,999.0,16.0,False,0
52.3,26,83.25,-1.6,13.74,15,-1.0,-1.0,-1.0,33.0,0.0,14.74,999.0,999.0,15.0,False,0
52.3,28,43.5,1.6,4.81,14,27.0,6.09,6.84,1.0,0.0,-1.2800000000000002,999.0,999.0,14.0,False,0
52.3,30,-1.6,-16.02,0.0,18,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,18.0,False,0
52.3,31,54.59,1.6,3.81,14,28.0,4.81,6.1,1.21,0.0,-0.9999999999999996,999.0,999.0,14.0,False,0
52.3,32,-1.6,-11.83,4.57,18,30.0,0.0,9.19,-3.5,3.5,4.57,2.010940919037199,7.5535571428571435,18.0,False,1
52.3,33,-1.6,86.44,0.3,16,25.0,1.16,2.84,0.97,0.0,-0.8599999999999999,999.0,999.0,16.0,False,0
52.3,34,1.6,-30.71,2.58,19,19.0,1.15,5.76,-1.51,1.51,1.4300000000000002,4.0279720279720275,3.634105960264901,19.0,False,1
52.3,35,-74.14,-1.6,0.14,21,16.0,0.0,1.64,-0.11,0.11,0.14,11.714285714285712,0.22909090909090912,21.0,False,0
52.3,36,-1.6,94.0,0.04,16,33.0,0.3,2.57,0.19,0.0,-0.26,999.0,999.0,16.0,False,0
52.3,37,1.6,-41.38,2.83,19,34.0,2.58,5.67,-0.5,0.5,0.25,22.68,8.2589,19.0,False,0
52.3,40,-82.03,-1.6,0.4,21,35.0,0.14,2.89,-0.36,0.36,0.26,11.115384615384615,0.4822222222222223,21.0,False,1
52.3,41,1.6,-51.65,2.79,19,37.0,2.83,5.27,-0.3,0.3,-0.040000000000000036,999.0,12.933500000000002,19.0,False,0
52.3,42,65.28,1.6,2.74,14,31.0,3.81,5.68,0.82,0.0,-1.0699999999999998,999.0,999.0,14.0,False,0
52.3,44,75.34,1.6,2.08,14,42.0,2.74,5.06,0.01,0.0,-0.6600000000000001,999.0,999.0,14.0,False,0
52.3,46,84.73,1.6,1.78,14,44.0,2.08,4.39,-0.44,0.44,-0.30000000000000004,999.0,3.3004545454545458,14.0,False,1
52.3,47,1.6,-59.43,0.29,19,41.0,2.79,2.78,-0.03,0.03,-2.5,999.0,-1.0983333333333334,19.0,False,1
52.3,48,1.6,-69.59,1.89,19,47.0,0.29,5.15,-0.42,0.42,1.5999999999999999,3.2187500000000004,5.8525,19.0,False,0
52.3,49,-90.26,-1.6,0.75,21,40.0,0.4,3.22,-0.18,0.18,0.35,9.200000000000001,1.9125,21.0,False,1
52.3,51,93.7,1.6,1.27,14,46.0,1.78,3.98,0.83,0.0,-0.51,999.0,999.0,14.0,False,0
52.3,10101,-60.0,-1.6,0.0,21,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,21.0,False,0
52.3,10111,-1.6,50.0,0.0,16,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,16.0,False,0
52.4,13,-40.61,1.6,12.85,20,-1.0,-1.0,-1.0,0.01,0.0,13.85,999.0,999.0,20.0,False,0
52.4,14,1.6,86.51,11.85,17,-1.0,-1.0,-1.0,2.32,0.0,12.85,999.0,999.0,17.0,False,0
52.4,15,-1.6,56.5,0.0,16,10111.0,0.0,1.5,0.0,0.0,0.0,999.0,999.0,16.0,False,0
52.4,16,-67.5,-1.6,0.0,21,10101.0,0.0,2.5,-0.0,0.0,0.0,999.0,999.0,21.0,False,0
52.4,17,-23.46,1.6,11.94,20,13.0,12.85,12.15,4.48,0.0,-0.9100000000000001,999.0,999.0,20.0,False,0
52.4,19,1.6,-19.83,1.17,19,18.0,1.4,3.73,0.25,0.0,-0.22999999999999998,999.0,999.0,19.0,False,0
52.4,23,-1.6,68.42,3.2,16,15.0,0.0,6.92,-2.98,2.98,3.2,2.1624999999999996,4.918120805369128,16.0,False,1
52.4,25,-1.6,78.46,1.35,16,23.0,3.2,5.04,1.91,0.0,-1.85,999.0,999.0,16.0,False,0
52.4,26,84.79,-1.6,15.4,15,-1.0,-1.0,-1.0,16.67,0.0,16.4,999.0,999.0,15.0,False,0
52.4,28,42.99,1.6,5.04,14,27.0,6.22,6.96,2.26,0.0,-1.1799999999999997,999.0,999.0,14.0,False,0
52.4,30,-1.6,-16.02,0.0,18,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,18.0,False,0
52.4,31,54.22,1.6,3.75,14,28.0,5.04,6.23,-0.65,0.65,-1.29,999.0,9.52730769230769,14.0,False,0
52.4,32,-1.6,-12.25,4.24,18,30.0,0.0,8.77,-3.35,3.35,4.24,2.068396226415094,6.923223880597016,18.0,False,1
52.4,33,-1.6,86.39,0.42,16,25.0,1.35,2.93,1.21,0.0,-0.9300000000000002,999.0,999.0,16.0,False,0
52.4,34,1.6,-30.45,2.55,19,19.0,1.17,5.62,-0.25,0.25,1.38,4.072463768115942,14.384999999999998,19.0,False,0
52.4,35,-74.13,-1.6,0.13,21,16.0,0.0,1.62,-0.09,0.09,0.13,12.461538461538462,0.22388888888888892,21.0,False,0
52.4,36,-1.6,94.0,0.06,16,33.0,0.42,2.6,0.25,0.0,-0.36,999.0,999.0,16.0,False,0
52.4,37,1.6,-41.1,2.84,19,34.0,2.55,5.64,0.09,0.0,0.29000000000000004,19.44827586206896,999.0,19.0,False,0
52.4,40,-81.99,-1.6,0.38,21,35.0,0.13,2.87,-0.19,0.19,0.25,11.48,0.63,21.0,False,1
52.4,41,1.6,-51.38,2.71,19,37.0,2.84,5.28,-0.84,0.84,-0.1299999999999999,999.0,4.241488095238095,19.0,False,1
52.4,42,64.99,1.6,2.82,14,31.0,3.75,5.77,0.76,0.0,-0.9300000000000002,999.0,999.0,14.0,False,0
52.4,44,75.12,1.6,2.21,14,42.0,2.82,5.12,1.35,0.0,-0.6099999999999999,999.0,999.0,14.0,False,0
52.4,46,84.55,1.6,1.83,14,44.0,2.21,4.43,0.47,0.0,-0.3799999999999999,999.0,999.0,14.0,False,0
52.4,47,1.6,-59.38,0.52,19,41.0,2.71,3.0,2.35,0.0,-2.19,999.0,999.0,19.0,False,0
52.4,48,1.6,-69.4,1.85,19,47.0,0.52,5.02,-0.46,0.46,1.33,3.7744360902255636,5.050108695652174,19.0,False,0
52.4,49,-90.19,-1.6,0.69,21,40.0,0.38,3.19,-0.61,0.61,0.30999999999999994,10.290322580645164,0.7002459016393441,21.0,False,1
52.4,51,93.57,1.6,1.3,14,46.0,1.83,4.03,0.23,0.0,-0.53,999.0,999.0,14.0,False,0
52.4,10101,-60.0,-1.6,0.0,21,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,21.0,False,0
52.4,10111,-1.6,50.0,0.0,16,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,16.0,False,0
52.5,13,-41.89,1.6,12.85,20,-1.0,-1.0,-1.0,-0.0,0.0,13.85,999.0,999.0,20.0,False,0
52.5,14,1.6,87.69,11.8,17,-1.0,-1.0,-1.0,-0.52,0.52,12.8,999.0,146.6846153846154,17.0,False,0
52.5,15,-1.6,56.5,0.0,16,10111.0,0.0,1.5,0.0,0.0,0.0,999.0,999.0,16.0,False,0
52.5,16,-67.5,-1.6,0.0,21,10101.0,0.0,2.5,-0.0,0.0,0.0,999.0,999.0,21.0,False,0
52.5,17,-24.66,1.6,12.06,20,13.0,12.85,12.23,1.23,0.0,-0.7899999999999991,999.0,999.0,20.0,False,0
52.5,19,1.6,-19.71,1.22,19,18.0,1.39,3.75,0.53,0.0,-0.16999999999999993,999.0,999.0,19.0,False,0
52.5,23,-1.6,68.11,3.12,16,15.0,0.0,6.61,-0.84,0.84,3.12,2.1185897435897436,8.914285714285715,16.0,False,0
52.5,25,-1.6,78.32,1.47,16,23.0,3.12,5.21,1.25,0.0,-1.6500000000000001,999.0,999.0,16.0,False,0
52.5,26,86.33,-1.6,15.37,15,-1.0,-1.0,-1.0,-0.35,0.35,16.369999999999997,999.0,353.85128571428567,15.0,False,0
52.5,28,42.49,1.6,5.03,14,27.0,6.38,7.1,-0.12,0.12,-1.3499999999999996,999.0,104.07041666666669,14.0,False,0
52.5,30,-1.6,-16.02,0.0,18,-1.0,-1.0,-1.0,0.0,0.0,1.0,999.0,999.0,18.0,False,0
52.5,31,53.81,1.6,4.1,14,28.0,5.03,6.32,3.48,0.0,-0.9300000000000006,999.0,999.0,14.0,False,0
