Time,VehicleId,Pos_x,Pos_y,Angle,Type,Speed,Lane,Slope,Acceleration,LeaderID,LeaderSpeed,LeaderGap,speed_squared,speed_normalized,combined_risk_score
0.02540106951871658,10101,-82.86,-1.6,90.0,obstacle,8.4,west_right_0,0,1.57,-1,-1.0,-1.0,70.56,0.06461538461538462,0.0
0.02606951871657754,0,-91.87,-1.6,90.0,type1,5.69,west_right_0,0,2.06,10101,8.61,4.88,32.3761,0.043769230769230776,0.0
0.02606951871657754,2,67.69,1.6,270.0,type3,14.48,east_left_0,0,-1.47,-1,-1.0,-1.0,209.6704,0.11138461538461539,0.0
0.02606951871657754,3,78.74,1.6,270.0,type3,12.61,east_left_0,0,-1.16,2,14.48,6.05,159.01209999999998,0.09699999999999999,0.0
0.02606951871657754,4,-1.6,85.82,180.0,type2,11.32,north_down_0,0,1.45,-1,-1.0,-1.0,128.1424,0.08707692307692308,0.0
0.02606951871657754,5,-1.6,94.78,180.0,type4,1.18,north_down_0,0,11.82,4,11.32,3.96,1.3923999999999999,0.009076923076923076,0.0
0.02606951871657754,10101,-82.0,-1.6,90.0,obstacle,8.61,west_right_0,0,2.09,-1,-1.0,-1.0,74.1321,0.06623076923076923,0.0
0.026737967914438502,0,-91.28,-1.6,90.0,type1,5.95,west_right_0,0,2.64,10101,8.76,5.16,35.4025,0.04576923076923077,0.0
0.026737967914438502,2,66.24,1.6,270.0,type3,14.55,east_left_0,0,0.7,-1,-1.0,-1.0,211.70250000000001,0.11192307692307693,0.0
0.026737967914438502,3,77.49,1.6,270.0,type3,12.57,east_left_0,0,-0.33,2,14.55,6.25,158.00490000000002,0.09669230769230769,0.0
0.026737967914438502,4,-1.6,84.72,180.0,type2,10.99,north_down_0,0,-3.21,-1,-1.0,-1.0,120.7801,0.08453846153846153,0.0
0.026737967914438502,5,-1.6,94.57,180.0,type4,2.15,north_down_0,0,9.66,4,10.99,4.85,4.6225,0.016538461538461537,0.0
0.026737967914438502,10101,-81.12,-1.6,90.0,obstacle,8.76,west_right_0,0,1.55,-1,-1.0,-1.0,76.7376,0.06738461538461538,0.0
0.027406417112299464,0,-90.65,-1.6,90.0,type1,6.3,west_right_0,0,3.43,10101,9.02,5.43,39.69,0.04846153846153846,0.0
0.027406417112299464,2,64.75,1.6,270.0,type3,14.86,east_left_0,0,3.15,-1,-1.0,-1.0,220.81959999999998,0.1143076923076923,0.0
0.027406417112299464,3,76.21,1.6,270.0,type3,12.74,east_left_0,0,1.67,2,14.86,6.46,162.3076,0.098,0.0
