Time,VehicleId,Pos_x,Pos_y,Type,Speed,Lane,Slope,LeaderID,LeaderSpeed,LeaderGap,Acceleration,overtaking_possible_gap,overtaking_feasibility_score,overtaking_recommended,steep_slope
0.0,x,-100.0,-1.6,obstacle,0.0,west_right_0,0.0,-1,-1.0,-1.0,0.0,1,1.0,1,0
0.0007698229407236336,x,-99.97,-1.6,obstacle,0.3,west_right_0,0.0,-1,-1.0,-1.0,2.99,1,1.0,1,0
0.0015396458814472672,x,-99.91,-1.6,obstacle,0.59,west_right_0,0.0,-1,-1.0,-1.0,2.89,1,1.0,1,0
0.0023094688221709007,x,-99.83,-1.6,obstacle,0.84,west_right_0,0.0,-1,-1.0,-1.0,2.57,1,1.0,1,0
0.0030792917628945345,x,-99.72,-1.6,obstacle,1.1,west_right_0,0.0,-1,-1.0,-1.0,2.57,1,1.0,1,0
0.0038491147036181675,x,-99.58,-1.6,obstacle,1.34,west_right_0,0.0,-1,-1.0,-1.0,2.34,1,1.0,1,0
0.004618937644341801,x,-99.42,-1.6,obstacle,1.6,west_right_0,0.0,-1,-1.0,-1.0,2.69,1,1.0,1,0
0.005388760585065435,x,-99.24,-1.6,obstacle,1.87,west_right_0,0.0,-1,-1.0,-1.0,2.66,1,1.0,1,0
0.006158583525789069,x,-99.03,-1.6,obstacle,2.06,west_right_0,0.0,-1,-1.0,-1.0,1.95,1,1.0,1,0
0.0069284064665127015,x,-98.8,-1.6,obstacle,2.29,west_right_0,0.0,-1,-1.0,-1.0,2.23,1,1.0,1,0
0.007698229407236335,x,-98.55,-1.6,obstacle,2.54,west_right_0,0.0,-1,-1.0,-1.0,2.53,1,1.0,1,0
0.00846805234795997,x,-98.28,-1.6,obstacle,2.7,west_right_0,0.0,-1,-1.0,-1.0,1.6,1,1.0,1,0
0.009237875288683603,x,-97.99,-1.6,obstacle,2.88,west_right_0,0.0,-1,-1.0,-1.0,1.79,1,1.0,1,0
0.010007698229407237,x,-97.68,-1.6,obstacle,3.05,west_right_0,0.0,-1,-1.0,-1.0,1.67,1,1.0,1,0
0.01077752117013087,x,-97.36,-1.6,obstacle,3.25,west_right_0,0.0,-1,-1.0,-1.0,2.03,1,1.0,1,0
0.011547344110854504,x,-97.01,-1.6,obstacle,3.48,west_right_0,0.0,-1,-1.0,-1.0,2.29,1,1.0,1,0
0.012317167051578138,x,-96.63,-1.6,obstacle,3.78,west_right_0,0.0,-1,-1.0,-1.0,2.98,1,1.0,1,0
0.01308698999230177,x,-96.24,-1.6,obstacle,3.98,west_right_0,0.0,-1,-1.0,-1.0,2.03,1,1.0,1,0
0.013856812933025403,x,-95.81,-1.6,obstacle,4.23,west_right_0,0.0,-1,-1.0,-1.0,2.51,1,1.0,1,0
0.014626635873749036,x,-95.37,-1.6,obstacle,4.43,west_right_0,0.0,-1,-1.0,-1.0,2.03,1,1.0,1,0
0.01539645881447267,vehicle_2,94.9,1.6,type3,0.0,east_left_0,0.0,-1,-1.0,-1.0,0.0,1,1.0,1,0
0.01539645881447267,x,-94.9,-1.6,obstacle,4.67,west_right_0,0.0,-1,-1.0,-1.0,2.37,1,1.0,1,0
0.016166281755196306,vehicle_2,94.02,1.6,type3,8.8,east_left_0,0.0,-1,-1.0,-1.0,87.97,1,1.0,1,0
0.016166281755196306,x,-94.42,-1.6,obstacle,4.85,west_right_0,0.0,-1,-1.0,-1.0,1.81,1,1.0,1,0
0.01693610469591994,vehicle_2,92.56,1.6,type3,14.59,east_left_0,0.0,-1,-1.0,-1.0,57.91,1,1.0,1,0
0.01693610469591994,x,-93.9,-1.6,obstacle,5.13,west_right_0,0.0,-1,-1.0,-1.0,2.77,1,1.0,1,0
0.01770592763664357,vehicle_2,91.12,1.6,type3,14.42,east_left_0,0.0,-1,-1.0,-1.0,-1.68,1,1.0,1,0
0.01770592763664357,x,-93.37,-1.6,obstacle,5.33,west_right_0,0.0,-1,-1.0,-1.0,2.01,1,1.0,1,0
0.018475750577367205,vehicle_2,89.63,1.6,type3,14.94,east_left_0,0.0,-1,-1.0,-1.0,5.16,1,1.0,1,0
0.018475750577367205,x,-92.81,-1.6,obstacle,5.55,west_right_0,0.0,-1,-1.0,-1.0,2.21,1,1.0,1,0
0.01924557351809084,vehicle_2,88.15,1.6,type3,14.74,east_left_0,0.0,-1,-1.0,-1.0,-2.0,1,1.0,1,0
0.01924557351809084,x,-92.23,-1.6,obstacle,5.82,west_right_0,0.0,-1,-1.0,-1.0,2.7,1,1.0,1,0
0.020015396458814474,vehicle_2,86.7,1.6,type3,14.55,east_left_0,0.0,-1,-1.0,-1.0,-1.82,1,1.0,1,0
0.020015396458814474,vehicle_3,94.9,1.6,type3,0.0,east_left_0,0.0,vehicle_2,14.55,3.2,0.0,1,1.0,1,0
0.020015396458814474,x,-91.63,-1.6,obstacle,6.02,west_right_0,0.0,-1,-1.0,-1.0,1.96,1,1.0,1,0
0.020785219399538108,vehicle_2,85.26,1.6,type3,14.36,east_left_0,0.0,-1,-1.0,-1.0,-1.94,1,1.0,1,0
0.020785219399538108,vehicle_3,94.02,1.6,type3,8.77,east_left_0,0.0,vehicle_2,14.36,3.76,87.66,1,1.0,1,0
0.020785219399538108,x,-91.01,-1.6,obstacle,6.18,west_right_0,0.0,-1,-1.0,-1.0,1.61,1,1.0,1,0
0.02155504234026174,vehicle_2,83.78,1.6,type3,14.78,east_left_0,0.0,-1,-1.0,-1.0,4.18,1,1.0,1,0
0.02155504234026174,vehicle_3,92.81,1.6,type3,12.14,east_left_0,0.0,vehicle_2,14.78,4.03,33.73,1,1.0,1,0
